id,start_time,end_time,duration_bars,quality,compression,upper_r2,lower_r2,containment,pivots_high,pivots_low,breakout_dir,breakout_price,bars_to_breakout
436,2025-10-13 13:45:00,2025-10-13 14:55:00,15,0.714,0.78,1.0,1.0,1.0,2,2,down,25215.5,1
437,2025-10-20 10:25:00,2025-10-20 12:15:00,23,0.798,0.635,1.0,1.0,1.0,2,2,up,25860.1,3
438,2025-10-20 14:35:00,2025-10-21 14:40:00,23,0.731,0.757,1.0,1.0,1.0,2,2,up,26003.75,1
439,2025-10-23 14:30:00,2025-10-24 11:05:00,35,0.809,0.633,0.943,0.978,0.857,4,3,up,25837.1,7
440,2025-10-28 09:30:00,2025-10-28 11:00:00,19,0.793,0.658,1.0,1.0,1.0,2,2,up,25862.05,3
441,2025-10-30 15:20:00,2025-10-31 12:10:00,38,0.738,0.623,1.0,0.98,0.895,2,3,up,25811.65,10
442,2025-11-06 09:25:00,2025-11-06 11:35:00,27,0.81,0.49,1.0,1.0,1.0,2,2,up,25551.6,2
443,2025-11-07 09:15:00,2025-11-07 10:55:00,21,0.832,0.404,1.0,0.991,0.857,2,3,up,25410.55,3
444,2025-11-13 13:40:00,2025-11-13 15:10:00,19,0.717,0.768,1.0,1.0,1.0,2,2,down,25810.7,4
445,2025-11-13 15:25:00,2025-11-14 10:20:00,15,0.755,0.718,1.0,1.0,0.867,2,2,up,25785.6,5
446,2025-11-14 10:45:00,2025-11-14 13:05:00,29,0.771,0.668,1.0,1.0,0.897,2,2,down,25767.15,6
447,2025-11-17 15:25:00,2025-11-18 10:20:00,15,0.83,0.475,1.0,1.0,1.0,2,2,up,25891.8,4
448,2025-11-20 14:25:00,2025-11-21 10:35:00,30,0.762,0.624,1.0,0.853,0.933,2,3,up,26075.75,2
449,2025-11-21 15:15:00,2025-11-24 10:10:00,15,0.797,0.638,1.0,1.0,1.0,2,2,up,26137.45,5
450,2025-11-28 10:50:00,2025-11-28 12:25:00,20,0.721,0.781,1.0,1.0,0.9,2,2,down,26207.8,4
451,2025-11-28 12:45:00,2025-11-28 14:50:00,26,0.65,0.775,1.0,0.49,0.885,2,5,up,26285.3,8
452,2025-12-03 10:10:00,2025-12-03 11:20:00,15,0.769,0.715,1.0,1.0,0.933,2,2,up,25920.35,2
453,2025-12-12 09:15:00,2025-12-12 12:10:00,36,0.769,0.656,1.0,0.867,0.889,2,4,down,26022.15,5
454,2025-12-15 09:15:00,2025-12-15 11:25:00,27,0.815,0.44,1.0,1.0,0.889,2,2,down,25967.8,1
455,2025-12-17 11:40:00,2025-12-17 13:00:00,17,0.782,0.692,1.0,1.0,0.882,2,3,up,25803.6,3
456,2025-12-18 09:45:00,2025-12-18 11:30:00,22,0.752,0.616,1.0,1.0,0.864,2,2,down,25851.75,3
457,2025-12-19 10:05:00,2025-12-19 11:20:00,16,0.788,0.683,1.0,1.0,1.0,2,2,down,25931.55,1
458,2025-12-22 15:10:00,2025-12-23 10:35:00,21,0.809,0.569,1.0,1.0,1.0,2,2,down,26178.55,4
459,2025-12-26 14:45:00,2025-12-29 11:20:00,35,0.719,0.652,1.0,0.786,0.886,2,3,up,25968.75,20
460,2025-12-31 15:15:00,2026-01-01 11:10:00,27,0.655,0.671,0.73,1.0,0.963,3,2,down,26165.8,3
461,2026-01-01 15:20:00,2026-01-02 10:15:00,15,0.737,0.556,1.0,1.0,0.933,2,2,down,26252.0,1
462,2026-01-05 09:30:00,2026-01-05 11:00:00,19,0.733,0.658,1.0,0.969,0.895,2,3,down,26353.1,1
463,2026-01-06 09:15:00,2026-01-06 11:50:00,32,0.807,0.596,0.984,1.0,0.938,3,2,up,26168.75,12
464,2026-01-06 11:15:00,2026-01-06 13:05:00,23,0.805,0.598,1.0,1.0,1.0,2,2,down,26155.65,6
465,2026-01-07 09:25:00,2026-01-07 11:05:00,21,0.757,0.587,1.0,1.0,1.0,2,2,down,26138.85,3
466,2026-01-08 11:55:00,2026-01-08 13:05:00,15,0.783,0.643,1.0,1.0,0.933,2,2,down,25893.5,4
467,2026-01-08 15:15:00,2026-01-09 10:10:00,15,0.751,0.675,1.0,1.0,0.867,2,2,up,25887.85,3
468,2026-01-09 10:05:00,2026-01-09 12:55:00,35,0.74,0.791,0.995,0.999,0.857,4,3,up,25691.05,3
469,2026-01-12 09:15:00,2026-01-12 10:25:00,15,0.814,0.487,1.0,1.0,0.933,2,2,down,25547.35,6
470,2026-01-14 11:50:00,2026-01-14 13:10:00,17,0.759,0.769,0.974,1.0,0.882,3,2,down,25717.15,2
471,2026-01-16 09:40:00,2026-01-16 11:55:00,28,0.794,0.653,1.0,1.0,1.0,2,2,up,25811.95,2
472,2026-01-16 13:20:00,2026-01-16 15:25:00,26,0.801,0.619,1.0,1.0,1.0,2,2,down,25597.4,1
473,2026-01-19 10:25:00,2026-01-19 11:50:00,18,0.786,0.641,1.0,1.0,0.944,2,2,down,25520.45,2
474,2026-01-20 09:25:00,2026-01-20 11:15:00,23,0.822,0.471,1.0,1.0,0.957,2,2,up,25465.6,4
475,2026-01-21 13:30:00,2026-01-21 15:00:00,19,0.785,0.648,1.0,1.0,0.947,2,2,up,25165.7,1
476,2026-01-22 15:20:00,2026-01-23 10:15:00,15,0.779,0.596,1.0,1.0,0.867,2,2,up,25303.8,3
477,2026-01-27 10:15:00,2026-01-27 13:30:00,40,0.769,0.616,0.939,1.0,0.9,4,2,down,25031.7,1
478,2026-01-30 09:35:00,2026-01-30 10:45:00,15,0.811,0.504,0.981,1.0,0.867,3,2,down,25263.1,4
479,2026-02-01 12:10:00,2026-02-01 13:30:00,17,0.867,0.29,1.0,1.0,1.0,2,2,down,25077.1,2
480,2026-02-05 09:35:00,2026-02-05 11:10:00,20,0.778,0.685,1.0,1.0,0.95,2,2,up,25640.8,21
481,2026-02-09 10:10:00,2026-02-09 12:25:00,28,0.793,0.669,0.99,1.0,0.929,3,2,down,25839.65,1
482,2026-02-18 15:25:00,2026-02-19 12:15:00,38,0.78,0.711,1.0,0.997,0.895,2,3,up,25598.45,9
483,2026-02-24 09:30:00,2026-02-24 10:40:00,15,0.82,0.527,1.0,1.0,1.0,2,2,up,25505.85,6
484,2026-02-25 09:35:00,2026-02-25 10:45:00,15,0.803,0.608,1.0,1.0,1.0,2,2,down,25612.35,2
485,2026-02-27 10:05:00,2026-02-27 11:15:00,15,0.755,0.783,1.0,1.0,0.933,2,2,down,25307.0,2
486,2026-03-02 09:20:00,2026-03-02 11:45:00,30,0.839,0.355,0.955,1.0,0.9,3,2,down,24784.0,2
487,2026-03-05 11:15:00,2026-03-05 13:00:00,22,0.748,0.796,1.0,1.0,0.909,2,2,down,24639.65,2
488,2026-03-05 14:45:00,2026-03-06 10:00:00,19,0.817,0.489,1.0,1.0,0.947,2,2,up,24653.6,1
489,2026-03-06 09:45:00,2026-03-06 13:00:00,40,0.606,0.753,0.948,0.516,0.85,6,4,up,24609.25,15
490,2026-03-06 15:15:00,2026-03-09 10:10:00,15,0.827,0.488,1.0,1.0,1.0,2,2,up,23776.3,2
491,2026-03-16 10:45:00,2026-03-16 12:00:00,16,0.786,0.63,1.0,1.0,0.938,2,2,down,23159.55,1
492,2026-03-19 09:55:00,2026-03-19 12:05:00,27,0.76,0.611,1.0,0.895,0.852,2,3,up,23265.5,1
493,2026-03-19 14:55:00,2026-03-20 11:00:00,29,0.833,0.38,1.0,0.976,0.862,2,3,down,23290.15,1
494,2026-03-27 10:30:00,2026-03-27 11:50:00,17,0.778,0.71,1.0,1.0,0.882,3,2,up,22962.3,7
495,2026-03-30 09:15:00,2026-03-30 11:50:00,32,0.846,0.425,1.0,0.915,0.969,2,4,up,22549.35,2
496,2026-04-01 13:05:00,2026-04-01 15:25:00,29,0.789,0.615,0.902,1.0,0.897,4,2,down,22228.0,1
497,2026-04-06 09:20:00,2026-04-06 10:50:00,19,0.777,0.54,0.876,1.0,0.895,3,2,down,22590.05,2
498,2026-04-07 11:40:00,2026-04-07 12:50:00,15,0.733,0.623,1.0,1.0,1.0,2,2,up,22967.3,5
