entry_time,exit_time,direction,entry_price,exit_price,stop_loss,peak_profit,pnl,exit_reason,month
2018-11-02 09:55:00+05:30,2018-11-02 14:10:00+05:30,long,10528.7,10569.15,10522.337796234653,70.44999999999891,40.45,ST_TOUCH,2018-11
2018-11-13 09:50:00+05:30,2018-11-13 13:25:00+05:30,short,10485.85,10517.75,10517.30755,23.200000000000728,-31.9,STOP_LOSS,2018-11
2018-11-15 11:35:00+05:30,2018-11-15 15:20:00+05:30,long,10618.85,10602.95,10586.99345,22.100000000000364,-15.9,EOD_EXIT,2018-11
2018-11-19 09:55:00+05:30,2018-11-19 15:20:00+05:30,long,10707.2,10772.4,10675.0784,65.19999999999891,65.2,EOD_EXIT,2018-11
2018-11-26 10:10:00+05:30,2018-11-26 12:25:00+05:30,short,10540.45,10519.8,10572.07135,47.0,20.65,ST_TOUCH,2018-11
2018-11-28 09:45:00+05:30,2018-11-28 15:20:00+05:30,long,10734.6,10718.15,10702.396200000001,21.149999999999636,-16.45,EOD_EXIT,2018-11
2018-12-03 09:45:00+05:30,2018-12-03 11:30:00+05:30,long,10920.65,10877.8,10887.88805,2.350000000000364,-42.85,STOP_LOSS,2018-12
2018-12-07 12:55:00+05:30,2018-12-07 14:40:00+05:30,short,10628.05,10672.6,10659.93415,19.649999999999636,-44.55,STOP_LOSS,2018-12
2018-12-11 11:10:00+05:30,2018-12-11 12:00:00+05:30,long,10454.05,10477.3,10443.494946784875,63.900000000001455,23.25,TRAILING_PROFIT,2018-12
2018-12-17 10:10:00+05:30,2018-12-17 15:20:00+05:30,long,10860.4,10889.2,10827.8188,34.350000000000364,28.8,EOD_EXIT,2018-12
2018-12-19 09:55:00+05:30,2018-12-19 15:20:00+05:30,long,10955.5,10960.3,10922.6335,26.700000000000728,4.8,EOD_EXIT,2018-12
2018-12-21 11:40:00+05:30,2018-12-21 15:20:00+05:30,short,10823.7,10747.0,10835.437808819086,76.70000000000073,76.7,EOD_EXIT,2018-12
2018-12-26 09:40:00+05:30,2018-12-26 12:00:00+05:30,short,10552.05,10584.7,10583.70615,14.699999999998909,-32.65,STOP_LOSS,2018-12
2018-12-26 13:30:00+05:30,2018-12-26 15:20:00+05:30,long,10652.1,10737.25,10637.39860205938,88.19999999999891,85.15,EOD_EXIT,2018-12
2019-01-01 09:55:00+05:30,2019-01-01 14:25:00+05:30,short,10822.3,10856.55,10854.766899999999,13.349999999998545,-34.25,STOP_LOSS,2019-01
2019-01-03 11:10:00+05:30,2019-01-03 15:20:00+05:30,short,10752.95,10667.35,10754.046202783646,85.60000000000036,85.6,EOD_EXIT,2019-01
2019-01-04 12:35:00+05:30,2019-01-04 14:10:00+05:30,long,10723.95,10670.45,10691.77815,12.75,-53.5,STOP_LOSS,2019-01
2019-01-07 09:55:00+05:30,2019-01-07 14:50:00+05:30,long,10807.55,10770.85,10775.127349999999,20.450000000000728,-36.7,STOP_LOSS,2019-01
2019-01-09 10:25:00+05:30,2019-01-09 12:25:00+05:30,long,10859.15,10822.1,10826.572549999999,0.0,-37.05,STOP_LOSS,2019-01
2019-01-10 09:40:00+05:30,2019-01-10 15:20:00+05:30,long,10837.6,10817.2,10805.0872,17.94999999999891,-20.4,EOD_EXIT,2019-01
