datetime,Open,High,Low,Close,Volume
30-07-2025 12:30,24867.4,24874.85,24855.8,24857.25,0
30-07-2025 12:45,24857.7,24875,24853.7,24865.55,0
30-07-2025 13:00,24866.35,24872.55,24832.65,24849.55,0
30-07-2025 13:15,24849.9,24858.25,24833.25,24835.85,0
30-07-2025 13:30,24835.95,24866.05,24831.6,24862.8,0
30-07-2025 13:45,24864.25,24869.55,24849.55,24866.7,0
30-07-2025 14:00,24867.3,24874.9,24845.9,24859.95,0
30-07-2025 14:15,24860.15,24879.2,24852.85,24877,0
30-07-2025 14:30,24876.25,24890.7,24868.15,24872.35,0
30-07-2025 14:45,24870.75,24878.15,24852.25,24853.5,0
30-07-2025 15:00,24853.75,24867.25,24850.45,24858.15,0
30-07-2025 15:15,24858.15,24860.45,24840.75,24844.55,0
31-07-2025 09:15,24642.25,24728.95,24635,24709.4,0
31-07-2025 09:30,24708.4,24719.25,24684.65,24707.95,0
31-07-2025 09:45,24707.55,24709.35,24687.8,24694.1,0
31-07-2025 10:00,24692.75,24693.75,24653.6,24673.6,0
31-07-2025 10:15,24673.2,24692.8,24666.7,24678.4,0
31-07-2025 10:30,24677.3,24693.1,24662.6,24693.1,0
31-07-2025 10:45,24693.5,24728.7,24693.05,24713.4,0
31-07-2025 11:00,24713.2,24776.55,24713.2,24747.15,0
31-07-2025 11:15,24746.95,24805.25,24742.05,24781.95,0
31-07-2025 11:30,24782.2,24820.2,24780.3,24813.9,0
31-07-2025 11:45,24814.9,24822.4,24793,24798.65,0
31-07-2025 12:00,24798.55,24819.35,24755.6,24819.35,0
31-07-2025 12:15,24819.7,24850,24819.25,24826.45,0
31-07-2025 12:30,24827.9,24874.45,24827.65,24856.35,0
31-07-2025 12:45,24856.75,24906.05,24846.25,24897.15,0
31-07-2025 13:00,24897.65,24928.45,24886.2,24900.15,0
31-07-2025 13:15,24900.45,24927.45,24890.1,24926.95,0
31-07-2025 13:30,24926.3,24956.5,24915.15,24921.65,0
31-07-2025 13:45,24921.5,24935.05,24901.3,24907.7,0
31-07-2025 14:00,24907.35,24952.7,24905.9,24924.7,0
31-07-2025 14:15,24924.45,24926.1,24863.4,24867.15,0
31-07-2025 14:30,24862.75,24893.35,24843.05,24879,0
31-07-2025 14:45,24878.85,24881.2,24835.1,24851.45,0
31-07-2025 15:00,24851.9,24851.9,24752.5,24762.45,0
31-07-2025 15:15,24762.45,24766.6,24747.55,24765.6,0
01-08-2025 09:15,24734.9,24759.75,24679.3,24686.9,0
01-08-2025 09:30,24685.5,24738.7,24672.2,24709,0
01-08-2025 09:45,24708.35,24724.65,24685.15,24696.9,0
01-08-2025 10:00,24696.55,24747.35,24684.65,24745.65,0
01-08-2025 10:15,24745.6,24777.8,24735.1,24764.45,0
01-08-2025 10:30,24764.7,24784.15,24756,24769.45,0
01-08-2025 10:45,24769.35,24772.6,24735.3,24743.4,0
01-08-2025 11:00,24743.45,24771.35,24707.1,24710.25,0
01-08-2025 11:15,24710.85,24718,24668.95,24692.7,0
01-08-2025 11:30,24692.65,24694.5,24644.05,24646.85,0
01-08-2025 11:45,24647.2,24675.75,24646.9,24659.4,0
01-08-2025 12:00,24659.1,24671.2,24646.15,24654.05,0
01-08-2025 12:15,24654.95,24675.95,24647.1,24664.75,0
01-08-2025 12:30,24665.3,24697.7,24611.05,24635.45,0
01-08-2025 12:45,24636.15,24655.85,24632.9,24644.8,0
01-08-2025 13:00,24645.7,24666.95,24634.5,24655.4,0
01-08-2025 13:15,24656.1,24684.75,24648.45,24683.75,0
01-08-2025 13:30,24684.2,24692.65,24615.6,24668.6,0
01-08-2025 13:45,24669.5,24672.45,24637.5,24643.85,0
01-08-2025 14:00,24644.55,24663.95,24636.9,24651.75,0
01-08-2025 14:15,24651.45,24659.7,24618.45,24628.45,0
01-08-2025 14:30,24628.3,24652.1,24603.6,24619.6,0
01-08-2025 14:45,24620.2,24641.3,24610.4,24613.8,0
01-08-2025 15:00,24610.75,24617.7,24535.05,24545.65,0
01-08-2025 15:15,24545.65,24575.2,24539.9,24572.15,0
04-08-2025 09:15,24596.05,24666.4,24562.85,24660.5,0
04-08-2025 09:30,24659.65,24669.95,24597.5,24598,0
04-08-2025 09:45,24598.15,24646.35,24554,24608.1,0
04-08-2025 10:00,24607.75,24638.35,24597,24624.3,0
04-08-2025 10:15,24623.7,24652.3,24609.2,24618.5,0
04-08-2025 10:30,24618.5,24656,24618.45,24641.65,0
