direction,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,adx_tier,be_triggered,micro_triggered,pnl,mfe_pts,mae_pts,exit_reason
long,2025-02-04 14:30:00+05:30,2025-02-04 15:10:00+05:30,23663.0,23746.52147584081,23626.58415967352,23746.52147584081,2,True,True,83.52,99.75,3.75,TRAIL_SL
short,2025-02-06 10:20:00+05:30,2025-02-06 11:30:00+05:30,23647.75,23605.001583620557,23666.057360967283,23605.001583620557,2,True,True,42.75,53.4,9.15,TRAIL_SL
short,2025-02-07 14:35:00+05:30,2025-02-07 15:00:00+05:30,23486.6,23499.122205530166,23505.383308295248,23499.122205530166,2,False,True,-12.52,36.35,42.95,MICRO_SL
short,2025-02-10 10:35:00+05:30,2025-02-10 12:00:00+05:30,23399.35,23351.500450117168,23420.201730734836,23351.500450117168,2,True,True,47.85,61.15,6.8,TRAIL_SL
short,2025-02-11 10:25:00+05:30,2025-02-11 11:35:00+05:30,23289.0,23259.637613896262,23306.62185303051,23259.637613896262,2,True,True,29.36,40.55,12.75,TRAIL_SL
short,2025-02-11 14:10:00+05:30,2025-02-11 14:30:00+05:30,23052.65,23038.91919088481,23080.111618230378,23038.91919088481,3,True,False,13.73,46.25,2.3,TRAIL_SL
short,2025-02-12 11:00:00+05:30,2025-02-12 11:05:00+05:30,22897.65,22929.4765159266,22929.4765159266,22929.4765159266,2,False,False,-31.83,25.45,43.55,STOP_LOSS
long,2025-02-13 12:05:00+05:30,2025-02-13 12:20:00+05:30,23213.55,23191.728400964217,23191.728400964217,23191.728400964217,2,False,False,-21.82,2.9,30.35,STOP_LOSS
short,2025-02-13 14:00:00+05:30,2025-02-13 14:10:00+05:30,23097.5,23052.52994146506,23119.86166294111,23052.52994146506,2,True,True,44.97,64.8,1.9,TRAIL_SL
short,2025-02-13 14:45:00+05:30,2025-02-13 15:10:00+05:30,23043.6,23030.15,23064.940944468435,23064.940944468435,3,False,False,13.45,24.35,20.2,EOD_KILL_NON_TRAIL
short,2025-02-14 12:25:00+05:30,2025-02-14 13:10:00+05:30,22847.7,22792.65695979001,22872.750614063196,22792.65695979001,2,True,True,55.04,72.85,19.25,TRAIL_SL
short,2025-02-17 10:15:00+05:30,2025-02-17 10:25:00+05:30,22778.8,22810.365783318604,22810.365783318604,22810.365783318604,2,False,False,-31.57,3.95,49.05,STOP_LOSS
short,2025-02-21 10:40:00+05:30,2025-02-21 11:30:00+05:30,22789.2,22767.111580516164,22807.89025125697,22767.111580516164,3,True,False,22.09,48.5,8.75,TRAIL_SL
short,2025-02-21 13:50:00+05:30,2025-02-21 14:05:00+05:30,22752.75,22768.389449076254,22768.389449076254,22768.389449076254,2,False,False,-15.64,13.15,25.55,STOP_LOSS
short,2025-02-24 14:00:00+05:30,2025-02-24 14:15:00+05:30,22548.75,22556.68397891124,22560.65096836686,22556.68397891124,2,False,True,-7.93,17.05,11.1,MICRO_SL
short,2025-02-28 14:30:00+05:30,2025-02-28 14:40:00+05:30,22134.15,22148.9734408031,22148.9734408031,22148.9734408031,2,False,False,-14.82,9.2,39.15,STOP_LOSS
long,2025-03-07 10:30:00+05:30,2025-03-07 10:50:00+05:30,22582.05,22599.341596824488,22545.782079456207,22599.341596824488,2,True,True,17.29,33.95,13.85,TRAIL_SL
long,2025-03-07 11:25:00+05:30,2025-03-07 11:45:00+05:30,22601.05,22573.23801590793,22573.23801590793,22573.23801590793,2,False,False,-27.81,11.05,52.8,STOP_LOSS
long,2025-03-10 10:10:00+05:30,2025-03-10 12:00:00+05:30,22631.75,22599.98619287431,22599.98619287431,22599.98619287431,2,False,False,-31.76,18.75,40.65,STOP_LOSS
