bar_open,bar_close,direction,signal_type,confidence,entry,stop,target_1,target_2,target_3,exit_price,exit_reason,r_multiple,size,t1_hit,t2_hit
511,519,short,failed_breakout,0.45,17986.15,18018.1154,17954.1846,17982.705,17972.85,18018.1154,stop,-1.0,15.0,False,False
555,587,long,pullback,0.61,18321.05,18352.3745,18352.3745,18329.0716,21995.2516,18352.3745,stop,1.0,15.0,True,True
643,652,long,pullback,0.58,18325.5,18359.5211,18359.5211,18329.4654,21995.6454,18359.5211,stop,1.0,14.0,True,True
798,834,long,pb_after_breakout,0.85,18409.6,18323.9916,18495.2084,18414.7479,18417.3218,18389.8,time_stop,-0.231,6.0,False,False
865,882,long,failure_test,0.65,18391.2,18391.2,18406.4956,18421.7911,18437.0867,18391.2,stop,0.0,33.0,True,False
883,896,short,failed_breakout,0.45,18391.05,18368.509,18368.509,18387.52,18383.2,18383.2,target_3,0.348,22.0,True,True
897,900,short,failure_test,0.66,18323.7,18347.2409,18300.1591,18276.6181,18253.0772,18347.2409,stop,-1.0,22.0,False,False
902,938,short,failure_test,0.76,18347.05,18291.6948,18291.6948,18236.3395,18180.9843,18240.8,time_stop,1.919,9.0,True,True
1184,1186,long,failure_test,0.66,18288.55,18279.4002,18297.6998,18306.8495,18315.9993,18279.4002,stop,-1.0,59.0,False,False
1189,1194,long,failure_test,0.68,18292.2,18292.2,18308.1017,18324.0034,18339.905,18292.2,stop,0.0,32.0,True,False
1195,1200,short,failure_test,0.77,18291.25,18291.25,18265.956,18240.6621,18215.3681,18291.25,stop,0.0,20.0,True,False
1206,1242,long,failure_test,0.68,18342.95,18342.95,18368.5572,18394.1645,18419.7717,18388.1,time_stop,1.763,20.0,True,False
1248,1259,short,failure_test,0.63,18380.85,18393.4856,18368.2144,18355.5788,18342.9432,18393.4856,stop,-1.0,44.0,False,False
1260,1269,long,failure_test,0.98,18401.8,18417.3436,18417.3436,18432.8872,18448.4308,18448.4308,target_3,3.0,34.0,True,True
1270,1276,long,failure_test,0.99,18453.7,18453.7,18509.2254,18564.7508,18620.2762,18453.7,stop,0.0,11.0,True,False
1287,1323,long,failed_breakout,0.6,18477.4,18436.3452,18518.4548,18505.91,18528.8,18482.5,time_stop,0.124,15.0,False,False
1354,1390,long,failed_breakout,0.6,18535.65,18421.4514,18649.8486,18558.92,18547.1,18587.9,time_stop,0.458,5.0,False,False
1416,1420,long,failed_breakout,0.6,18599.2,18568.5094,18629.8906,18605.69,18614.45,18568.5094,stop,-1.0,20.0,False,False
1461,1489,long,failed_breakout,0.6,18667.5,18631.1609,18703.8391,18678.235,18672.1,18631.1609,stop,-1.0,16.0,False,False
1505,1541,long,failed_breakout,0.6,18642.45,18595.5869,18689.3131,18649.53,18644.1,18652.7,time_stop,0.219,12.0,False,False
1542,1547,long,pullback,0.81,18652.05,18668.933,18668.933,18653.9692,22385.0692,18668.933,stop,1.0,34.0,True,True
1563,1570,long,failed_breakout,0.75,18687.15,18726.329,18726.329,18704.315,18698.75,18698.75,target_3,0.296,15.0,True,True
1881,1886,long,failure_test,0.76,18641.35,18641.35,18661.7621,18682.1741,18702.5862,18641.35,stop,0.0,30.0,True,False
1887,1892,long,failure_test,0.84,18662.75,18630.8849,18694.6151,18726.4801,18758.3452,18630.8849,stop,-1.0,19.0,False,False
1923,1946,long,failed_breakout,0.5,18597.5,18563.9062,18631.0938,18602.83,18598.05,18563.9062,stop,-1.0,17.0,False,False
1962,1998,short,failure_test,0.61,18602.2,18602.2,18574.5044,18546.8088,18519.1132,18586.25,time_stop,0.576,20.0,True,False
1999,2025,long,failed_breakout,0.5,18586.45,18626.517,18626.517,18587.44,18596.05,18596.05,target_3,0.24,14.0,True,True
2026,2040,long,failed_breakout,0.75,18650.85,18572.4442,18729.2558,18697.695,18691.05,18572.4442,stop,-1.0,7.0,False,False
2041,2067,short,failure_test,0.65,18563.95,18536.0716,18536.0716,18508.1931,18480.3147,18480.3147,target_3,3.0,19.0,True,True
2093,2100,long,failed_breakout,0.6,18468.75,18401.7942,18535.7058,18478.005,18491.7,18401.7942,stop,-1.0,9.0,False,False
2101,2137,short,failed_breakout,0.45,18377.65,18521.8447,18233.4553,18326.43,18344.1,18504.1,time_stop,-0.877,4.0,False,False
2143,2151,short,failed_breakout,0.55,18482.25,18445.8275,18445.8275,18479.325,18475.8,18475.8,target_3,0.177,15.0,True,True
2167,2169,long,failed_breakout,0.55,18453.7,18485.5999,18485.5999,18461.985,18469.5,18469.5,target_3,0.495,18.0,True,True
2222,2229,long,failure_test,0.75,18602.9,18584.4226,18621.3774,18639.8547,18658.3321,18584.4226,stop,-1.0,32.0,False,False
2320,2325,long,pullback,0.53,18668.95,18636.1467,18701.7533,18691.9348,22430.3948,18636.1467,stop,-1.0,17.0,False,False
2326,2362,short,failure_test,0.58,18631.6,18588.9737,18588.9737,18546.3473,18503.721,18549.55,time_stop,1.925,12.0,True,True
2478,2484,long,failed_breakout,0.55,18279.45,18325.8786,18325.8786,18299.215,18313.3,18313.3,target_3,0.729,12.0,True,True
2515,2520,short,failed_breakout,0.55,18362.55,18336.2422,18336.2422,18345.935,18335.3,18335.3,target_3,1.036,23.0,True,True
2551,2572,short,failed_breakout,0.55,18324.0,18209.7826,18209.7826,18281.69,18296.15,18296.15,target_3,0.244,5.0,True,True
2668,2669,long,failure_test,0.8,18289.65,18268.7813,18310.5187,18331.3874,18352.2561,18268.7813,stop,-1.0,31.0,False,False
3003,3039,short,failed_breakout,0.45,18089.4,18158.3148,18020.4852,18085.41,18073.05,18133.9,time_stop,-0.646,8.0,False,False
3055,3068,long,failed_breakout,0.45,18152.25,18108.954,18195.546,18163.28,18156.35,18108.954,stop,-1.0,13.0,False,False
3069,3105,short,failure_test,0.66,18113.5,18060.7737,18060.7737,18008.0473,17955.321,18036.65,time_stop,1.458,10.0,True,True
3106,3110,long,failure_test,0.61,18036.4,18022.3777,18050.4223,18064.4445,18078.4668,18022.3777,stop,-1.0,43.0,False,False
3121,3131,long,failed_breakout,0.45,18045.35,18087.5976,18087.5976,18048.42,18050.65,18050.65,target_3,0.125,13.0,True,True
3147,3182,long,failure_test,0.67,18195.9,18195.9,18238.9417,18281.9834,18325.0251,18195.9,stop,0.0,13.0,True,False
3358,3384,long,pullback,0.6,18219.8,18118.8434,18320.7566,18251.0624,21901.5524,18118.8434,stop,-1.0,5.0,False,False
3385,3386,long,pullback,0.56,18127.25,18127.25,18135.5398,18252.6672,21903.1572,18127.25,stop,0.0,67.0,True,False
3395,3397,long,pullback,0.53,18127.65,18108.3772,18146.9228,18250.8078,21901.2978,18108.3772,stop,-1.0,28.0,False,False
3400,3405,long,failure_test,0.78,18111.15,18088.5677,18133.7323,18156.3147,18178.897,18088.5677,stop,-1.0,23.0,False,False
3406,3420,short,failure_test,0.76,18082.9,18082.9,18060.0311,18037.1621,18014.2932,18082.9,stop,0.0,22.0,True,False
3421,3437,long,failure_test,0.74,18082.95,18082.95,18114.9658,18146.9815,18178.9973,18082.95,stop,0.0,15.0,True,False
3453,3460,long,failure_test,0.71,18074.3,18022.7969,18125.8031,18177.3061,18228.8092,18022.7969,stop,-1.0,9.0,False,False
3531,3534,long,failure_test,0.64,18026.65,17968.5691,18084.7309,18142.8117,18200.8926,17968.5691,stop,-1.0,8.0,False,False
3606,3642,long,failure_test,0.59,18026.8,18075.7406,18075.7406,18124.6812,18173.6218,18099.45,time_stop,1.484,9.0,True,True
3983,4019,short,failure_test,0.75,17956.9,17956.9,17911.8001,17866.7002,17821.6003,17889.8,time_stop,1.488,10.0,True,False
4030,4044,short,failure_test,0.64,17902.55,17902.55,17875.412,17848.274,17821.136,17902.55,stop,0.0,19.0,True,False
4050,4051,short,pullback,0.57,17922.8,17922.8,17914.73,17886.77,14315.94,17922.8,stop,0.0,64.0,True,False
4105,4120,long,failure_test,0.67,17976.4,18001.3952,18001.3952,18026.3904,18051.3856,18051.3856,target_3,3.0,20.0,True,True
4201,4202,long,pullback,0.69,18118.2,18090.1398,18146.2602,18182.7672,21819.4072,18090.1398,stop,-1.0,21.0,False,False
4206,4242,long,pullback,0.59,18101.05,18101.05,18144.9529,18182.2866,21818.9266,18110.4,time_stop,0.213,12.0,True,False
4828,4833,long,pullback,0.75,17788.85,17794.7765,17794.7765,17809.7067,21372.0267,17794.7765,stop,1.0,96.0,True,True
4834,4839,long,pullback,0.53,17798.45,17872.5666,17872.5666,17809.081,21371.401,17872.5666,stop,1.0,8.0,True,True
5160,5169,long,failure_test,0.77,17728.05,17728.05,17765.4146,17802.7791,17840.1437,17728.05,stop,0.0,16.0,True,False
5190,5193,long,pullback,0.56,17849.5,17809.0315,17889.9685,17876.0376,21451.7176,17809.0315,stop,-1.0,15.0,False,False
5195,5200,short,failure_test,0.78,17820.5,17849.9741,17791.0259,17761.5517,17732.0776,17849.9741,stop,-1.0,20.0,False,False
5201,5237,long,pullback,0.5,17851.0,17810.4819,17891.5181,17876.4162,21452.0962,17886.0,time_stop,0.864,14.0,False,False
5308,5310,long,failure_test,0.66,17907.7,17886.6511,17928.7489,17949.7978,17970.8467,17886.6511,stop,-1.0,28.0,False,False
5533,5550,long,failed_breakout,0.45,17939.95,17890.2896,17989.6104,17960.485,17954.2,17890.2896,stop,-1.0,11.0,False,False
5561,5584,long,failure_test,0.78,17915.6,17915.6,17940.0542,17964.5085,17988.9627,17915.6,stop,0.0,22.0,True,False
5585,5602,long,pullback,0.6,17909.0,17909.0,17922.5478,17958.1136,21549.9136,17909.0,stop,0.0,39.0,True,False
5603,5604,long,pullback,0.56,17915.4,17908.8847,17921.9153,17957.433,21549.233,17908.8847,stop,-1.0,82.0,False,False
5608,5644,long,pullback,0.59,17935.55,17949.4829,17949.4829,17957.1334,21548.9334,18116.65,time_stop,12.998,36.0,True,True
5740,5753,short,failure_test,0.63,17952.05,17932.2766,17932.2766,17912.5033,17892.7299,17892.7299,target_3,3.0,42.0,True,True
5764,5766,long,failure_test,0.63,17924.3,17901.6087,17946.9913,17969.6826,17992.3739,17901.6087,stop,-1.0,42.0,False,False
5779,5780,short,failure_test,0.64,17917.5,17969.1251,17865.8749,17814.2497,17762.6246,17969.1251,stop,-1.0,17.0,False,False
6079,6084,short,failure_test,0.7,17565.0,17565.0,17523.8003,17482.6006,17441.4009,17565.0,stop,0.0,21.0,True,False
6370,6376,short,failure_test,0.67,17449.65,17436.9708,17436.9708,17424.2916,17411.6124,17411.6124,target_3,3.0,68.0,True,True
6397,6409,short,failure_test,0.71,17371.05,17390.6442,17351.4558,17331.8616,17312.2674,17390.6442,stop,-1.0,51.0,False,False
6725,6761,short,pullback,0.56,17656.2,17630.2805,17630.2805,17605.3913,14084.6813,17392.65,time_stop,10.168,36.0,True,True
6802,6805,short,failure_test,0.74,17389.7,17389.7,17378.1759,17366.6519,17355.1278,17389.7,stop,0.0,123.0,True,False
6807,6822,long,failed_breakout,0.5,17391.65,17417.3609,17417.3609,17414.575,17428.45,17417.3609,stop,1.0,55.0,True,True
6828,6850,long,failure_test,0.76,17500.25,17382.0281,17618.4719,17736.6938,17854.9157,17382.0281,stop,-1.0,12.0,False,False
6961,6962,long,failed_breakout,0.55,17021.1,17067.4686,17067.4686,17047.025,17064.65,17064.65,target_3,0.939,30.0,True,True
7001,7008,long,failure_test,0.68,17141.9,17111.9379,17171.8621,17201.8242,17231.7863,17111.9379,stop,-1.0,49.0,False,False
7194,7200,long,failure_test,0.66,17092.75,17051.2849,17134.2151,17175.6801,17217.1452,17051.2849,stop,-1.0,34.0,False,False
7201,7237,short,failure_test,0.61,16983.35,16983.35,16866.8602,16750.3705,16633.8807,16866.6,time_stop,1.002,11.0,True,False
7273,7275,long,breakout,0.55,17001.3,17021.9526,17021.9526,17046.2005,17067.1756,17067.1756,target_3,3.19,68.0,True,True
7333,7340,short,failure_test,0.71,17102.1,17122.4952,17081.7048,17061.3096,17040.9144,17122.4952,stop,-1.0,80.0,False,False
7341,7348,long,failure_test,0.71,17122.25,17098.3389,17146.1611,17170.0723,17193.9834,17098.3389,stop,-1.0,64.0,False,False
7349,7350,short,failure_test,0.76,17104.8,17118.5445,17091.0555,17077.311,17063.5665,17118.5445,stop,-1.0,107.0,False,False
7399,7402,short,failure_test,0.75,17124.3,17144.3995,17104.2005,17084.1011,17064.0016,17144.3995,stop,-1.0,69.0,False,False
7404,7404,long,pullback,0.52,17142.75,17126.1355,17159.3645,17164.1602,20597.2402,17126.1355,stop,-1.0,80.0,False,False
7514,7518,long,failure_test,0.69,17050.6,17012.0327,17089.1673,17127.7346,17166.3019,17012.0327,stop,-1.0,32.0,False,False
7879,7915,short,failed_breakout,0.55,17351.7,17437.5955,17265.8045,17348.155,17344.1,17348.5,time_stop,0.037,14.0,False,False
8026,8034,short,failed_breakout,0.45,17522.45,17576.3839,17468.5161,17511.705,17518.65,17576.3839,stop,-1.0,22.0,False,False
8035,8071,long,failed_breakout,0.45,17575.9,17495.0932,17656.7068,17599.675,17582.35,17621.1,time_stop,0.559,14.0,False,False
8322,8345,long,failed_breakout,0.6,17812.35,17761.6402,17863.0598,17818.74,17813.1,17761.6402,stop,-1.0,23.0,False,False
8346,8353,short,failure_test,0.68,17759.75,17759.75,17743.5803,17727.4106,17711.2409,17759.75,stop,0.0,69.0,True,False
8379,8390,long,failure_test,0.75,17771.5,17790.5237,17790.5237,17809.5474,17828.571,17790.5237,stop,1.0,59.0,True,True
8401,8437,short,failure_test,0.84,17673.15,17869.8727,17476.4273,17279.7046,17082.9819,17670.9,time_stop,0.011,5.0,False,False
8453,8465,long,failure_test,0.97,17675.55,17675.55,17696.5347,17717.5195,17738.5042,17675.55,stop,0.0,56.0,True,False
8481,8481,long,anti,0.75,17720.5,17706.3439,17816.85,17913.2,18009.55,17706.3439,stop,-1.0,83.0,False,False
8486,8522,long,failure_test,0.93,17673.95,17673.95,17699.9307,17725.9115,17751.8922,17690.1,time_stop,0.622,43.0,True,False
8583,8596,long,failure_test,0.93,17653.65,17639.3658,17667.9342,17682.2183,17696.5025,17639.3658,stop,-1.0,80.0,False,False
8612,8625,long,failed_breakout,0.65,17610.6,17647.6719,17647.6719,17631.83,17648.0,17648.0,target_3,1.009,29.0,True,True
8626,8640,long,failure_test,0.87,17653.1,17605.7894,17700.4106,17747.7213,17795.0319,17605.7894,stop,-1.0,24.0,False,False
8691,8699,long,failure_test,0.79,17608.8,17620.099,17620.099,17631.398,17642.697,17620.099,stop,1.0,96.0,True,True
8715,8751,short,failure_test,0.6,17597.8,17597.8,17572.514,17547.228,17521.942,17593.9,time_stop,0.154,45.0,True,False
8782,8814,short,failure_test,0.75,17646.15,17646.15,17614.0402,17581.9303,17549.8205,17646.15,stop,0.0,36.0,True,False
8855,8874,long,pullback,0.58,17745.75,17779.0951,17779.0951,17764.4728,21317.6828,17779.0951,stop,1.0,34.0,True,True
8995,9004,long,failed_breakout,0.45,17799.1,17833.2317,17833.2317,17804.51,17799.9,17799.9,target_3,0.023,35.0,True,True
9145,9150,long,failed_breakout,0.55,18047.8,18138.8535,18138.8535,18113.43,18107.1,18107.1,target_3,0.651,13.0,True,True
9221,9222,long,pullback,0.66,18158.55,18130.924,18186.176,18161.5997,21794.2797,18130.924,stop,-1.0,45.0,False,False
9281,9300,short,failed_breakout,0.55,18050.05,18105.1002,17994.9998,18021.685,18028.45,18105.1002,stop,-1.0,21.0,False,False
9381,9406,long,pullback,0.62,18176.6,18110.0587,18243.1413,18189.8168,21828.2868,18110.0587,stop,-1.0,17.0,False,False
9422,9430,long,failure_test,0.92,18145.9,18115.6553,18176.1447,18206.3894,18236.6342,18115.6553,stop,-1.0,35.0,False,False
9436,9438,long,failure_test,0.85,18132.0,18108.1175,18155.8825,18179.765,18203.6475,18108.1175,stop,-1.0,42.0,False,False
9446,9450,short,failure_test,0.56,18077.2,18103.1824,18051.2176,18025.2353,17999.2529,18103.1824,stop,-1.0,37.0,False,False
9451,9487,long,failure_test,0.84,18159.4,18159.4,18224.8634,18290.3268,18355.7902,18262.85,time_stop,1.58,14.0,True,False
9518,9520,long,pullback,0.79,18268.8,18255.3944,18282.2056,18277.4484,21933.0084,18255.3944,stop,-1.0,74.0,False,False
9583,9583,long,pullback,0.82,18240.6,18239.0388,18242.1612,18276.3889,21931.9489,18239.0388,stop,-1.0,608.0,False,False
9588,9603,long,failure_test,0.94,18270.25,18270.25,18300.8176,18331.3851,18361.9527,18270.25,stop,0.0,29.0,True,False
9614,9617,long,pullback,0.82,18243.45,18243.45,18262.7935,18275.809,21931.369,18243.45,stop,0.0,46.0,True,False
9629,9644,short,failure_test,0.62,18270.75,18293.1412,18248.3588,18225.9676,18203.5764,18293.1412,stop,-1.0,40.0,False,False
9650,9659,short,failure_test,0.56,18264.75,18289.9119,18239.5881,18214.4262,18189.2643,18289.9119,stop,-1.0,34.0,False,False
9680,9716,short,failed_breakout,0.55,18295.15,18366.0143,18224.2857,18285.27,18268.35,18311.95,time_stop,-0.237,11.0,False,False
9742,9742,long,pullback,0.61,18309.55,18300.2654,18318.8346,18356.5901,22028.1501,18300.2654,stop,-1.0,86.0,False,False
9927,9963,short,failure_test,0.74,18361.95,18361.95,18339.8252,18317.7005,18295.5757,18340.7,time_stop,0.96,34.0,True,False
10109,10120,short,failed_breakout,0.55,18171.65,18122.7146,18122.7146,18153.11,18160.4,18160.4,target_3,0.23,16.0,True,True
10241,10251,long,failure_test,0.71,18294.3,18272.4186,18316.1814,18338.0627,18359.9441,18272.4186,stop,-1.0,37.0,False,False
10257,10271,long,pullback,0.52,18288.7,18330.0585,18330.0585,18324.8261,21989.8361,18330.0585,stop,1.0,18.0,True,True
10332,10340,long,pullback,0.55,18399.2,18385.208,18413.192,18418.3809,22102.3109,18385.208,stop,-1.0,57.0,False,False
10341,10350,short,failure_test,0.62,18380.4,18352.5674,18352.5674,18324.7349,18296.9023,18296.9023,target_3,3.0,27.0,True,True
10351,10352,short,failure_test,0.64,18303.85,18303.85,18282.1645,18260.479,18238.7935,18303.85,stop,0.0,40.0,True,False
10356,10369,long,failure_test,0.64,18328.35,18346.1132,18346.1132,18363.8763,18381.6395,18381.6395,target_3,3.0,49.0,True,True
10375,10378,long,breakout,0.7,18384.9,18372.7703,18397.0297,18397.1194,18401.2993,18372.7703,stop,-1.0,83.0,False,False
10380,10390,short,failure_test,0.67,18361.8,18348.1772,18348.1772,18334.5544,18320.9316,18320.9316,target_3,3.0,70.0,True,True
10391,10397,long,failure_test,0.71,18327.45,18309.8968,18345.0032,18362.5564,18380.1096,18309.8968,stop,-1.0,62.0,False,False
10398,10401,short,failure_test,0.66,18302.8,18317.407,18288.193,18273.586,18258.979,18317.407,stop,-1.0,71.0,False,False
10448,10449,long,failure_test,0.64,18249.45,18230.8434,18268.0566,18286.6632,18305.2699,18230.8434,stop,-1.0,53.0,False,False
10743,10756,short,failed_breakout,0.5,18541.3,18499.8306,18499.8306,18530.78,18538.4,18538.4,target_3,0.07,22.0,True,True
10757,10793,short,failed_breakout,0.65,18493.4,18564.4454,18422.3546,18446.925,18453.75,18543.75,time_stop,-0.709,13.0,False,False
10869,10869,long,failure_test,0.77,18523.1,18506.4713,18539.7287,18556.3575,18572.9862,18506.4713,stop,-1.0,55.0,False,False
10884,10907,short,failure_test,0.77,18504.35,18534.9149,18473.7851,18443.2203,18412.6554,18534.9149,stop,-1.0,28.0,False,False
11028,11035,long,failed_breakout,0.5,18602.8,18578.2031,18627.3969,18613.9,18623.5,18578.2031,stop,-1.0,33.0,False,False
11096,11132,long,failure_test,0.63,18597.3,18624.1168,18624.1168,18650.9336,18677.7504,18664.15,time_stop,2.493,29.0,True,True
11133,11169,long,pullback,0.58,18664.7,18695.3548,18695.3548,18675.0915,22410.1715,18719.7,time_stop,1.794,28.0,True,True
11250,11254,long,failure_test,0.76,18655.9,18630.6717,18681.1283,18706.3566,18731.5849,18630.6717,stop,-1.0,38.0,False,False
11260,11262,long,pullback,0.56,18657.45,18630.61,18684.29,18673.86,22408.94,18630.61,stop,-1.0,34.0,False,False
11265,11274,short,failure_test,0.79,18620.65,18620.65,18601.4754,18582.3009,18563.1263,18620.65,stop,0.0,45.0,True,False
11295,11311,short,failed_breakout,0.5,18606.0,18560.3138,18560.3138,18587.605,18593.65,18593.65,target_3,0.27,19.0,True,True
11312,11313,short,failure_test,0.88,18560.15,18573.6725,18546.6275,18533.105,18519.5825,18573.6725,stop,-1.0,65.0,False,False
11322,11325,short,failure_test,0.93,18564.25,18584.0013,18544.4987,18524.7474,18504.9961,18584.0013,stop,-1.0,42.0,False,False
11327,11328,short,pullback,0.73,18586.05,18597.8748,18574.2252,18557.0142,14845.8742,18597.8748,stop,-1.0,67.0,False,False
11332,11368,short,pullback,0.75,18584.5,18628.793,18540.207,18557.4051,14846.2651,18590.75,time_stop,-0.141,17.0,False,False
11539,11544,long,failed_breakout,0.55,18757.15,18769.0743,18769.0743,18763.42,18768.4,18768.4,target_3,0.943,63.0,True,True
11555,11560,short,failed_breakout,0.55,18732.25,18780.4241,18684.0759,18708.615,18714.45,18780.4241,stop,-1.0,16.0,False,False
11561,11572,long,failure_test,0.6,18779.85,18763.3985,18796.3015,18812.7529,18829.2044,18763.3985,stop,-1.0,45.0,False,False
11573,11587,short,failure_test,0.78,18761.4,18740.2658,18740.2658,18719.1316,18697.9974,18740.2658,stop,1.0,33.0,True,True
11588,11609,long,pullback,0.46,18742.25,18706.6574,18777.8426,18773.3807,22528.2707,18706.6574,stop,-1.0,20.0,False,False
11615,11618,long,pullback,0.48,18687.5,18669.277,18705.723,18772.9709,22527.8609,18669.277,stop,-1.0,39.0,False,False
11735,11737,long,failed_breakout,0.7,18773.6,18790.9312,18790.9312,18787.06,18795.55,18790.9312,stop,1.0,38.0,True,True
11750,11764,short,failure_test,0.66,18736.85,18764.4236,18709.2764,18681.7029,18654.1293,18764.4236,stop,-1.0,25.0,False,False
11765,11775,long,failure_test,0.85,18763.15,18730.239,18796.061,18828.9721,18861.8831,18730.239,stop,-1.0,20.0,False,False
11776,11802,short,failure_test,0.55,18714.6,18714.6,18662.0982,18609.5965,18557.0947,18714.6,stop,0.0,12.0,True,False
11973,11986,long,pullback,0.57,18803.25,18803.25,18808.7896,18884.8315,22662.0415,18803.25,stop,0.0,115.0,True,False
11992,12002,short,anti,0.5,18809.05,18763.475,18763.475,18717.9,18672.325,18672.325,target_3,7.618,35.0,True,True
12363,12399,long,pb_after_breakout,1.0,19155.9,18877.7161,19434.0839,19160.0968,19162.1951,19271.1,time_stop,0.414,3.0,False,False
12470,12506,long,pullback,0.62,19331.85,19369.9981,19369.9981,19411.4148,23294.1148,19415.75,time_stop,2.199,23.0,True,True
12512,12548,long,pullback,0.6,19381.35,19293.8577,19468.8423,19410.8522,23293.5522,19374.0,time_stop,-0.084,11.0,False,False
12789,12799,long,failed_breakout,0.6,19359.45,19394.9384,19394.9384,19389.72,19410.9,19394.9384,stop,1.0,27.0,True,True
12805,12819,short,failure_test,0.69,19392.9,19376.2614,19376.2614,19359.6228,19342.9842,19342.9842,target_3,3.0,62.0,True,True
12915,12925,long,pullback,0.85,19442.4,19442.4,19455.9558,19506.2912,23407.8312,19442.4,stop,0.0,87.0,True,False
12931,12933,long,pullback,0.84,19411.6,19411.6,19416.0793,19504.0226,23405.5626,19411.6,stop,0.0,266.0,True,False
12936,12969,long,failure_test,0.94,19419.3,19419.3,19440.8186,19462.3372,19483.8557,19419.3,stop,0.0,55.0,True,False
12970,12970,long,breakout,0.8,19401.95,19389.1268,19414.7732,19426.8994,19438.6993,19389.1268,stop,-1.0,93.0,False,False
13045,13049,short,failure_test,0.68,19398.4,19443.1666,19353.6334,19308.8669,19264.1003,19443.1666,stop,-1.0,25.0,False,False
13050,13051,long,failure_test,0.68,19493.45,19493.45,19515.8194,19538.1887,19560.5581,19493.45,stop,0.0,48.0,True,False
13055,13059,long,breakout,0.55,19467.55,19451.351,19483.749,19496.1336,19511.9294,19451.351,stop,-1.0,66.0,False,False
13060,13074,short,failure_test,0.58,19455.8,19479.9178,19431.6822,19407.5644,19383.4465,19479.9178,stop,-1.0,42.0,False,False
13075,13079,long,failure_test,0.88,19486.75,19464.5296,19508.9704,19531.1907,19553.4111,19464.5296,stop,-1.0,43.0,False,False
13105,13108,short,failed_breakout,0.45,19480.5,19515.542,19445.458,19479.295,19472.8,19515.542,stop,-1.0,26.0,False,False
13110,13119,short,failure_test,0.63,19512.3,19512.3,19486.8857,19461.4714,19436.0571,19512.3,stop,0.0,34.0,True,False
13230,13266,short,failed_breakout,0.55,19707.55,19828.1804,19586.9196,19640.1,19650.75,19732.05,time_stop,-0.203,7.0,False,False
13277,13313,short,failure_test,0.76,19803.7,19803.7,19753.2703,19702.8407,19652.411,19755.25,time_stop,0.961,17.0,True,False
13314,13350,long,pullback,0.6,19755.2,19802.0397,19802.0397,19817.7887,23781.6787,19798.5,time_stop,0.924,19.0,True,True
13356,13363,short,failure_test,0.75,19782.35,19825.1297,19739.5703,19696.7906,19654.0108,19825.1297,stop,-1.0,22.0,False,False
13364,13400,long,failure_test,0.66,19823.25,19864.5219,19864.5219,19905.7938,19947.0657,19912.4,time_stop,2.16,21.0,True,True
13561,13575,short,failure_test,0.59,19719.55,19719.55,19662.5866,19605.6232,19548.6598,19719.55,stop,0.0,17.0,True,False
13606,13617,long,failure_test,0.82,19658.05,19678.2804,19678.2804,19698.5107,19718.7411,19678.2804,stop,1.0,49.0,True,True
13633,13650,long,failed_breakout,0.65,19660.65,19713.1664,19713.1664,19677.59,19697.45,19697.45,target_3,0.701,19.0,True,True
13651,13652,short,failure_test,0.67,19724.35,19759.1532,19689.5468,19654.7436,19619.9404,19759.1532,stop,-1.0,31.0,False,False
13676,13699,short,failure_test,0.76,19806.1,19806.1,19788.118,19770.136,19752.154,19806.1,stop,0.0,57.0,True,False
13700,13717,long,pb_after_breakout,0.85,19801.6,19770.5162,19832.6838,19824.2561,19835.5841,19770.5162,stop,-1.0,33.0,False,False
13723,13733,long,pullback,0.55,19779.3,19816.1775,19816.1775,19823.9636,23789.0836,19816.1775,stop,1.0,26.0,True,True
13744,13751,long,pullback,0.67,19801.0,19742.3909,19859.6091,19824.3831,23789.5031,19742.3909,stop,-1.0,17.0,False,False
13757,13770,long,failure_test,0.87,19737.05,19712.7004,19761.3996,19785.7491,19810.0987,19712.7004,stop,-1.0,40.0,False,False
13776,13789,short,failure_test,0.73,19706.05,19678.6911,19678.6911,19651.3323,19623.9734,19623.9734,target_3,3.0,33.0,True,True
13790,13797,short,failure_test,0.67,19621.05,19667.6664,19574.4336,19527.8172,19481.2008,19667.6664,stop,-1.0,22.0,False,False
13798,13800,long,failure_test,0.69,19677.35,19677.35,19704.6336,19731.9171,19759.2007,19677.35,stop,0.0,37.0,True,False
13803,13839,short,failure_test,0.62,19610.0,19696.2169,19523.7831,19437.5662,19351.3492,19584.25,time_stop,0.299,11.0,False,False
13870,13875,long,failure_test,0.57,19652.0,19616.6024,19687.3976,19722.7951,19758.1927,19616.6024,stop,-1.0,29.0,False,False
13876,13896,short,failure_test,0.82,19614.5,19697.0186,19531.9814,19449.4628,19366.9443,19697.0186,stop,-1.0,11.0,False,False
13947,13983,long,failure_test,0.66,19759.75,19710.6824,19808.8176,19857.8853,19906.9529,19738.9,time_stop,-0.425,18.0,False,False
13999,14006,long,failure_test,0.69,19741.95,19741.95,19758.4495,19774.9489,19791.4484,19741.95,stop,0.0,55.0,True,False
14007,14025,short,failed_breakout,0.55,19734.25,19697.0245,19697.0245,19716.1,19704.25,19704.25,target_3,0.806,24.0,True,True
14026,14053,short,failure_test,0.61,19653.0,19608.9623,19608.9623,19564.9246,19520.887,19520.887,target_3,3.0,21.0,True,True
