bar_open,bar_close,direction,signal_type,confidence,entry,stop,target_1,target_2,target_3,exit_price,exit_reason,r_multiple,size,t1_hit,t2_hit
29659,29660,long,failure_test,0.8,23237.25,23198.3247,23276.1753,23315.1007,23354.026,23198.3247,stop,-1.0,28.0,False,False
29664,29679,long,failure_test,0.77,23244.15,23296.5707,23296.5707,23348.9915,23401.4122,23401.4122,target_3,3.0,19.0,True,True
29755,29756,short,failure_test,0.76,23247.55,23276.8897,23218.2103,23188.8705,23159.5308,23276.8897,stop,-1.0,40.0,False,False
29760,29796,long,failure_test,0.75,23252.8,23252.8,23308.5374,23364.2747,23420.0121,23329.3,time_stop,1.373,20.0,True,False
29912,29912,short,failure_test,0.68,23366.65,23397.0058,23336.2942,23305.9383,23275.5825,23397.0058,stop,-1.0,39.0,False,False
29917,29928,long,failure_test,0.98,23399.1,23358.937,23439.263,23479.426,23519.589,23358.937,stop,-1.0,28.0,False,False
29929,29933,short,failure_test,0.7,23362.45,23385.0612,23339.8388,23317.2275,23294.6163,23385.0612,stop,-1.0,48.0,False,False
29949,29964,long,failure_test,0.78,23399.3,23375.3828,23423.2172,23447.1344,23471.0517,23375.3828,stop,-1.0,43.0,False,False
29965,29965,long,pullback,0.7,23383.45,23376.1103,23390.7897,23479.9315,28176.1415,23376.1103,stop,-1.0,135.0,False,False
29985,29985,short,failure_test,0.61,23341.9,23368.626,23315.174,23288.4481,23261.7221,23368.626,stop,-1.0,35.0,False,False
30040,30048,long,failed_breakout,0.5,23449.1,23480.3925,23480.3925,23454.49,23462.95,23462.95,target_3,0.443,28.0,True,True
30099,30118,long,pullback,0.73,23530.0,23530.0,23549.0335,23573.9619,28288.7319,23530.0,stop,0.0,48.0,True,False
30204,30204,long,pullback,0.58,23586.15,23539.2374,23633.0626,23725.9893,28458.7893,23539.2374,stop,-1.0,19.0,False,False
30214,30250,long,failure_test,0.83,23493.65,23406.3207,23580.9793,23668.3087,23755.638,23562.55,time_stop,0.789,9.0,False,False
30356,30359,long,anti,0.55,23424.85,23357.1657,23559.3,23693.75,23828.2,23357.1657,stop,-1.0,13.0,False,False
30511,30517,long,pullback,0.56,23696.25,23732.6804,23732.6804,23705.9127,28448.0027,23732.6804,stop,1.0,23.0,True,True
30648,30684,long,failure_test,0.73,24029.3,24084.6041,24084.6041,24139.9083,24195.2124,24129.0,time_stop,1.803,16.0,True,True
30810,30813,short,failure_test,0.79,24093.35,24145.3168,24041.3832,23989.4164,23937.4497,24145.3168,stop,-1.0,18.0,False,False
30910,30934,long,pullback,0.61,24262.1,24293.3662,24293.3662,24292.8096,29151.5596,24293.3662,stop,1.0,29.0,True,True
30935,30955,long,pullback,0.62,24283.7,24336.6494,24336.6494,24291.393,29150.143,24336.6494,stop,1.0,18.0,True,True
31046,31076,long,failure_test,0.95,24250.25,24250.25,24284.0661,24317.8822,24351.6984,24250.25,stop,0.0,30.0,True,False
31077,31101,long,pullback,0.51,24252.45,24340.69,24340.69,24291.2457,29149.9957,24340.69,stop,1.0,11.0,True,True
31112,31119,long,failure_test,0.94,24277.3,24277.3,24318.2553,24359.2105,24400.1658,24277.3,stop,0.0,26.0,True,False
31125,31127,long,failure_test,0.97,24296.15,24268.5995,24323.7005,24351.2511,24378.8016,24268.5995,stop,-1.0,38.0,False,False
31135,31139,long,pullback,0.86,24288.7,24240.8582,24336.5418,24361.4809,29234.0809,24240.8582,stop,-1.0,21.0,False,False
31140,31176,long,pullback,0.75,24251.85,24251.85,24264.3094,24360.0259,29232.6259,24304.75,time_stop,4.246,77.0,True,False
31177,31198,long,breakout,0.55,24306.25,24324.8433,24324.8433,24358.3826,24385.6533,24385.6533,target_3,4.271,63.0,True,True
31249,31254,long,pullback,0.6,24436.8,24403.1536,24470.4464,24437.2061,29323.9739,24403.1536,stop,-1.0,42.0,False,False
31255,31271,short,failure_test,0.82,24395.3,24313.0215,24313.0215,24230.743,24148.4645,24148.4645,target_3,3.0,16.0,True,True
31272,31274,short,failure_test,0.78,24194.3,24225.5423,24163.0577,24131.8154,24100.5731,24225.5423,stop,-1.0,49.0,False,False
31367,31403,long,failure_test,0.65,24270.45,24270.45,24322.6298,24374.8095,24426.9893,24338.5,time_stop,1.304,28.0,True,False
31409,31412,long,failure_test,0.66,24411.5,24351.8011,24471.1989,24530.8977,24590.5966,24351.8011,stop,-1.0,26.0,False,False
31414,31423,short,failure_test,0.63,24376.35,24424.1165,24328.5835,24280.8169,24233.0504,24424.1165,stop,-1.0,31.0,False,False
31424,31460,long,failure_test,0.64,24480.3,24357.0303,24603.5697,24726.8394,24850.1091,24553.25,time_stop,0.592,11.0,False,False
31481,31509,short,failed_breakout,0.45,24549.7,24608.5786,24490.8214,24536.45,24520.4,24608.5786,stop,-1.0,24.0,False,False
31555,31570,long,failed_breakout,0.55,24611.4,24653.266,24653.266,24615.935,24617.8,24617.8,target_3,0.153,33.0,True,True
31586,31588,long,pullback,0.55,24634.05,24644.3008,24644.3008,24648.1712,29578.1812,24644.3008,stop,1.0,136.0,True,True
31591,31591,long,pullback,0.52,24627.0,24625.0125,24628.9875,24649.4107,29579.4207,24625.0125,stop,-1.0,738.0,False,False
31596,31606,long,pullback,0.59,24646.6,24624.5167,24668.6833,24649.0548,29579.0648,24624.5167,stop,-1.0,63.0,False,False
31607,31607,long,pullback,0.6,24621.8,24619.131,24624.469,24648.8626,29578.8726,24619.131,stop,-1.0,496.0,False,False
31617,31617,long,pullback,0.59,24607.95,24604.3984,24611.5016,24647.2352,29577.2452,24604.3984,stop,-1.0,354.0,False,False
31622,31625,long,pullback,0.54,24616.25,24616.25,24627.3971,24648.0794,29578.0894,24616.25,stop,0.0,107.0,True,False
31637,31652,long,failure_test,0.66,24649.75,24572.2834,24727.2166,24804.6832,24882.1499,24572.2834,stop,-1.0,15.0,False,False
31718,31733,long,pb_after_breakout,0.75,24717.75,24635.8615,24799.6385,24852.9505,24920.5507,24635.8615,stop,-1.0,13.0,False,False
31739,31741,long,breakout,0.45,24658.1,24639.7844,24676.4156,24738.5266,24775.9582,24639.7844,stop,-1.0,59.0,False,False
31744,31770,short,failure_test,0.67,24617.8,24580.3306,24580.3306,24542.8613,24505.3919,24580.3306,stop,1.0,27.0,True,True
31791,31803,long,failure_test,0.74,24555.65,24510.644,24600.656,24645.6619,24690.6679,24510.644,stop,-1.0,24.0,False,False
31814,31817,long,failure_test,0.74,24525.5,24503.9356,24547.0644,24568.6288,24590.1931,24503.9356,stop,-1.0,47.0,False,False
31834,31837,long,failure_test,0.77,24529.35,24511.4862,24547.2138,24565.0776,24582.9414,24511.4862,stop,-1.0,54.0,False,False
31879,31890,short,failed_breakout,0.45,24470.65,24375.2567,24375.2567,24442.16,24422.3,24422.3,target_3,0.507,9.0,True,True
31901,31937,long,failed_breakout,0.5,24354.15,24037.0295,24671.2705,24391.655,24498.65,24462.95,time_stop,0.343,2.0,False,False
31938,31958,long,failure_test,0.6,24462.9,24386.3697,24539.4303,24615.9606,24692.4909,24386.3697,stop,-1.0,12.0,False,False
32049,32083,long,failure_test,0.62,24390.7,24426.3305,24426.3305,24461.961,24497.5915,24497.5915,target_3,3.0,25.0,True,True
32084,32100,long,failure_test,0.63,24513.7,24553.4983,24553.4983,24593.2966,24633.0949,24633.0949,target_3,3.0,26.0,True,True
32101,32106,long,failure_test,0.67,24631.2,24631.2,24654.2317,24677.2634,24700.2951,24631.2,stop,0.0,52.0,True,False
32107,32111,short,failure_test,0.67,24629.85,24650.9734,24608.7266,24587.6032,24566.4798,24650.9734,stop,-1.0,57.0,False,False
32207,32208,long,pullback,0.55,24865.35,24865.35,24870.9797,24977.2487,29973.3387,24865.35,stop,0.0,203.0,True,False
32212,32214,long,pullback,0.55,24822.85,24784.7683,24860.9317,24978.4162,29974.5062,24784.7683,stop,-1.0,30.0,False,False
32217,32223,long,pullback,0.56,24824.5,24824.5,24859.7647,24977.6542,29973.7442,24824.5,stop,0.0,30.0,True,False
32224,32260,long,pullback,0.55,24807.35,24807.35,24859.7995,24977.5927,29973.6827,24923.75,time_stop,2.219,20.0,True,False
32261,32297,long,pullback,0.56,24923.7,24789.7981,25057.6019,24978.4566,29974.5466,24913.7,time_stop,-0.075,8.0,False,False
32298,32334,long,pullback,0.57,24913.6,24789.9776,25037.2224,24978.4722,29974.5622,24927.2,time_stop,0.11,9.0,False,False
32350,32366,short,failed_breakout,0.45,24912.05,24955.641,24868.459,24896.635,24902.65,24955.641,stop,-1.0,27.0,False,False
32447,32449,short,failed_breakout,0.55,24984.4,25017.4351,24951.3649,24979.09,24971.8,25017.4351,stop,-1.0,34.0,False,False
32457,32460,long,failure_test,0.73,24836.0,24741.3574,24930.6426,25025.2852,25119.9278,24741.3574,stop,-1.0,11.0,False,False
32467,32470,short,anti,0.5,24776.7,24807.9942,24689.6,24602.5,24515.4,24807.9942,stop,-1.0,33.0,False,False
32622,32656,long,anti,0.65,24155.2,24103.8201,24747.5,25339.8,25932.1,24103.8201,stop,-1.0,19.0,False,False
32677,32713,short,pb_after_breakout,0.6,23995.25,24773.7566,23216.7434,23965.2012,23950.1768,24229.3,time_stop,-0.301,1.0,False,False
32779,32781,long,failure_test,0.77,24236.5,24178.2217,24294.7783,24353.0566,24411.3349,24178.2217,stop,-1.0,15.0,False,False
32784,32789,short,pullback,0.67,24192.3,24266.7468,24117.8532,24138.6277,19311.7477,24266.7468,stop,-1.0,11.0,False,False
32790,32798,long,failure_test,0.68,24307.25,24221.7321,24392.7679,24478.2858,24563.8037,24221.7321,stop,-1.0,9.0,False,False
32799,32829,short,failure_test,0.64,24223.3,24223.3,24146.7081,24070.1161,23993.5242,24223.3,stop,0.0,10.0,True,False
33055,33057,long,failure_test,0.9,24149.2,24126.6693,24171.7307,24194.2615,24216.7922,24126.6693,stop,-1.0,35.0,False,False
33560,33571,long,failed_breakout,0.6,24832.0,24812.7894,24851.2106,24838.42,24843.85,24812.7894,stop,-1.0,39.0,False,False
33637,33654,long,pullback,0.66,25023.1,24996.773,25049.427,25041.7994,30050.5594,24996.773,stop,-1.0,27.0,False,False
33660,33661,short,breakout,0.55,24997.55,25011.4164,24983.6836,24963.0753,24944.2816,25011.4164,stop,-1.0,49.0,False,False
33695,33720,long,failed_breakout,0.6,25049.7,25025.207,25074.193,25062.07,25072.15,25025.207,stop,-1.0,26.0,False,False
33721,33757,long,pb_after_breakout,0.95,25024.35,24810.5778,25238.1222,25057.5998,25074.2247,25086.6,time_stop,0.291,2.0,False,False
33803,33805,short,failure_test,0.77,25042.35,25042.35,25024.1202,25005.8905,24987.6607,25042.35,stop,0.0,34.0,True,False
33808,33835,long,failure_test,0.78,25046.45,25075.9155,25075.9155,25105.3809,25134.8464,25075.9155,stop,1.0,21.0,True,True
33836,33843,long,pullback,0.76,25074.5,25137.5134,25137.5134,25107.5819,30129.5919,25137.5134,stop,1.0,10.0,True,True
33869,33879,long,pb_after_breakout,0.95,25026.4,25209.2524,25209.2524,25162.6616,25230.7925,25230.7925,target_3,1.118,3.0,True,True
34170,34179,long,failed_breakout,0.55,25180.35,25221.3866,25221.3866,25182.235,25186.1,25186.1,target_3,0.14,17.0,True,True
34325,34329,long,failed_breakout,0.55,24850.25,24786.7073,24913.7927,24862.585,24880.6,24786.7073,stop,-1.0,11.0,False,False
34420,34434,long,failed_breakout,0.6,24946.45,25008.2061,25008.2061,24982.91,25014.8,25008.2061,stop,1.0,11.0,True,True
34615,34632,long,failure_test,0.65,25221.4,25304.6503,25304.6503,25387.9006,25471.1508,25304.6503,stop,1.0,8.0,True,True
34678,34704,short,failure_test,0.84,25357.2,25392.3506,25322.0494,25286.8988,25251.7483,25392.3506,stop,-1.0,21.0,False,False
34705,34741,long,failure_test,0.52,25396.5,25344.3911,25448.6089,25500.7178,25552.8267,25355.95,time_stop,-0.778,13.0,False,False
34782,34787,long,failure_test,0.55,25378.4,25353.19,25403.61,25428.82,25454.0301,25353.19,stop,-1.0,27.0,False,False
34788,34795,short,failure_test,0.84,25364.15,25392.5355,25335.7645,25307.379,25278.9934,25392.5355,stop,-1.0,23.0,False,False
34916,34918,long,failure_test,0.78,25367.45,25340.8182,25394.0818,25420.7137,25447.3455,25340.8182,stop,-1.0,23.0,False,False
34921,34923,short,pullback,0.61,25342.85,25393.2669,25292.4331,25287.8405,20230.7305,25393.2669,stop,-1.0,11.0,False,False
34926,34929,short,pullback,0.61,25381.75,25381.75,25370.3744,25287.3716,20230.2616,25381.75,stop,0.0,50.0,True,False
34956,34992,short,failure_test,0.6,25439.45,25439.45,25381.8708,25324.2915,25266.7123,25403.3,time_stop,0.628,9.0,True,False
35008,35009,short,failure_test,0.73,25473.55,25473.55,25429.1899,25384.8297,25340.4696,25473.55,stop,0.0,13.0,True,False
35158,35194,long,pb_after_breakout,1.0,25933.9,25470.3197,26397.4803,25954.6887,25965.0831,25948.6,time_stop,0.032,1.0,False,False
35195,35231,long,pb_after_breakout,1.0,25948.05,25470.5104,26425.5896,25954.1071,25957.1356,25939.15,time_stop,-0.019,1.0,False,False
35337,35372,long,pb_after_breakout,0.85,26081.7,26219.1232,26219.1232,26087.0201,26089.6801,26089.6801,target_3,0.058,4.0,True,True
35403,35403,short,breakout,0.45,26241.45,26224.8826,26224.8826,26235.4038,26231.5048,26231.5048,target_3,0.6,35.0,True,True
35433,35448,long,failed_breakout,0.5,26200.55,26158.4139,26242.6861,26228.76,26248.95,26158.4139,stop,-1.0,14.0,False,False
35449,35454,long,failure_test,0.95,26188.05,26132.767,26243.333,26298.616,26353.899,26132.767,stop,-1.0,10.0,False,False
35455,35461,short,failure_test,0.57,26088.9,26050.8519,26050.8519,26012.8038,25974.7558,25974.7558,target_3,3.0,14.0,True,True
35467,35503,short,failure_test,0.71,25987.4,25945.0982,25945.0982,25902.7963,25860.4945,25863.05,time_stop,2.94,14.0,True,True
35534,35570,short,failure_test,0.78,25860.0,25860.0,25797.1458,25734.2917,25671.4375,25771.1,time_stop,1.414,11.0,True,False
35681,35697,short,failed_breakout,0.55,25139.35,25300.3588,24978.3412,25035.2,25049.45,25300.3588,stop,-1.0,4.0,False,False
35788,35796,long,anti,0.65,24882.7,24854.1828,25054.875,25227.05,25399.225,24854.1828,stop,-1.0,25.0,False,False
35812,35820,long,failed_breakout,0.55,24781.55,24888.6907,24888.6907,24844.655,24880.7,24880.7,target_3,0.925,6.0,True,True
35831,35867,long,anti,0.75,24808.2,24808.2,24980.375,25152.55,25324.725,24930.75,time_stop,2.082,12.0,True,False
35868,35883,short,pullback,0.62,24930.8,25015.9036,24845.6964,24801.5439,19841.8139,25015.9036,stop,-1.0,9.0,False,False
35894,35898,short,pullback,0.6,24998.85,24998.85,24981.9231,24802.1863,19842.4563,24998.85,stop,0.0,45.0,True,False
35984,35989,short,pullback,0.58,25023.1,25095.6339,24950.5661,24951.9883,19962.4483,25095.6339,stop,-1.0,10.0,False,False
36005,36041,short,pullback,0.52,25016.4,25094.8997,24937.9003,24952.0285,19962.4885,25023.3,time_stop,-0.088,9.0,False,False
36042,36043,long,failure_test,0.66,25022.4,25002.4124,25042.3876,25062.3753,25082.3629,25002.4124,stop,-1.0,36.0,False,False
36057,36076,long,failure_test,0.6,24987.75,24934.0523,25041.4477,25095.1455,25148.8432,24934.0523,stop,-1.0,12.0,False,False
36077,36113,short,failure_test,0.76,24952.35,24994.7563,24909.9437,24867.5373,24825.131,24953.35,time_stop,-0.024,15.0,False,False
36114,36127,short,failure_test,0.76,24952.85,24977.561,24928.139,24903.4279,24878.7169,24977.561,stop,-1.0,26.0,False,False
36483,36505,long,pullback,0.5,24867.65,24932.1714,24932.1714,24868.7847,29840.3453,24932.1714,stop,1.0,9.0,True,True
36556,36559,short,failure_test,0.64,24768.1,24813.9538,24722.2462,24676.3924,24630.5387,24813.9538,stop,-1.0,14.0,False,False
36561,36573,long,failure_test,0.69,24854.95,24796.23,24913.67,24972.3901,25031.1101,24796.23,stop,-1.0,10.0,False,False
36584,36585,short,failure_test,0.68,24818.0,24855.2944,24780.7056,24743.4112,24706.1168,24855.2944,stop,-1.0,15.0,False,False
36719,36755,short,pb_after_breakout,0.75,24435.75,24780.9589,24090.5411,24379.8161,24351.8492,24407.6,time_stop,0.082,1.0,False,False
37161,37178,short,failed_breakout,0.45,24206.5,24241.6052,24171.3948,24200.29,24191.05,24241.6052,stop,-1.0,16.0,False,False
37279,37280,short,pullback,0.78,23953.3,24028.8879,23877.7121,23912.5394,19130.8094,24028.8879,stop,-1.0,7.0,False,False
37284,37300,short,pullback,0.8,23968.5,23887.814,23887.814,23911.7531,19130.0231,23887.814,stop,1.0,6.0,True,True
37306,37308,short,breakout,0.6,23888.7,23920.4596,23856.9404,23750.6769,23679.1461,23920.4596,stop,-1.0,16.0,False,False
37316,37341,long,failure_test,0.54,23970.85,24057.1013,24057.1013,24143.3525,24229.6038,24229.6038,target_3,3.0,5.0,True,True
37407,37418,short,failure_test,0.9,24472.65,24429.9824,24429.9824,24387.3148,24344.6472,24344.6472,target_3,3.0,13.0,True,True
37419,37455,short,failure_test,0.87,24353.8,24295.0631,24295.0631,24236.3263,24177.5894,24216.15,time_stop,2.344,11.0,True,True
37466,37471,short,failure_test,0.76,24206.6,24206.6,24181.5109,24156.4218,24131.3328,24206.6,stop,0.0,29.0,True,False
37847,37883,short,pb_after_breakout,0.75,23524.25,24290.0106,22758.4894,23502.1137,23491.0456,23370.35,time_stop,0.201,1.0,False,False
38014,38019,short,failure_test,0.76,23503.05,23447.9753,23447.9753,23392.9005,23337.8258,23337.8258,target_3,3.0,13.0,True,True
38030,38066,short,pb_after_breakout,0.75,23339.15,23520.4046,23157.8954,23266.9064,23230.7846,23353.35,time_stop,-0.078,4.0,False,False
38067,38085,short,pullback,0.75,23353.55,23353.55,23324.0867,23265.1538,18612.5238,23353.55,stop,0.0,28.0,True,False
38086,38091,short,pullback,0.77,23335.15,23381.9344,23288.3656,23264.4884,18611.8584,23381.9344,stop,-1.0,18.0,False,False
38092,38092,short,pullback,0.77,23420.25,23456.5988,23383.9012,23264.9789,18612.3489,23456.5988,stop,-1.0,22.0,False,False
38102,38104,long,failure_test,0.72,23589.5,23527.4822,23651.5178,23713.5357,23775.5535,23527.4822,stop,-1.0,12.0,False,False
38127,38151,long,failure_test,0.63,23633.8,23718.8849,23718.8849,23803.9697,23889.0546,23889.0546,target_3,3.0,8.0,True,True
38242,38278,long,failed_breakout,0.55,24309.7,24154.9766,24464.4234,24376.955,24352.25,24146.15,time_stop,-1.057,5.0,False,False
38299,38310,long,failure_test,0.78,24200.25,24200.25,24233.3837,24266.5174,24299.6511,24200.25,stop,0.0,23.0,True,False
38311,38347,long,pullback,0.59,24195.35,24117.7625,24272.9375,24265.725,29119.285,24169.9,time_stop,-0.328,10.0,False,False
38348,38349,short,failure_test,0.75,24169.5,24202.065,24136.935,24104.3701,24071.8051,24202.065,stop,-1.0,23.0,False,False
38353,38363,long,failure_test,0.79,24217.3,24251.4482,24251.4482,24285.5964,24319.7446,24319.7446,target_3,3.0,21.0,True,True
38384,38385,long,pullback,0.61,24290.65,24268.4143,24312.8857,24351.8612,29222.7712,24268.4143,stop,-1.0,37.0,False,False
38389,38391,short,failure_test,0.73,24274.7,24304.5447,24244.8553,24215.0107,24185.166,24304.5447,stop,-1.0,26.0,False,False
38394,38394,long,pullback,0.71,24276.55,24267.9177,24285.1823,24351.755,29222.665,24267.9177,stop,-1.0,88.0,False,False
38539,38541,long,failure_test,0.69,24134.9,24096.058,24173.742,24212.584,24251.4261,24096.058,stop,-1.0,18.0,False,False
38544,38553,short,failure_test,0.73,24033.05,24167.2043,23898.8957,23764.7413,23630.587,24167.2043,stop,-1.0,5.0,False,False
38554,38558,long,failure_test,0.78,24173.45,24102.7185,24244.1815,24314.9129,24385.6444,24102.7185,stop,-1.0,9.0,False,False
38559,38571,short,failure_test,0.74,24121.0,24160.2376,24081.7624,24042.5248,24003.2872,24160.2376,stop,-1.0,15.0,False,False
38572,38597,long,failure_test,0.77,24134.65,24165.283,24165.283,24195.9159,24226.5489,24226.5489,target_3,3.0,19.0,True,True
38598,38617,long,failure_test,0.66,24225.3,24290.8343,24290.8343,24356.3687,24421.903,24290.8343,stop,1.0,10.0,True,True
38658,38693,long,pb_after_breakout,0.85,24437.3,24505.741,24505.741,24443.6471,24446.8206,24446.8206,target_3,0.139,10.0,True,True
38694,38723,long,failed_breakout,0.55,24516.4,24423.796,24609.004,24567.79,24557.05,24423.796,stop,-1.0,7.0,False,False
38724,38760,short,failure_test,0.6,24416.35,24588.8156,24243.8844,24071.4188,23898.9532,24470.5,time_stop,-0.314,3.0,False,False
38761,38767,long,failed_breakout,0.55,24470.65,24537.1711,24537.1711,24512.975,24542.0,24537.1711,stop,1.0,10.0,True,True
38788,38801,long,failure_test,0.64,24372.1,24435.4699,24435.4699,24498.8397,24562.2096,24562.2096,target_3,3.0,11.0,True,True
38802,38833,long,failure_test,0.73,24589.7,24691.5312,24691.5312,24793.3623,24895.1935,24691.5312,stop,1.0,8.0,True,True
38834,38870,short,failed_breakout,0.55,24621.5,24876.5393,24366.4607,24596.58,24598.0,24687.85,time_stop,-0.26,3.0,False,False
38921,38923,long,pullback,0.6,24639.6,24639.6,24666.9593,24748.0188,29698.2288,24639.6,stop,0.0,31.0,True,False
38931,38931,long,pullback,0.58,24611.8,24611.0586,24612.5414,24748.2832,29698.4932,24611.0586,stop,-1.0,1146.0,False,False
38936,38936,long,pullback,0.57,24626.35,24612.5463,24640.1537,24748.0346,29698.2446,24612.5463,stop,-1.0,58.0,False,False
38986,38991,long,failed_breakout,0.5,24611.3,24635.9921,24635.9921,24631.66,24644.95,24644.95,target_3,1.363,31.0,True,True
38992,38999,short,failed_breakout,0.45,24622.7,24664.1319,24581.2681,24610.245,24595.2,24664.1319,stop,-1.0,19.0,False,False
39000,39004,long,failure_test,0.86,24669.9,24637.3803,24702.4197,24734.9395,24767.4592,24637.3803,stop,-1.0,23.0,False,False
39005,39007,long,failure_test,0.88,24648.35,24623.7592,24672.9408,24697.5316,24722.1223,24623.7592,stop,-1.0,30.0,False,False
39015,39027,long,failed_breakout,0.6,24651.6,24605.6198,24697.5802,24665.82,24678.0,24605.6198,stop,-1.0,15.0,False,False
39038,39042,short,failure_test,0.79,24556.3,24556.3,24527.0712,24497.8424,24468.6136,24556.3,stop,0.0,22.0,True,False
39043,39045,long,failed_breakout,0.65,24556.4,24516.9026,24595.8974,24595.59,24621.6,24516.9026,stop,-1.0,16.0,False,False
39048,39066,long,failure_test,0.75,24538.9,24569.7967,24569.7967,24600.6934,24631.5901,24631.5901,target_3,3.0,20.0,True,True
39082,39101,long,failure_test,0.88,24658.3,24658.3,24688.4906,24718.6812,24748.8719,24658.3,stop,0.0,24.0,True,False
39107,39107,long,pullback,0.74,24632.4,24627.8202,24636.9798,24684.7299,29622.0399,24627.8202,stop,-1.0,159.0,False,False
39207,39211,short,failure_test,0.57,24554.15,24554.15,24539.0708,24523.9916,24508.9124,24554.15,stop,0.0,46.0,True,False
39492,39516,short,pb_after_breakout,0.75,24211.1,24137.0388,24137.0388,24152.7172,24123.5258,24123.5258,target_3,1.182,9.0,True,True
39592,39595,short,failed_breakout,0.55,23925.5,24001.1773,23849.8227,23901.495,23910.0,24001.1773,stop,-1.0,9.0,False,False
39597,39597,long,failed_breakout,0.55,24048.3,23877.173,24219.427,24139.285,24130.45,23877.173,stop,-1.0,4.0,False,False
39752,39759,long,failure_test,0.8,23819.15,23819.15,23863.0274,23906.9047,23950.7821,23819.15,stop,0.0,15.0,True,False
39760,39765,short,pullback,0.63,23827.0,23847.1209,23806.8791,23730.3655,18984.8155,23847.1209,stop,-1.0,33.0,False,False
39881,39891,short,pb_after_breakout,0.75,23747.8,23783.1492,23712.4508,23654.8019,23608.3028,23783.1492,stop,-1.0,17.0,False,False
39902,39938,short,pb_after_breakout,0.75,23918.75,24285.7359,23551.7641,23657.278,23526.5419,23854.75,time_stop,0.174,1.0,False,False
40014,40025,short,failure_test,0.64,23772.3,23726.7514,23726.7514,23681.2028,23635.6542,23635.6542,target_3,3.0,13.0,True,True
40036,40037,short,failed_breakout,0.45,23663.8,23605.4216,23605.4216,23639.175,23617.35,23617.35,target_3,0.796,11.0,True,True
40071,40107,short,pullback,0.64,23612.9,23691.134,23534.666,23602.3597,18882.4997,23654.2,time_stop,-0.528,9.0,False,False
40153,40178,long,failure_test,0.67,23738.95,23775.6888,23775.6888,23812.4275,23849.1663,23775.6888,stop,1.0,19.0,True,True
40179,40182,long,breakout,0.45,23779.9,23756.4787,23803.3213,23876.2476,23925.6345,23756.4787,stop,-1.0,31.0,False,False
40279,40315,long,pullback,0.58,24054.3,23953.6766,24154.9234,24223.6781,29069.0181,24106.8,time_stop,0.522,6.0,False,False
40366,40371,long,failure_test,0.86,23765.6,23704.3035,23826.8965,23888.1929,23949.4894,23704.3035,stop,-1.0,11.0,False,False
40392,40393,short,failure_test,0.78,23672.1,23672.1,23629.1376,23586.1752,23543.2128,23672.1,stop,0.0,15.0,True,False
40417,40426,long,failure_test,0.57,23754.6,23647.7647,23861.4353,23968.2707,24075.106,23647.7647,stop,-1.0,6.0,False,False
40427,40427,short,failure_test,0.77,23639.0,23707.1752,23570.8248,23502.6496,23434.4744,23707.1752,stop,-1.0,9.0,False,False
40472,40491,short,failure_test,0.76,23701.75,23741.4639,23662.0361,23622.3222,23582.6083,23741.4639,stop,-1.0,15.0,False,False
40492,40528,short,failure_test,0.73,23679.5,23679.5,23596.8779,23514.2558,23431.6337,23553.4,time_stop,1.526,7.0,True,False
40659,40665,long,failed_breakout,0.55,23436.45,23547.5539,23547.5539,23507.105,23573.0,23573.0,target_3,1.229,5.0,True,True
40686,40700,long,failure_test,0.79,23519.5,23480.8892,23558.1108,23596.7216,23635.3324,23480.8892,stop,-1.0,17.0,False,False
40751,40770,short,pullback,0.55,23218.05,23162.376,23162.376,23176.0497,18541.5097,23162.376,stop,1.0,11.0,True,True
40826,40862,short,pullback,0.59,23184.6,23271.0408,23098.1592,23175.3545,18540.8145,23173.25,time_stop,0.131,7.0,False,False
40863,40866,short,pullback,0.62,23172.9,23268.2798,23077.5202,23171.8415,18539.4185,23268.2798,stop,-1.0,7.0,False,False
40873,40884,short,pullback,0.6,23184.15,23282.1596,23086.1404,23174.8742,18540.3342,23282.1596,stop,-1.0,6.0,False,False
40965,41001,long,pullback,0.56,23288.25,23288.25,23311.9834,23388.569,28066.899,23313.5,time_stop,1.064,25.0,True,False
41002,41016,long,pullback,0.56,23313.05,23267.3853,23358.7147,23389.9958,28068.3258,23267.3853,stop,-1.0,14.0,False,False
41022,41034,long,failure_test,0.63,23194.1,23194.1,23235.4533,23276.8066,23318.1599,23194.1,stop,0.0,14.0,True,False
41035,41071,short,failed_breakout,0.55,23149.15,23285.7076,23012.5924,23102.17,23125.75,23184.45,time_stop,-0.258,4.0,False,False
41092,41115,short,failed_breakout,0.5,23226.95,23318.2209,23135.6791,23202.61,23186.65,23318.2209,stop,-1.0,6.0,False,False
41166,41170,long,pb_after_breakout,0.85,23421.65,23349.0484,23494.2516,23474.14,23500.3849,23349.0484,stop,-1.0,7.0,False,False
41171,41196,short,failure_test,0.73,23342.8,23270.6168,23270.6168,23198.4335,23126.2503,23270.6168,stop,1.0,7.0,True,True
41197,41202,long,failure_test,0.71,23369.8,23141.8533,23597.7467,23825.6933,24053.64,23141.8533,stop,-1.0,2.0,False,False
41213,41215,long,failure_test,0.72,23241.55,23160.1949,23322.9051,23404.2602,23485.6152,23160.1949,stop,-1.0,6.0,False,False
41403,41405,short,failure_test,0.74,23155.25,23155.25,23118.6811,23082.1122,23045.5434,23155.25,stop,0.0,14.0,True,False
