bar_index,time,open,high,low,close,candle_range,avg_range_lookback,range_std_dev,min_range_window,max_range_window,compression_ratio,compression_pct,atr,atr_pct_of_close,body_ratio,wick_ratio,candle_direction,zone_type,zone_score,is_progressive_squeeze,prior_trend,price_vs_sma20,resistance_level,support_level,range_above_support,range_below_resist,volume_ratio_vs_avg,candles_to_breakout,breakout_direction,breakout_magnitude,max_move_next_5,max_move_next_10
12393,05-08-2025 10:45,24616.35,24616.75,24605.05,24611.0,11.7,24.81,4.8347,17.0,36.15,0.4716,47.2%,23.0741,0.09%,0.457,0.543,Bearish,Moderate Contraction,46.6,False,Uptrend,Below SMA20,24644.7,24593.15,17.85,33.7,N/A,7,Upside Breakout,0.45,24.0,35.6
12396,05-08-2025 11:00,24620.5,24626.75,24615.25,24624.05,11.5,21.685,7.5476,10.8,36.15,0.5303,53.0%,19.7045,0.08%,0.309,0.691,Bullish,Moderate Contraction,35.2,False,Uptrend,Below SMA20,24644.7,24596.85,27.2,20.65,N/A,4,Upside Breakout,0.45,22.55,22.55
12400,05-08-2025 11:20,24640.5,24645.15,24631.75,24645.15,13.4,20.015,8.4064,10.8,36.15,0.6695,66.9%,19.4894,0.08%,0.347,0.653,Bullish,Mild Contraction,20.0,False,Uptrend,Above SMA20,24642.15,24596.85,48.3,-3.0,N/A,1,Upside Breakout,4.45,26.9,29.45
12405,05-08-2025 11:45,24633.85,24635.0,24625.1,24632.35,9.9,15.77,6.2955,9.5,30.85,0.6278,62.8%,16.1722,0.07%,0.152,0.848,Bearish,Moderate Contraction,47.5,True,Uptrend,Above SMA20,24646.6,24604.15,28.2,14.25,N/A,5,Upside Breakout,22.1,36.35,36.35
12408,05-08-2025 12:00,24625.35,24628.05,24619.3,24624.9,8.75,15.085,6.4055,9.5,30.85,0.58,58.0%,14.3057,0.06%,0.051,0.949,Bearish,Moderate Contraction,31.8,False,Downtrend,Below SMA20,24646.6,24604.15,20.75,21.7,N/A,2,Upside Breakout,22.1,43.8,43.8
12411,05-08-2025 12:15,24658.9,24662.0,24651.85,24659.45,10.15,15.11,9.629,8.75,40.85,0.6717,67.2%,16.5179,0.07%,0.054,0.946,Bullish,Mild Contraction,19.8,False,Uptrend,Above SMA20,24668.7,24615.7,43.75,9.25,N/A,13,Downside Breakdown,21.4,38.5,38.5
12416,05-08-2025 12:40,24646.75,24652.1,24644.35,24649.95,7.75,16.86,11.7304,8.75,40.85,0.4597,46.0%,16.2023,0.07%,0.413,0.587,Bullish,Moderate Contraction,37.6,False,Uptrend,Above SMA20,24668.7,24615.7,34.25,18.75,N/A,8,Downside Breakdown,21.4,27.75,56.95
12419,05-08-2025 12:55,24632.75,24639.9,24630.0,24639.1,9.9,16.61,11.8617,7.75,40.85,0.596,59.6%,14.3369,0.06%,0.641,0.359,Bullish,Mild Contraction,23.9,False,Uptrend,Below SMA20,24668.7,24620.6,18.5,29.6,N/A,3,Downside Breakdown,3.6,44.8,46.1
12425,05-08-2025 13:25,24602.1,24607.2,24598.05,24605.0,9.15,14.02,7.436,7.45,31.95,0.6526,65.3%,15.5082,0.06%,0.317,0.683,Bullish,Mild Contraction,20.8,False,Downtrend,Below SMA20,24652.1,24594.3,10.7,47.1,N/A,1,Downside Breakdown,1.3,23.0,24.05
12431,05-08-2025 13:55,24624.85,24628.25,24619.9,24624.9,8.35,14.695,7.3665,7.45,31.95,0.5682,56.8%,13.6629,0.06%,0.006,0.994,Bullish,Mild Contraction,29.4,False,Downtrend,Below SMA20,24634.4,24593.0,31.9,9.5,N/A,2,Downside Breakdown,1.0,32.9,34.6
12442,05-08-2025 14:50,24608.0,24611.3,24600.8,24606.5,10.5,21.835,9.1766,13.4,39.6,0.4809,48.1%,19.6214,0.08%,0.143,0.857,Bearish,Moderate Contraction,38.7,False,Downtrend,Below SMA20,24631.85,24590.3,16.2,25.35,N/A,3,Upside Breakout,27.05,64.65,64.9
12448,05-08-2025 15:20,24662.6,24667.8,24653.9,24657.8,13.9,24.17,10.0716,10.5,39.6,0.5751,57.5%,21.0894,0.09%,0.345,0.655,Bearish,Mild Contraction,27.3,False,Uptrend,Above SMA20,24671.15,24590.3,67.5,13.35,N/A,3,Upside Breakout,0.25,23.45,51.95
12455,06-08-2025 09:40,24622.85,24625.2,24616.15,24621.05,9.05,22.905,6.0154,13.9,32.8,0.3951,39.5%,20.4729,0.08%,0.199,0.801,Bearish,Moderate Contraction,48.9,False,Downtrend,Below SMA20,24671.4,24618.4,2.65,50.35,N/A,1,Downside Breakdown,12.55,41.35,41.35
12467,06-08-2025 10:40,24569.0,24577.2,24563.3,24564.6,13.9,31.265,14.6795,16.0,61.8,0.4446,44.5%,26.8619,0.11%,0.317,0.683,Bearish,Moderate Contraction,40.5,False,Downtrend,Below SMA20,24649.45,24544.15,20.45,84.85,N/A,,,,15.95,16.4
12470,06-08-2025 10:55,24563.5,24563.5,24548.65,24556.45,14.85,24.1,11.0447,12.3,46.85,0.6162,61.6%,22.5949,0.09%,0.475,0.525,Bearish,Mild Contraction,24.7,False,Downtrend,Below SMA20,24649.45,24544.15,12.3,93.0,N/A,,,,8.25,24.65
12473,06-08-2025 11:10,24549.45,24561.95,24548.2,24561.1,13.75,19.92,10.998,11.75,46.85,0.6903,69.0%,19.1803,0.08%,0.847,0.153,Bullish,Mild Contraction,18.5,False,Downtrend,Below SMA20,24649.45,24544.15,16.95,88.35,N/A,,,,17.35,39.0
12484,06-08-2025 12:05,24594.2,24599.35,24587.45,24593.2,11.9,18.045,7.0636,10.65,31.6,0.6595,65.9%,18.4617,0.08%,0.084,0.916,Bearish,Mild Contraction,23.3,False,Uptrend,Above SMA20,24600.1,24550.3,42.9,6.9,N/A,2,Upside Breakout,7.8,40.4,40.4
12488,06-08-2025 12:25,24612.15,24617.6,24606.1,24616.5,11.5,19.32,7.8042,8.85,31.6,0.5952,59.5%,18.0449,0.07%,0.378,0.622,Bullish,Mild Contraction,25.9,False,Uptrend,Above SMA20,24633.6,24553.55,62.95,17.1,N/A,,,,33.25,33.25
12491,06-08-2025 12:40,24597.8,24603.3,24595.55,24600.1,7.75,18.3,8.3492,8.85,31.6,0.4235,42.3%,16.7681,0.07%,0.297,0.703,Bullish,Moderate Contraction,42.1,False,Uptrend,Above SMA20,24633.6,24558.3,41.8,33.5,N/A,,,,16.85,26.9
12495,06-08-2025 13:00,24609.0,24616.35,24604.85,24612.6,11.5,16.43,7.2668,7.75,27.3,0.6999,70.0%,16.2789,0.07%,0.313,0.687,Bullish,Mild Contraction,14.8,False,Uptrend,Above SMA20,24633.6,24583.25,29.35,21.0,N/A,14,Downside Breakdown,4.8,9.65,28.1
12498,06-08-2025 13:15,24617.4,24619.55,24611.15,24616.9,8.4,13.955,5.9119,7.75,25.5,0.6019,60.2%,14.1155,0.06%,0.06,0.94,Bearish,Mild Contraction,28.2,False,Uptrend,Above SMA20,24623.3,24583.25,33.65,6.4,N/A,3,Upside Breakout,3.7,32.4,32.4
12510,06-08-2025 14:15,24583.6,24589.0,24579.35,24588.8,9.65,16.995,9.1326,10.7,42.0,0.5678,56.8%,15.1526,0.06%,0.539,0.461,Bullish,Moderate Contraction,31.6,False,Downtrend,Below SMA20,24628.8,24578.45,10.35,40.0,N/A,2,Downside Breakdown,4.35,49.6,49.6
12513,06-08-2025 14:30,24574.5,24574.7,24564.0,24567.85,10.7,17.145,10.4356,7.15,42.0,0.6241,62.4%,15.1638,0.06%,0.621,0.379,Bearish,Mild Contraction,20.3,False,Downtrend,Below SMA20,24626.5,24574.1,-6.25,58.65,N/A,1,Downside Breakdown,34.9,28.65,28.65
12516,06-08-2025 14:45,24560.05,24567.2,24556.85,24565.9,10.35,15.71,7.3536,7.15,28.7,0.6588,65.9%,15.7547,0.06%,0.565,0.435,Bullish,Mild Contraction,18.5,False,Downtrend,Below SMA20,24606.7,24539.2,26.7,40.8,N/A,9,Downside Breakdown,79.15,19.7,105.85
12521,06-08-2025 15:10,24581.0,24581.95,24575.0,24576.35,6.95,16.58,7.102,7.15,28.7,0.4192,41.9%,14.94,0.06%,0.669,0.331,Bearish,Strong Contraction,62.8,True,Downtrend,Below SMA20,24601.25,24539.2,37.15,24.9,N/A,4,Downside Breakdown,79.15,116.3,116.3
12532,07-08-2025 09:50,24502.65,24510.8,24499.35,24506.15,11.45,26.81,16.9259,9.6,68.9,0.4271,42.7%,24.0985,0.1%,0.306,0.694,Bullish,Moderate Contraction,38.0,False,Downtrend,Below SMA20,24585.75,24460.05,46.1,79.6,N/A,7,Downside Breakdown,9.9,38.15,81.05
12535,07-08-2025 10:05,24476.55,24482.35,24468.0,24471.4,14.35,28.1,16.2428,11.45,68.9,0.5107,51.1%,22.0336,0.09%,0.359,0.641,Bearish,Moderate Contraction,31.6,False,Downtrend,Below SMA20,24542.9,24460.05,11.35,71.5,N/A,4,Downside Breakdown,9.9,46.3,58.05
12538,07-08-2025 10:20,24483.55,24486.65,24474.3,24479.25,12.35,18.555,7.0168,9.35,30.6,0.6656,66.6%,18.6017,0.08%,0.348,0.652,Bearish,Mild Contraction,19.9,False,Downtrend,Below SMA20,24542.9,24468.0,11.25,63.65,N/A,1,Downside Breakdown,17.85,65.9,91.7
12541,07-08-2025 10:35,24438.55,24443.85,24432.8,24436.1,11.05,18.26,8.1009,9.35,33.95,0.6051,60.5%,19.9117,0.08%,0.222,0.778,Bearish,Mild Contraction,26.1,False,Downtrend,Below SMA20,24519.35,24425.1,11.0,83.25,N/A,2,Downside Breakdown,11.75,35.05,48.55
12544,07-08-2025 10:50,24417.75,24423.65,24416.0,24416.7,7.65,16.91,8.1197,9.35,33.95,0.4524,45.2%,17.7366,0.07%,0.137,0.863,Bearish,Moderate Contraction,39.9,False,Downtrend,Below SMA20,24487.85,24413.35,3.35,71.15,N/A,2,Downside Breakdown,12.3,29.15,31.5
12548,07-08-2025 11:10,24411.45,24416.45,24408.2,24411.6,8.25,19.47,9.7587,7.65,33.95,0.4237,42.4%,18.3992,0.08%,0.018,0.982,Bullish,Moderate Contraction,40.5,False,Downtrend,Below SMA20,24486.65,24387.55,24.05,75.05,N/A,,,,30.0,36.6
12551,07-08-2025 11:25,24426.9,24433.5,24423.1,24424.15,10.4,16.345,8.3283,7.65,32.75,0.6363,63.6%,16.7955,0.07%,0.264,0.736,Bearish,Mild Contraction,20.9,False,Downtrend,Below SMA20,24443.85,24387.55,36.6,19.7,N/A,3,Upside Breakout,4.35,24.05,28.35
12555,07-08-2025 11:45,24423.85,24429.5,24419.8,24422.2,9.7,18.69,7.7533,8.25,32.75,0.519,51.9%,17.5382,0.07%,0.17,0.83,Bearish,Moderate Contraction,33.4,False,Downtrend,Below SMA20,24448.2,24387.55,34.65,26.0,N/A,5,Upside Breakout,1.5,27.5,30.3
12563,07-08-2025 12:25,24435.6,24440.2,24430.65,24436.8,9.55,16.02,6.0406,8.0,27.0,0.5961,59.6%,15.0434,0.06%,0.126,0.874,Bullish,Moderate Contraction,47.4,True,Downtrend,Above SMA20,24452.5,24416.9,19.9,15.7,N/A,8,Downside Breakdown,7.95,18.95,55.1
12568,07-08-2025 12:50,24425.15,24433.85,24424.25,24431.85,9.6,16.9,5.4748,9.55,29.5,0.568,56.8%,15.9758,0.07%,0.698,0.302,Bullish,Moderate Contraction,34.1,False,Downtrend,Above SMA20,24452.5,24417.85,14.0,20.65,N/A,3,Downside Breakdown,8.9,50.15,87.7
12580,07-08-2025 13:50,24377.65,24385.2,24371.35,24383.45,13.85,23.725,11.7224,8.85,45.5,0.5838,58.4%,21.5763,0.09%,0.419,0.581,Bullish,Mild Contraction,24.1,False,Downtrend,Below SMA20,24436.45,24344.15,39.3,53.0,N/A,4,Upside Breakout,6.3,85.15,138.2
12588,07-08-2025 14:30,24469.35,24481.45,24465.7,24478.5,15.75,29.47,15.1918,13.85,61.25,0.5344,53.4%,27.5885,0.11%,0.581,0.419,Bullish,Moderate Contraction,31.5,False,Uptrend,Above SMA20,24513.7,24354.15,124.35,35.2,N/A,2,Upside Breakout,7.95,64.1,152.05
12591,07-08-2025 14:45,24514.9,24520.15,24504.25,24518.95,15.9,31.125,15.2757,14.4,61.25,0.5108,51.1%,28.8217,0.12%,0.255,0.745,Bullish,Moderate Contraction,34.0,False,Uptrend,Above SMA20,24521.65,24379.35,139.6,2.7,N/A,1,Upside Breakout,20.95,82.95,115.25
12599,07-08-2025 15:25,24629.25,24634.2,24620.0,24626.65,14.2,27.925,8.1976,15.9,42.55,0.5085,50.9%,25.4373,0.1%,0.183,0.817,Bearish,Moderate Contraction,39.3,False,Uptrend,Above SMA20,24630.55,24469.45,157.2,3.9,N/A,10,Downside Breakdown,18.0,124.95,175.2
12603,08-08-2025 09:30,24514.95,24523.15,24503.3,24509.25,19.85,29.01,10.4162,14.2,48.0,0.6842,68.4%,32.4058,0.13%,0.287,0.713,Bearish,Mild Contraction,17.7,False,Downtrend,Below SMA20,24634.2,24514.35,-5.1,124.95,N/A,1,Downside Breakdown,12.65,33.05,71.7
12607,08-08-2025 09:50,24484.05,24489.5,24476.8,24487.65,12.7,27.67,10.8578,14.2,48.0,0.459,45.9%,27.4743,0.11%,0.283,0.717,Bullish,Moderate Contraction,40.7,False,Downtrend,Below SMA20,24634.2,24483.9,3.75,146.55,N/A,1,Downside Breakdown,7.7,50.1,54.95
12610,08-08-2025 10:05,24452.6,24455.05,24437.55,24451.2,17.5,27.485,11.1007,12.7,48.0,0.6367,63.7%,25.6843,0.11%,0.08,0.92,Bearish,Mild Contraction,21.6,False,Downtrend,Below SMA20,24585.5,24451.45,-0.25,134.3,N/A,1,Downside Breakdown,5.0,30.05,42.9
12616,08-08-2025 10:35,24443.35,24444.7,24434.5,24434.5,10.2,21.43,6.5899,12.6,33.15,0.476,47.6%,22.6082,0.09%,0.868,0.132,Bearish,Moderate Contraction,41.3,False,Downtrend,Below SMA20,24506.6,24435.45,-0.95,72.1,N/A,1,Downside Breakdown,2.75,26.2,26.2
12622,08-08-2025 11:05,24427.6,24435.35,24422.4,24431.9,12.95,21.15,7.029,10.2,33.15,0.6123,61.2%,20.4761,0.08%,0.332,0.668,Bullish,Mild Contraction,25.8,False,Downtrend,Below SMA20,24481.25,24408.3,23.6,49.35,N/A,11,Downside Breakdown,5.1,20.85,20.85
12626,08-08-2025 11:25,24433.55,24439.85,24430.75,24432.8,9.1,18.06,5.8791,10.2,31.4,0.5039,50.4%,18.3683,0.08%,0.082,0.918,Bearish,Moderate Contraction,38.8,False,Downtrend,Below SMA20,24452.75,24408.3,24.5,19.95,N/A,7,Downside Breakdown,5.1,13.65,30.55
12629,08-08-2025 11:40,24428.05,24434.1,24422.3,24431.8,11.8,17.785,6.1293,9.1,31.4,0.6635,66.3%,17.2109,0.07%,0.318,0.682,Bullish,Mild Contraction,20.8,False,Downtrend,Below SMA20,24452.75,24408.3,23.5,20.95,N/A,4,Downside Breakdown,5.1,29.55,29.55
12636,08-08-2025 12:15,24422.6,24424.0,24411.8,24419.4,12.2,17.775,7.4344,9.1,32.65,0.6864,68.6%,18.2123,0.07%,0.262,0.738,Bearish,Mild Contraction,17.4,False,Downtrend,Below SMA20,24446.45,24402.25,17.15,27.05,N/A,6,Upside Breakout,1.9,22.5,61.95
12639,08-08-2025 12:30,24435.95,24441.9,24430.3,24435.8,11.6,17.98,7.3011,11.8,32.65,0.6452,64.5%,17.0014,0.07%,0.013,0.987,Bearish,Mild Contraction,27.5,False,Uptrend,Above SMA20,24446.45,24402.25,33.55,10.65,N/A,3,Upside Breakout,1.9,45.55,45.55
12647,08-08-2025 13:10,24436.6,24438.0,24427.1,24435.95,10.9,19.435,7.4784,11.6,35.3,0.5608,56.1%,19.7024,0.08%,0.06,0.94,Bearish,Moderate Contraction,33.7,False,Uptrend,Above SMA20,24481.35,24411.6,24.35,45.4,N/A,12,Downside Breakdown,23.45,25.2,27.55
12655,08-08-2025 13:50,24430.8,24438.35,24426.3,24428.25,12.05,22.955,10.4489,9.2,39.15,0.5249,52.5%,21.0899,0.09%,0.212,0.788,Bearish,Moderate Contraction,31.1,False,Downtrend,Below SMA20,24464.4,24417.85,10.4,36.15,N/A,4,Downside Breakdown,29.7,40.1,45.55
12658,08-08-2025 14:05,24433.05,24436.7,24422.5,24428.8,14.2,20.62,10.0162,9.2,39.15,0.6887,68.9%,19.6303,0.08%,0.299,0.701,Bearish,Mild Contraction,15.1,False,Downtrend,Below SMA20,24463.5,24417.85,10.95,34.7,N/A,1,Downside Breakdown,29.7,46.1,46.1
12661,08-08-2025 14:20,24432.15,24432.85,24424.25,24425.15,8.6,23.85,11.3358,10.6,40.5,0.3606,36.1%,21.2607,0.09%,0.814,0.186,Bearish,Moderate Contraction,46.1,False,Downtrend,Below SMA20,24463.5,24388.15,37.0,38.35,N/A,2,Downside Breakdown,5.45,42.45,87.65
12664,08-08-2025 14:35,24404.55,24415.05,24402.65,24411.05,12.4,23.48,11.6086,8.6,40.5,0.5281,52.8%,21.5403,0.09%,0.524,0.476,Bullish,Mild Contraction,29.5,False,Downtrend,Below SMA20,24457.45,24382.7,28.35,46.4,N/A,6,Downside Breakdown,7.0,27.8,73.55
12667,08-08-2025 14:50,24415.0,24415.15,24405.85,24408.65,9.3,21.905,9.7619,8.6,40.5,0.4246,42.5%,18.8979,0.08%,0.683,0.317,Bearish,Moderate Contraction,41.1,False,Downtrend,Below SMA20,24449.45,24382.7,25.95,40.8,N/A,3,Downside Breakdown,7.0,71.15,71.15
12673,08-08-2025 15:20,24345.45,24348.45,24339.2,24347.65,9.25,21.035,11.5526,9.1,48.65,0.4397,44.0%,21.2649,0.09%,0.238,0.762,Bullish,Moderate Contraction,39.7,False,Downtrend,Below SMA20,24424.9,24337.5,10.15,77.25,N/A,4,Upside Breakout,3.5,80.75,80.75
12680,11-08-2025 09:40,24376.05,24390.05,24367.45,24381.25,22.6,32.88,18.5279,9.25,58.5,0.6873,68.7%,30.5639,0.13%,0.23,0.77,Bullish,Mild Contraction,12.2,False,Uptrend,Below SMA20,24428.4,24337.5,43.75,47.15,N/A,8,Upside Breakout,6.65,34.4,71.7
12683,11-08-2025 09:55,24396.0,24405.65,24392.55,24399.8,13.1,32.23,17.6782,9.25,58.5,0.4065,40.6%,29.0513,0.12%,0.29,0.71,Bullish,Moderate Contraction,38.8,False,Uptrend,Above SMA20,24428.4,24339.2,60.6,28.6,N/A,5,Upside Breakout,6.65,35.25,60.4
12689,11-08-2025 10:25,24433.85,24442.15,24431.6,24441.35,10.55,26.025,10.3106,13.1,46.1,0.4054,40.5%,24.0541,0.1%,0.711,0.289,Bullish,Moderate Contraction,44.3,False,Uptrend,Above SMA20,24435.05,24356.15,85.2,-6.3,N/A,1,Upside Breakout,17.9,26.45,26.45
12692,11-08-2025 10:40,24457.95,24460.2,24446.45,24448.8,13.75,21.41,8.5762,10.55,38.1,0.6422,64.2%,21.788,0.09%,0.665,0.335,Bearish,Mild Contraction,21.9,False,Uptrend,Above SMA20,24460.0,24358.25,90.55,11.2,N/A,2,Upside Breakout,7.8,19.0,26.4
12697,11-08-2025 11:05,24450.85,24461.4,24450.15,24455.6,11.25,18.085,5.6636,10.55,28.8,0.6221,62.2%,18.3426,0.08%,0.422,0.578,Bullish,Moderate Contraction,48.6,True,Uptrend,Above SMA20,24467.8,24404.35,51.25,12.2,N/A,3,Upside Breakout,7.4,30.25,53.5
12704,11-08-2025 11:40,24429.25,24429.6,24416.85,24417.4,12.75,19.815,5.8636,11.25,29.0,0.6435,64.3%,19.548,0.08%,0.929,0.071,Bearish,Mild Contraction,25.8,False,Downtrend,Below SMA20,24475.2,24421.25,-3.85,57.8,N/A,1,Downside Breakdown,11.6,21.75,36.5
12712,11-08-2025 12:20,24437.8,24446.15,24434.45,24443.5,11.7,18.085,3.6758,12.75,23.85,0.6469,64.7%,17.4978,0.07%,0.487,0.513,Bullish,Moderate Contraction,31.7,False,Downtrend,Above SMA20,24467.5,24402.1,41.4,24.0,N/A,6,Upside Breakout,11.25,23.3,63.9
12716,11-08-2025 12:40,24456.15,24463.35,24453.05,24460.65,10.3,17.205,4.5587,10.05,26.4,0.5987,59.9%,16.9456,0.07%,0.437,0.563,Bullish,Moderate Contraction,32.7,False,Uptrend,Above SMA20,24456.7,24402.1,58.55,-3.95,N/A,1,Upside Breakout,10.1,46.75,46.75
12727,11-08-2025 13:35,24496.75,24505.55,24493.5,24504.2,12.05,17.305,7.3003,8.25,32.0,0.6963,69.6%,16.8081,0.07%,0.618,0.382,Bullish,Mild Contraction,15.4,False,Uptrend,Above SMA20,24507.4,24458.55,45.65,3.2,N/A,1,Upside Breakout,1.5,30.65,42.1
12733,11-08-2025 14:05,24531.9,24541.95,24531.75,24538.05,10.2,16.66,5.7976,9.3,27.8,0.6122,61.2%,16.1844,0.07%,0.603,0.397,Bullish,Moderate Contraction,48.1,True,Uptrend,Above SMA20,24534.85,24467.9,70.15,-3.2,N/A,1,Upside Breakout,8.45,34.95,45.6
12737,11-08-2025 14:25,24536.85,24543.55,24535.6,24542.75,7.95,15.51,5.0894,9.3,23.25,0.5126,51.3%,15.0014,0.06%,0.742,0.258,Bullish,Moderate Contraction,38.1,False,Uptrend,Above SMA20,24546.3,24493.5,49.25,3.55,N/A,1,Upside Breakout,26.7,40.9,58.1
12742,11-08-2025 14:50,24576.7,24581.65,24570.7,24577.75,10.95,18.55,7.7081,7.95,30.2,0.5903,59.0%,18.5793,0.08%,0.096,0.904,Bullish,Mild Contraction,25.5,False,Uptrend,Above SMA20,24583.65,24520.25,57.5,5.9,N/A,2,Upside Breakout,7.3,23.1,50.15
12754,12-08-2025 09:35,24630.7,24636.75,24622.7,24627.55,14.05,26.185,15.1586,13.45,57.25,0.5366,53.7%,24.9036,0.1%,0.224,0.776,Bearish,Moderate Contraction,32.4,False,Uptrend,Above SMA20,24641.05,24530.75,96.8,13.5,N/A,1,Upside Breakout,6.95,75.05,75.05
12758,12-08-2025 09:55,24668.9,24684.9,24668.9,24684.7,16.0,27.94,14.0177,14.05,57.25,0.5727,57.3%,22.5006,0.09%,0.987,0.013,Bullish,Mild Contraction,28.7,False,Uptrend,Above SMA20,24668.9,24530.75,153.95,-15.8,N/A,1,Upside Breakout,33.7,41.15,122.45
12763,12-08-2025 10:20,24650.6,24666.0,24650.25,24657.75,15.75,23.935,9.1681,14.05,38.45,0.658,65.8%,24.2114,0.1%,0.454,0.546,Bullish,Mild Contraction,23.4,False,Uptrend,Above SMA20,24702.6,24607.05,50.7,44.85,N/A,2,Downside Breakdown,44.8,95.5,125.05
12769,12-08-2025 10:50,24582.15,24590.8,24578.15,24582.4,12.65,31.405,12.5222,14.05,50.65,0.4028,40.3%,27.52,0.11%,0.02,0.98,Bullish,Moderate Contraction,44.5,False,Downtrend,Below SMA20,24702.6,24562.25,20.15,120.2,N/A,2,Downside Breakdown,10.35,49.7,49.7
12773,12-08-2025 11:10,24540.15,24549.4,24538.5,24544.15,10.9,29.74,12.4388,12.65,50.65,0.3665,36.7%,25.5142,0.1%,0.367,0.633,Bullish,Moderate Contraction,46.6,False,Downtrend,Below SMA20,24666.0,24532.7,11.45,121.85,N/A,8,Downside Breakdown,1.25,49.1,49.1
12777,12-08-2025 11:30,24556.3,24571.9,24555.55,24559.3,16.35,25.16,11.7923,10.9,51.5,0.6498,65.0%,25.1619,0.1%,0.183,0.817,Bullish,Mild Contraction,19.0,False,Downtrend,Below SMA20,24611.35,24532.7,26.6,52.05,N/A,4,Downside Breakdown,1.25,27.85,59.6
12791,12-08-2025 12:40,24637.0,24640.35,24627.35,24631.7,13.0,22.825,8.2909,13.25,40.25,0.5696,57.0%,22.169,0.09%,0.408,0.592,Bearish,Moderate Contraction,33.4,False,Uptrend,Above SMA20,24638.85,24531.45,100.25,7.15,N/A,19,Downside Breakdown,9.15,41.7,82.2
12794,12-08-2025 12:55,24598.9,24603.3,24590.0,24595.05,13.3,23.225,8.61,13.0,40.25,0.5727,57.3%,20.9943,0.09%,0.289,0.711,Bearish,Moderate Contraction,32.5,False,Uptrend,Above SMA20,24640.35,24552.7,42.35,45.3,N/A,6,Downside Breakdown,3.2,24.65,45.55
12797,12-08-2025 13:10,24607.3,24610.95,24596.65,24597.2,14.3,21.96,6.4791,13.0,29.25,0.6512,65.1%,20.0837,0.08%,0.706,0.294,Bearish,Mild Contraction,25.8,False,Downtrend,Above SMA20,24640.35,24589.65,7.55,43.15,N/A,1,Downside Breakdown,17.2,47.7,47.7
12802,12-08-2025 13:35,24565.65,24574.4,24563.0,24572.55,11.4,20.105,7.023,13.05,32.45,0.567,56.7%,19.3789,0.08%,0.605,0.395,Bullish,Moderate Contraction,33.8,False,Downtrend,Below SMA20,24633.7,24549.5,23.05,61.15,N/A,7,Downside Breakdown,14.65,35.05,50.25
12808,12-08-2025 14:05,24561.75,24564.05,24552.25,24552.25,11.8,22.365,12.1399,11.4,45.05,0.5276,52.8%,22.1027,0.09%,0.805,0.195,Bearish,Moderate Contraction,33.5,False,Downtrend,Below SMA20,24607.6,24549.5,2.75,55.35,N/A,1,Downside Breakdown,14.65,34.25,70.75
12821,12-08-2025 15:10,24490.2,24499.05,24484.6,24490.25,14.45,25.71,7.0592,17.45,38.15,0.562,56.2%,24.0531,0.1%,0.003,0.997,Bullish,Moderate Contraction,35.9,False,Downtrend,Below SMA20,24562.3,24465.65,24.6,72.05,N/A,4,Upside Breakout,37.25,109.3,109.3
12832,13-08-2025 09:50,24590.25,24595.05,24579.25,24583.45,15.8,23.55,8.5886,11.55,38.8,0.6709,67.1%,26.6318,0.11%,0.43,0.57,Bearish,Mild Contraction,19.1,False,Uptrend,Above SMA20,24599.55,24477.75,105.7,16.1,N/A,1,Upside Breakout,14.65,30.75,30.75
12835,13-08-2025 10:05,24600.05,24602.15,24585.85,24597.65,16.3,25.44,8.1194,15.15,38.8,0.6407,64.1%,24.5101,0.1%,0.147,0.853,Bearish,Mild Contraction,26.8,False,Uptrend,Above SMA20,24614.2,24535.25,62.4,16.55,N/A,,,,26.75,43.25
12838,13-08-2025 10:20,24576.75,24583.65,24570.9,24577.55,12.75,21.385,5.8417,15.15,32.45,0.5962,59.6%,22.336,0.09%,0.063,0.937,Bullish,Moderate Contraction,33.3,False,Uptrend,Above SMA20,24614.2,24535.25,42.3,36.65,N/A,,,,28.25,28.25
12841,13-08-2025 10:35,24582.35,24583.4,24573.65,24574.5,9.75,21.05,7.7936,12.75,34.15,0.4632,46.3%,20.8373,0.08%,0.805,0.195,Bearish,Moderate Contraction,40.8,False,Downtrend,Above SMA20,24614.2,24569.8,4.7,39.7,N/A,2,Downside Breakdown,15.4,27.4,27.4
12847,13-08-2025 11:05,24591.3,24596.0,24585.0,24587.2,11.0,16.38,7.8983,5.25,34.15,0.6716,67.2%,16.8629,0.07%,0.373,0.627,Bearish,Mild Contraction,14.7,False,Uptrend,Above SMA20,24605.8,24554.4,32.8,18.6,N/A,10,Downside Breakdown,2.25,22.35,35.05
12852,13-08-2025 11:30,24572.5,24580.35,24572.4,24578.25,7.95,15.035,5.0795,5.25,24.2,0.5288,52.9%,15.6117,0.06%,0.723,0.277,Bullish,Moderate Contraction,31.2,False,Uptrend,Below SMA20,24601.9,24554.4,23.85,23.65,N/A,5,Downside Breakdown,2.25,26.1,39.35
12855,13-08-2025 11:45,24567.7,24574.05,24564.4,24569.25,9.65,14.125,4.6402,7.95,24.2,0.6832,68.3%,13.901,0.06%,0.161,0.839,Bullish,Mild Contraction,20.3,False,Downtrend,Below SMA20,24601.9,24564.85,4.4,32.65,N/A,2,Downside Breakdown,12.7,30.35,51.4
