bar_index,time,open,high,low,close,candle_range,avg_range_lookback,range_std_dev,min_range_window,max_range_window,compression_ratio,compression_pct,atr,atr_pct_of_close,body_ratio,wick_ratio,candle_direction,zone_type,zone_score,is_progressive_squeeze,prior_trend,price_vs_sma20,resistance_level,support_level,range_above_support,range_below_resist,volume_ratio_vs_avg,candles_to_breakout,breakout_direction,breakout_magnitude,max_move_next_5,max_move_next_10
17357,13-11-2025 10:55,25943.75,25948.15,25941.45,25946.85,6.7,12.73,6.3771,6.55,24.3,0.5263,52.6%,13.6327,0.05%,0.463,0.537,Bullish,Moderate Contraction,34.2,False,Uptrend,Above SMA20,25947.75,25873.9,72.95,0.9,N/A,1,Upside Breakout,17.45,29.1,31.65
17368,13-11-2025 11:50,25968.05,25974.15,25965.9,25972.35,8.25,12.88,2.7341,9.4,18.2,0.6405,64.1%,12.4379,0.05%,0.521,0.479,Bullish,Strong Contraction,51.9,True,Uptrend,Above SMA20,25978.5,25947.0,25.35,6.15,N/A,1,Upside Breakout,5.45,14.0,30.3
17372,13-11-2025 12:10,25981.95,25984.8,25978.9,25980.1,5.9,13.05,2.7966,8.25,16.75,0.4521,45.2%,12.4384,0.05%,0.314,0.686,Bearish,Strong Contraction,66.9,True,Uptrend,Above SMA20,25984.4,25958.05,22.05,4.3,N/A,1,Upside Breakout,1.95,38.05,43.25
17375,13-11-2025 12:25,25985.1,25985.7,25977.9,25980.15,7.8,12.03,3.8952,5.9,16.75,0.6484,64.8%,10.9905,0.04%,0.635,0.365,Bearish,Mild Contraction,22.2,False,Uptrend,Above SMA20,25987.6,25958.05,22.1,7.45,N/A,2,Downside Breakdown,16.0,43.3,43.3
17383,13-11-2025 13:05,25983.1,25988.55,25978.55,25980.05,10.0,16.12,8.0291,7.2,30.05,0.6203,62.0%,15.9514,0.06%,0.305,0.695,Bearish,Mild Contraction,22.1,False,Downtrend,Above SMA20,25989.65,25936.85,43.2,9.6,N/A,6,Upside Breakout,8.65,9.15,51.6
17387,13-11-2025 13:25,25984.4,25984.6,25973.6,25981.0,11.0,16.54,7.4192,8.8,30.05,0.6651,66.5%,14.4142,0.06%,0.309,0.691,Bearish,Mild Contraction,20.0,False,Uptrend,Above SMA20,25989.65,25936.85,44.15,8.65,N/A,2,Upside Breakout,8.65,29.7,109.9
17399,13-11-2025 14:25,25909.85,25922.65,25907.8,25921.6,14.85,26.625,10.6106,14.05,50.85,0.5577,55.8%,22.9873,0.09%,0.791,0.209,Bullish,Moderate Contraction,32.4,False,Downtrend,Below SMA20,26010.7,25871.1,50.5,89.1,N/A,7,Downside Breakdown,1.25,39.45,55.45
17403,13-11-2025 14:45,25923.8,25931.4,25919.3,25922.8,12.1,27.425,10.7405,14.85,50.85,0.4412,44.1%,21.2363,0.08%,0.083,0.917,Bearish,Moderate Contraction,41.9,False,Downtrend,Below SMA20,25979.3,25871.1,51.7,56.5,N/A,3,Downside Breakdown,1.25,56.65,156.5
17407,13-11-2025 15:05,25889.2,25889.95,25876.35,25877.85,13.6,23.005,9.4528,12.1,43.75,0.5912,59.1%,22.2379,0.09%,0.835,0.165,Bearish,Moderate Contraction,48.4,True,Downtrend,Below SMA20,25939.95,25869.85,8.0,62.1,N/A,1,Downside Breakdown,3.7,111.55,111.55
17410,13-11-2025 15:20,25873.5,25883.8,25871.7,25876.15,12.1,22.53,10.4642,12.1,43.75,0.5371,53.7%,21.4708,0.08%,0.219,0.781,Bullish,Moderate Contraction,34.3,False,Downtrend,Below SMA20,25939.95,25866.15,10.0,63.8,N/A,2,Downside Breakdown,99.85,109.85,109.85
17418,14-11-2025 09:45,25855.5,25866.75,25852.35,25854.7,14.4,32.68,17.4962,12.1,60.45,0.4406,44.1%,32.9238,0.13%,0.056,0.944,Bearish,Strong Contraction,57.8,True,Downtrend,Below SMA20,25903.1,25766.3,88.4,48.4,N/A,3,Downside Breakdown,1.4,89.8,89.8
17423,14-11-2025 10:10,25789.85,25790.95,25773.85,25780.05,17.1,37.69,15.7476,14.4,62.85,0.4537,45.4%,34.0743,0.13%,0.573,0.427,Bearish,Moderate Contraction,38.3,False,Downtrend,Below SMA20,25879.15,25764.9,15.15,99.1,N/A,6,Downside Breakdown,13.2,24.75,81.35
17426,14-11-2025 10:25,25787.0,25792.35,25782.2,25783.35,10.15,31.49,15.7195,14.4,62.85,0.3223,32.2%,28.3658,0.11%,0.36,0.64,Bearish,Moderate Contraction,48.4,False,Downtrend,Below SMA20,25879.15,25764.9,18.45,95.8,N/A,3,Downside Breakdown,13.2,54.45,80.7
17434,14-11-2025 11:05,25842.5,25853.4,25839.95,25849.6,13.45,23.495,11.4683,10.15,51.8,0.5725,57.2%,25.5342,0.1%,0.528,0.472,Bullish,Moderate Contraction,46.7,True,Uptrend,Above SMA20,25861.4,25751.7,97.9,11.8,N/A,1,Upside Breakout,2.65,50.5,63.45
17437,14-11-2025 11:20,25821.65,25828.0,25813.95,25818.4,14.05,25.98,13.5145,11.9,51.8,0.5408,54.1%,25.937,0.1%,0.231,0.769,Bearish,Moderate Contraction,30.5,False,Uptrend,Above SMA20,25864.05,25751.7,66.7,45.65,N/A,,,,32.25,32.25
17440,14-11-2025 11:35,25808.5,25815.15,25799.05,25801.15,16.1,24.665,14.3264,8.75,51.8,0.6527,65.3%,22.507,0.09%,0.457,0.543,Bearish,Mild Contraction,16.5,False,Uptrend,Below SMA20,25864.05,25768.1,33.05,62.9,N/A,,,,15.0,38.1
17443,14-11-2025 11:50,25798.45,25809.05,25797.0,25800.0,12.05,20.195,10.7645,8.75,48.15,0.5967,59.7%,20.1829,0.08%,0.129,0.871,Bullish,Mild Contraction,23.9,False,Downtrend,Below SMA20,25864.05,25786.15,13.85,64.05,N/A,15,Downside Breakdown,4.4,34.95,39.25
17446,14-11-2025 12:05,25795.95,25802.55,25792.55,25797.1,10.0,18.035,11.4043,8.75,48.15,0.5545,55.4%,16.8509,0.07%,0.115,0.885,Bullish,Moderate Contraction,49.1,True,Downtrend,Below SMA20,25863.1,25786.15,10.95,66.0,N/A,12,Downside Breakdown,4.4,42.15,42.15
17456,14-11-2025 12:55,25803.0,25809.45,25797.7,25799.9,11.75,18.785,9.6578,10.0,39.4,0.6255,62.5%,17.4435,0.07%,0.264,0.736,Bearish,Mild Contraction,23.9,False,Uptrend,Below SMA20,25839.25,25792.05,7.85,39.35,N/A,1,Downside Breakdown,5.75,18.15,52.9
17461,14-11-2025 13:20,25804.7,25810.7,25801.95,25807.2,8.75,17.955,5.9146,11.75,30.7,0.4873,48.7%,16.5439,0.06%,0.286,0.714,Bullish,Moderate Contraction,39.9,False,Downtrend,Above SMA20,25836.3,25781.75,25.45,29.1,N/A,3,Downside Breakdown,16.6,60.2,66.4
17469,14-11-2025 14:00,25762.55,25770.3,25760.05,25766.85,10.25,21.045,8.4026,8.75,41.05,0.4871,48.7%,19.2749,0.07%,0.42,0.58,Bullish,Strong Contraction,56.2,True,Downtrend,Below SMA20,25820.2,25740.8,26.05,53.35,N/A,12,Upside Breakout,73.35,23.55,35.85
17484,14-11-2025 15:15,25930.95,25935.25,25913.65,25918.15,21.6,36.47,33.1553,15.15,125.95,0.5923,59.2%,34.2814,0.13%,0.593,0.407,Bearish,Moderate Contraction,42.3,True,Uptrend,Above SMA20,25940.2,25759.1,159.05,22.05,N/A,3,Upside Breakout,18.45,57.5,60.8
17488,17-11-2025 09:20,25952.45,25966.75,25942.8,25944.0,23.95,40.06,32.6432,17.8,125.95,0.5979,59.8%,33.2202,0.13%,0.353,0.647,Bearish,Mild Contraction,22.8,False,Uptrend,Above SMA20,25958.65,25759.1,184.9,14.65,N/A,1,Upside Breakout,17.0,34.95,35.8
17491,17-11-2025 09:35,25960.6,25973.0,25958.55,25961.15,14.45,40.685,32.2447,18.3,125.95,0.3552,35.5%,28.9714,0.11%,0.038,0.962,Bullish,Moderate Contraction,43.8,False,Uptrend,Above SMA20,25978.95,25767.6,193.55,17.8,N/A,4,Upside Breakout,0.85,18.65,25.4
17494,17-11-2025 09:50,25963.05,25968.75,25958.05,25964.75,10.7,25.3,11.1678,14.45,52.3,0.4229,42.3%,24.7202,0.1%,0.159,0.841,Bullish,Moderate Contraction,42.4,False,Uptrend,Above SMA20,25978.95,25906.3,58.45,14.2,N/A,1,Upside Breakout,0.85,20.45,40.0
17497,17-11-2025 10:05,25954.15,25962.4,25947.2,25948.7,15.2,22.855,12.0978,10.7,52.3,0.6651,66.5%,21.9601,0.08%,0.359,0.641,Bearish,Mild Contraction,17.8,False,Downtrend,Above SMA20,25979.8,25906.35,42.35,31.1,N/A,,,,22.65,23.95
17500,17-11-2025 10:20,25965.0,25971.35,25963.75,25967.2,7.6,15.97,4.5945,7.65,23.9,0.4759,47.6%,18.1026,0.07%,0.289,0.711,Bullish,Moderate Contraction,41.9,False,Uptrend,Above SMA20,25979.8,25944.3,22.9,12.6,N/A,1,Downside Breakdown,8.55,42.45,42.45
17506,17-11-2025 10:50,25939.8,25939.95,25929.3,25936.25,10.65,15.33,7.2292,7.6,31.2,0.6947,69.5%,16.2198,0.06%,0.333,0.667,Bearish,Moderate Contraction,35.6,True,Downtrend,Below SMA20,25971.35,25924.75,11.5,35.1,N/A,7,Downside Breakdown,3.55,17.95,21.15
17510,17-11-2025 11:10,25949.05,25949.05,25942.75,25946.2,6.3,13.925,6.9134,7.6,31.2,0.4524,45.2%,13.6791,0.05%,0.452,0.548,Bearish,Moderate Contraction,39.7,False,Downtrend,Below SMA20,25971.35,25924.75,21.45,25.15,N/A,3,Downside Breakdown,3.55,31.1,31.1
17522,17-11-2025 12:10,25969.35,25973.8,25965.95,25967.65,7.85,15.765,4.4871,10.2,24.45,0.4979,49.8%,14.778,0.06%,0.217,0.783,Bearish,Moderate Contraction,40.4,False,Uptrend,Above SMA20,25973.7,25915.1,52.55,6.05,N/A,1,Upside Breakout,2.95,21.05,29.25
17525,17-11-2025 12:25,25972.5,25975.35,25966.95,25967.6,8.4,13.265,4.9971,7.85,24.45,0.6332,63.3%,12.7352,0.05%,0.583,0.417,Bearish,Mild Contraction,26.7,False,Uptrend,Above SMA20,25976.7,25929.3,38.3,9.1,N/A,1,Upside Breakout,2.15,28.3,29.3
17528,17-11-2025 12:40,25981.85,25990.7,25981.8,25987.2,8.9,13.37,5.2411,7.85,24.45,0.6657,66.6%,12.4644,0.05%,0.601,0.399,Bullish,Mild Contraction,22.4,False,Uptrend,Above SMA20,25988.7,25944.15,43.05,1.5,N/A,1,Upside Breakout,7.2,14.4,21.55
17531,17-11-2025 12:55,25992.2,25996.85,25989.85,25994.1,7.0,12.38,5.1974,7.85,24.45,0.5654,56.5%,12.0751,0.05%,0.271,0.729,Bullish,Moderate Contraction,32.9,False,Uptrend,Above SMA20,25995.9,25949.25,44.85,1.8,N/A,1,Upside Breakout,1.0,24.8,28.45
17534,17-11-2025 13:10,25977.45,25984.45,25976.35,25980.95,8.1,11.625,3.4299,7.0,16.15,0.6968,69.7%,11.8918,0.05%,0.432,0.568,Bullish,Mild Contraction,20.6,False,Uptrend,Above SMA20,25996.9,25962.7,18.25,15.95,N/A,5,Upside Breakout,0.15,16.1,38.45
17541,17-11-2025 13:45,25993.7,26000.6,25992.4,25995.45,8.2,12.03,4.4253,5.8,17.6,0.6816,68.2%,12.4335,0.05%,0.213,0.787,Bullish,Mild Contraction,17.7,False,Uptrend,Above SMA20,25997.7,25965.65,29.8,2.25,N/A,1,Upside Breakout,5.5,27.8,27.8
17546,17-11-2025 14:10,26011.5,26015.35,26009.2,26010.5,6.15,14.075,4.6153,7.95,22.3,0.4369,43.7%,12.6586,0.05%,0.163,0.837,Bearish,Moderate Contraction,43.6,False,Uptrend,Above SMA20,26023.25,25965.65,44.85,12.75,N/A,15,Upside Breakout,0.95,30.5,33.3
17551,17-11-2025 14:35,26001.8,26005.1,25994.65,26004.25,10.45,15.175,7.4602,6.15,30.5,0.6886,68.9%,14.5675,0.06%,0.234,0.766,Bullish,Mild Contraction,14.3,False,Uptrend,Above SMA20,26023.25,25980.0,24.25,19.0,N/A,2,Downside Breakdown,2.8,27.05,27.05
17554,17-11-2025 14:50,25991.7,25994.0,25987.6,25991.3,6.4,17.51,7.8063,6.15,30.5,0.3655,36.6%,15.0262,0.06%,0.063,0.937,Bearish,Moderate Contraction,45.8,False,Downtrend,Below SMA20,26023.25,25977.2,14.1,31.95,N/A,7,Upside Breakout,0.95,28.2,61.15
17557,17-11-2025 15:05,26010.05,26013.1,26005.1,26012.7,8.0,17.045,8.2773,6.4,30.5,0.4693,46.9%,14.4046,0.06%,0.331,0.669,Bullish,Moderate Contraction,35.6,False,Uptrend,Above SMA20,26013.25,25977.2,35.5,0.55,N/A,1,Upside Breakout,1.7,82.55,82.55
17560,17-11-2025 15:20,26017.85,26020.2,26013.1,26014.3,7.1,13.2,7.8465,3.8,28.6,0.5379,53.8%,11.877,0.05%,0.5,0.5,Bearish,Mild Contraction,26.1,False,Uptrend,Above SMA20,26019.5,25977.2,37.1,5.2,N/A,1,Upside Breakout,4.7,84.15,118.5
17569,18-11-2025 09:50,25926.55,25926.55,25911.8,25916.45,14.75,25.81,26.8084,7.1,99.7,0.5715,57.1%,21.7096,0.08%,0.685,0.315,Bearish,Mild Contraction,21.2,False,Downtrend,Below SMA20,26029.85,25927.2,-10.75,113.4,N/A,1,Downside Breakdown,31.4,34.55,39.35
17572,18-11-2025 10:05,25910.9,25914.6,25897.15,25902.85,17.45,29.3,25.3553,14.75,99.7,0.5956,59.6%,22.1519,0.09%,0.461,0.539,Bearish,Mild Contraction,24.6,False,Downtrend,Below SMA20,26029.85,25881.9,20.95,127.0,N/A,6,Downside Breakdown,4.8,19.95,28.0
17575,18-11-2025 10:20,25908.7,25917.65,25908.7,25912.9,8.95,19.83,6.9428,9.0,31.85,0.4513,45.1%,18.4774,0.07%,0.469,0.531,Bullish,Moderate Contraction,42.0,False,Downtrend,Below SMA20,25971.75,25881.9,31.0,58.85,N/A,3,Downside Breakdown,4.8,35.8,35.8
17579,18-11-2025 10:40,25890.4,25894.85,25886.6,25891.8,8.25,17.09,6.2737,8.95,30.2,0.4827,48.3%,16.7198,0.06%,0.17,0.83,Bullish,Moderate Contraction,39.5,False,Downtrend,Below SMA20,25926.55,25877.1,14.7,34.75,N/A,3,Upside Breakout,4.3,44.4,57.6
17584,18-11-2025 11:05,25927.45,25932.25,25923.45,25930.55,8.8,16.495,6.2112,8.25,28.1,0.5335,53.3%,16.6325,0.06%,0.352,0.648,Bullish,Moderate Contraction,34.4,False,Uptrend,Above SMA20,25936.2,25877.1,53.45,5.65,N/A,2,Upside Breakout,9.9,18.85,52.65
17587,18-11-2025 11:20,25946.05,25949.4,25942.95,25943.2,6.45,15.11,6.9414,6.3,28.1,0.4269,42.7%,14.0225,0.05%,0.442,0.558,Bearish,Moderate Contraction,41.5,False,Uptrend,Above SMA20,25946.1,25877.1,66.1,2.9,N/A,4,Upside Breakout,10.55,34.15,40.0
17590,18-11-2025 11:35,25938.35,25944.8,25937.05,25943.85,7.75,15.18,7.2073,6.3,28.1,0.5105,51.1%,14.038,0.05%,0.71,0.29,Bullish,Moderate Contraction,32.7,False,Uptrend,Above SMA20,25949.4,25886.65,57.2,5.55,N/A,1,Upside Breakout,7.25,39.35,39.35
17596,18-11-2025 12:05,25969.5,25969.9,25963.1,25967.7,6.8,14.23,5.4092,6.45,22.2,0.4779,47.8%,13.5433,0.05%,0.265,0.735,Bearish,Moderate Contraction,38.7,False,Uptrend,Above SMA20,25983.2,25924.2,43.5,15.5,N/A,18,Upside Breakout,4.6,27.85,40.1
17603,18-11-2025 12:40,25940.7,25945.15,25936.4,25940.95,8.75,12.895,4.8933,6.35,20.8,0.6786,67.9%,13.2528,0.05%,0.029,0.971,Bullish,Mild Contraction,18.1,False,Downtrend,Below SMA20,25983.2,25930.8,10.15,42.25,N/A,2,Downside Breakdown,3.2,22.7,36.55
17608,18-11-2025 13:05,25960.25,25963.65,25956.1,25961.25,7.55,14.94,3.949,8.75,20.8,0.5054,50.5%,13.8925,0.05%,0.132,0.868,Bullish,Moderate Contraction,40.5,False,Uptrend,Above SMA20,25964.25,25927.6,33.65,3.0,N/A,1,Upside Breakout,0.95,16.25,26.55
17611,18-11-2025 13:20,25967.25,25976.7,25967.1,25971.8,9.6,14.885,4.7962,7.55,20.8,0.6449,64.5%,13.8537,0.05%,0.474,0.526,Bullish,Mild Contraction,23.1,False,Uptrend,Above SMA20,25973.1,25927.6,44.2,1.3,N/A,1,Upside Breakout,0.9,16.0,25.35
17617,18-11-2025 13:50,25973.85,25979.55,25972.95,25972.95,6.6,14.465,7.1791,7.1,29.25,0.4563,45.6%,14.1271,0.05%,0.136,0.864,Bearish,Moderate Contraction,39.4,False,Uptrend,Above SMA20,25987.8,25943.55,29.4,14.85,N/A,3,Upside Breakout,9.35,24.2,24.2
17630,18-11-2025 14:55,25939.2,25947.05,25937.2,25942.4,9.85,19.31,4.3539,13.15,26.2,0.5101,51.0%,16.0659,0.06%,0.325,0.675,Bullish,Moderate Contraction,41.7,False,Downtrend,Below SMA20,25997.15,25937.85,4.55,54.75,N/A,1,Downside Breakdown,19.0,65.9,86.2
17639,19-11-2025 09:25,25900.5,25915.55,25900.25,25904.5,15.3,30.49,19.4874,9.85,76.15,0.5018,50.2%,29.2086,0.11%,0.261,0.739,Bullish,Mild Contraction,29.9,False,Downtrend,Below SMA20,25953.75,25856.2,48.3,49.25,N/A,9,Upside Breakout,1.1,20.7,63.75
17642,19-11-2025 09:40,25909.8,25915.3,25901.2,25909.3,14.1,32.46,18.169,15.3,76.15,0.4344,43.4%,27.1198,0.1%,0.035,0.965,Bearish,Moderate Contraction,40.2,False,Uptrend,Below SMA20,25933.65,25856.2,53.1,24.35,N/A,5,Upside Breakout,2.55,26.9,68.65
17645,19-11-2025 09:55,25911.15,25924.05,25909.85,25920.35,14.2,30.76,18.9699,14.1,76.15,0.4616,46.2%,24.7855,0.1%,0.648,0.352,Bullish,Moderate Contraction,37.9,False,Uptrend,Above SMA20,25933.65,25856.2,64.15,13.3,N/A,2,Upside Breakout,2.55,50.1,58.8
17650,19-11-2025 10:20,25965.6,25970.45,25961.8,25967.25,8.65,20.57,7.4919,11.1,30.15,0.4205,42.1%,20.1906,0.08%,0.191,0.809,Bullish,Moderate Contraction,43.9,False,Uptrend,Above SMA20,25968.25,25883.8,83.45,1.0,N/A,1,Upside Breakout,3.3,20.85,41.65
17653,19-11-2025 10:35,25976.05,25979.15,25968.05,25969.05,11.1,17.8,6.7971,8.65,29.3,0.6236,62.4%,18.511,0.07%,0.631,0.369,Bearish,Mild Contraction,23.9,False,Uptrend,Above SMA20,25977.95,25883.8,85.25,8.9,N/A,17,Upside Breakout,16.85,29.05,51.25
17662,19-11-2025 11:20,25933.05,25941.6,25932.7,25938.4,8.9,16.455,4.462,8.3,23.2,0.5409,54.1%,16.1159,0.06%,0.601,0.399,Bullish,Moderate Contraction,36.1,False,Downtrend,Below SMA20,25979.15,25917.8,20.6,40.75,N/A,8,Upside Breakout,15.65,38.35,61.35
17665,19-11-2025 11:35,25950.25,25955.65,25949.3,25954.0,6.35,15.165,5.3808,4.35,23.2,0.4187,41.9%,13.2273,0.05%,0.591,0.409,Bullish,Moderate Contraction,40.6,False,Downtrend,Above SMA20,25969.75,25917.8,36.2,15.75,N/A,1,Upside Breakout,2.35,40.8,62.85
17668,19-11-2025 11:50,25974.5,25976.85,25970.6,25972.15,6.25,12.625,5.4297,4.35,19.95,0.495,49.5%,12.3604,0.05%,0.376,0.624,Bearish,Moderate Contraction,33.0,False,Uptrend,Above SMA20,25976.75,25917.8,54.35,4.6,N/A,2,Upside Breakout,18.05,38.2,59.55
17686,19-11-2025 13:20,26018.6,26022.6,26016.25,26019.9,6.35,14.24,3.5017,9.5,19.95,0.4459,44.6%,12.7406,0.05%,0.205,0.795,Bullish,Moderate Contraction,45.8,False,Downtrend,Above SMA20,26038.9,26012.25,7.65,19.0,N/A,1,Downside Breakdown,10.3,32.6,32.6
17692,19-11-2025 13:50,26011.15,26014.85,26009.1,26012.05,5.75,13.145,4.3688,6.35,19.95,0.4374,43.7%,12.0522,0.05%,0.157,0.843,Bullish,Moderate Contraction,43.5,False,Downtrend,Below SMA20,26038.9,25987.3,24.75,26.85,N/A,5,Upside Breakout,9.45,36.3,62.6
17698,19-11-2025 14:20,26044.1,26047.2,26040.55,26043.4,6.65,14.2,6.13,5.75,25.3,0.4683,46.8%,13.8753,0.05%,0.105,0.895,Bearish,Moderate Contraction,37.3,False,Uptrend,Above SMA20,26048.35,25987.3,56.1,4.95,N/A,1,Upside Breakout,0.6,31.25,31.25
17703,19-11-2025 14:45,26062.65,26064.3,26057.85,26058.6,6.45,14.685,7.5712,6.65,26.5,0.4392,43.9%,13.0287,0.05%,0.628,0.372,Bearish,Moderate Contraction,40.3,False,Uptrend,Above SMA20,26074.65,25993.4,65.2,16.05,N/A,9,Upside Breakout,61.35,11.75,77.4
17707,19-11-2025 15:05,26052.25,26054.4,26046.85,26052.8,7.55,11.365,6.1035,6.45,26.5,0.6643,66.4%,11.6362,0.04%,0.073,0.927,Bullish,Mild Contraction,20.7,False,Uptrend,Above SMA20,26074.65,26032.55,20.25,21.85,N/A,5,Upside Breakout,61.35,83.2,83.2
17719,20-11-2025 09:50,26089.0,26095.55,26083.25,26084.4,12.3,23.19,14.1358,8.85,52.85,0.5304,53.0%,21.8747,0.08%,0.374,0.626,Bearish,Mild Contraction,28.7,False,Uptrend,Above SMA20,26136.0,26041.15,43.25,51.6,N/A,11,Upside Breakout,5.55,24.95,46.45
17724,20-11-2025 10:15,26100.7,26109.35,26097.4,26103.5,11.95,19.855,8.9188,11.55,42.15,0.6019,60.2%,18.5275,0.07%,0.234,0.766,Bullish,Mild Contraction,29.1,False,Downtrend,Above SMA20,26111.9,26063.2,40.3,8.4,N/A,2,Upside Breakout,3.35,27.35,41.55
17727,20-11-2025 10:30,26114.0,26121.95,26112.75,26117.8,9.2,18.19,9.7821,7.95,42.15,0.5058,50.6%,16.0076,0.06%,0.413,0.587,Bullish,Moderate Contraction,33.3,False,Uptrend,Above SMA20,26115.25,26063.2,54.6,-2.55,N/A,1,Upside Breakout,6.5,27.25,27.25
17731,20-11-2025 10:50,26140.75,26145.05,26138.25,26138.8,6.8,13.23,4.4834,7.2,21.05,0.514,51.4%,13.9661,0.05%,0.287,0.713,Bearish,Moderate Contraction,37.8,False,Uptrend,Above SMA20,26141.55,26076.15,62.65,2.75,N/A,8,Upside Breakout,7.1,12.75,12.75
17740,20-11-2025 11:35,26147.75,26148.4,26141.2,26142.55,7.2,10.5,3.5051,6.8,17.45,0.6857,68.6%,10.96,0.04%,0.722,0.278,Bearish,Mild Contraction,23.4,False,Uptrend,Above SMA20,26148.65,26124.1,18.45,6.1,N/A,5,Upside Breakout,4.3,16.7,20.1
17747,20-11-2025 12:10,26141.15,26146.45,26140.15,26146.05,6.3,10.465,2.8567,7.2,15.5,0.602,60.2%,10.0816,0.04%,0.778,0.222,Bullish,Strong Contraction,52.9,True,Uptrend,Above SMA20,26152.95,26125.85,20.2,6.9,N/A,2,Upside Breakout,5.2,25.2,38.7
17752,20-11-2025 12:35,26164.6,26171.25,26164.0,26168.55,7.25,11.065,2.925,6.3,15.25,0.6552,65.5%,10.3743,0.04%,0.545,0.455,Bullish,Moderate Contraction,45.1,True,Uptrend,Above SMA20,26167.6,26125.85,42.7,-0.95,N/A,1,Upside Breakout,7.75,16.2,35.85
17763,20-11-2025 13:30,26203.2,26205.05,26198.85,26200.05,6.2,11.285,4.1771,7.0,18.6,0.5494,54.9%,11.2315,0.04%,0.508,0.492,Bearish,Moderate Contraction,34.7,False,Uptrend,Above SMA20,26204.4,26165.65,34.4,4.35,N/A,1,Upside Breakout,10.2,27.95,46.6
17768,20-11-2025 13:55,26224.3,26225.9,26218.6,26218.9,7.3,13.395,4.4657,6.2,18.6,0.545,54.5%,12.314,0.05%,0.74,0.26,Bearish,Moderate Contraction,32.6,False,Uptrend,Above SMA20,26228.0,26171.0,47.9,9.1,N/A,2,Upside Breakout,0.2,27.75,27.75
17771,20-11-2025 14:10,26224.4,26227.75,26221.95,26224.65,5.8,13.095,4.7118,6.2,18.6,0.4429,44.3%,10.9745,0.04%,0.043,0.957,Bullish,Moderate Contraction,42.4,False,Uptrend,Above SMA20,26228.2,26172.9,51.75,3.55,N/A,1,Upside Breakout,18.45,25.85,55.05
17784,20-11-2025 15:15,26204.6,26205.25,26187.3,26191.15,17.95,29.07,9.0093,19.6,48.25,0.6175,61.7%,24.7942,0.09%,0.749,0.251,Bearish,Moderate Contraction,30.9,False,Downtrend,Below SMA20,26236.5,26169.6,21.55,45.35,N/A,3,Downside Breakdown,75.15,96.7,96.7
17789,21-11-2025 09:25,26159.7,26169.95,26156.2,26158.2,13.75,28.35,13.0352,12.85,48.25,0.485,48.5%,30.512,0.12%,0.109,0.891,Bearish,Moderate Contraction,36.7,False,Downtrend,Below SMA20,26217.85,26094.45,63.75,59.65,N/A,6,Downside Breakdown,1.0,49.15,93.1
17794,21-11-2025 09:50,26120.6,26123.95,26109.05,26109.15,14.9,22.775,11.8172,12.85,47.7,0.6542,65.4%,25.1755,0.1%,0.768,0.232,Bearish,Mild Contraction,21.8,False,Downtrend,Below SMA20,26205.25,26094.45,14.7,96.1,N/A,1,Downside Breakdown,1.0,44.05,53.2
17797,21-11-2025 10:05,26094.15,26096.95,26084.65,26086.5,12.3,25.43,10.9693,13.7,47.7,0.4837,48.4%,24.0272,0.09%,0.622,0.378,Bearish,Moderate Contraction,38.3,False,Downtrend,Below SMA20,26174.0,26092.1,-5.6,87.5,N/A,1,Downside Breakdown,11.45,30.55,30.55
17800,21-11-2025 10:20,26066.1,26069.9,26055.95,26068.45,13.95,20.8,6.6428,12.3,30.1,0.6707,67.1%,21.7344,0.08%,0.168,0.832,Bullish,Mild Contraction,22.9,False,Downtrend,Below SMA20,26174.0,26065.1,3.35,105.55,N/A,1,Downside Breakdown,3.9,11.3,42.1
17804,21-11-2025 10:40,26075.55,26076.65,26068.8,26071.55,7.85,18.135,6.0629,12.3,28.6,0.4329,43.3%,18.0338,0.07%,0.51,0.49,Bearish,Moderate Contraction,43.7,False,Downtrend,Below SMA20,26123.95,26055.95,15.6,52.4,N/A,18,Upside Breakout,2.4,23.8,39.0
17808,21-11-2025 11:00,26093.2,26095.35,26084.85,26085.7,10.5,16.525,6.0057,7.85,28.85,0.6354,63.5%,17.732,0.07%,0.714,0.286,Bearish,Mild Contraction,22.6,False,Downtrend,Below SMA20,26096.5,26055.95,29.75,10.8,N/A,2,Upside Breakout,14.05,24.85,24.85
17811,21-11-2025 11:15,26107.2,26108.15,26098.65,26099.55,9.5,17.125,7.0155,7.85,28.85,0.5547,55.5%,18.0608,0.07%,0.805,0.195,Bearish,Moderate Contraction,30.2,False,Uptrend,Above SMA20,26110.55,26059.95,39.6,11.0,N/A,10,Upside Breakout,0.35,28.6,28.6
17815,21-11-2025 11:35,26085.45,26097.65,26085.1,26090.9,12.55,18.925,7.0682,9.5,28.85,0.6631,66.3%,18.2879,0.07%,0.434,0.566,Bullish,Mild Contraction,20.1,False,Uptrend,Above SMA20,26110.55,26061.1,29.8,19.65,N/A,6,Upside Breakout,0.35,19.95,69.8
17818,21-11-2025 11:50,26090.25,26097.5,26088.8,26096.3,8.7,17.015,7.3584,5.95,27.15,0.5113,51.1%,15.8704,0.06%,0.695,0.305,Bullish,Moderate Contraction,31.5,False,Uptrend,Above SMA20,26110.55,26064.8,31.5,14.25,N/A,3,Upside Breakout,0.35,43.45,64.4
