direction,entry_time,exit_time,entry_price,exit_price,vwap_at_entry,price_vs_vwap,sl_at_entry,sl_at_exit,be_triggered,pnl,mfe_pts,mae_pts,exit_reason
long,2025-12-22 10:25:00+05:30,2025-12-22 15:00:00+05:30,26124.85,26176.7,26122.31,2.54,26105.705829869767,26105.705829869767,False,51.85,54.6,13.1,SOFT_EOD_EXIT
short,2025-12-26 10:25:00+05:30,2025-12-26 14:50:00+05:30,26091.75,26018.212237401705,26099.07,-7.32,26102.91253154601,26018.212237401705,True,73.54,83.15,5.85,TRAIL_SL
long,2025-12-31 14:15:00+05:30,2025-12-31 15:00:00+05:30,26160.95,26146.2875171611,26075.96,84.99,26146.2875171611,26146.2875171611,False,-14.66,27.0,28.95,STOP_LOSS
long,2026-01-02 10:25:00+05:30,2026-01-02 12:45:00+05:30,26247.1,26302.15787665512,26231.76,15.34,26226.79093433461,26302.15787665512,True,55.06,65.3,12.05,TRAIL_SL
short,2026-01-05 14:30:00+05:30,2026-01-05 14:45:00+05:30,26246.5,26259.745531314387,26313.08,-66.58,26259.745531314387,26259.745531314387,False,-13.25,12.7,14.6,STOP_LOSS
short,2026-01-09 14:45:00+05:30,2026-01-09 15:00:00+05:30,25669.95,25679.45,25762.81,-92.86,25685.855858639734,25685.855858639734,False,-9.5,11.6,14.65,SOFT_EOD_EXIT
short,2026-01-13 14:30:00+05:30,2026-01-13 14:35:00+05:30,25640.25,25660.128855814666,25725.98,-85.73,25660.128855814666,25660.128855814666,False,-19.88,5.45,33.95,STOP_LOSS
short,2026-01-16 14:15:00+05:30,2026-01-16 14:35:00+05:30,25687.4,25704.927885839606,25765.07,-77.67,25704.927885839606,25704.927885839606,False,-17.53,7.9,23.2,STOP_LOSS
short,2026-01-19 10:20:00+05:30,2026-01-19 13:45:00+05:30,25540.65,25561.894790236798,25553.22,-12.57,25561.894790236798,25561.894790236798,False,-21.24,46.3,35.4,STOP_LOSS
short,2026-01-20 10:05:00+05:30,2026-01-20 14:00:00+05:30,25479.8,25375.129422361817,25484.47,-4.67,25502.260616765678,25375.129422361817,True,104.67,130.25,24.2,TRAIL_SL
short,2026-01-20 14:20:00+05:30,2026-01-20 14:25:00+05:30,25366.55,25381.330498366864,25443.05,-76.5,25381.330498366864,25381.330498366864,False,-14.78,4.15,25.8,STOP_LOSS
short,2026-01-20 14:30:00+05:30,2026-01-20 15:25:00+05:30,25379.15,25198.763248318224,25441.16,-62.01,25394.43746321778,25198.763248318224,True,180.39,207.8,5.3,TRAIL_SL
