Date,Price,Open,High,Low,Vol.,Change %
21-02-2013,16.94,15.6,17.25,15.25,,8.59%
22-02-2013,16.79,16.94,17.29,16.36,,-0.89%
25-02-2013,16.73,16.79,17.33,16.61,,-0.36%
26-02-2013,17.36,16.73,17.6,16.47,,3.77%
27-02-2013,16.23,17.36,17.36,16.11,,-6.51%
28-02-2013,14.86,16.23,16.23,14.59,,-8.44%
01-03-2013,14.06,14.86,15.09,13.93,,-5.38%
04-03-2013,13.67,14.06,14.51,13.67,,-2.77%
05-03-2013,13.39,13.67,13.74,13.22,,-2.05%
06-03-2013,13.4,13.39,13.6,12.9,,0.07%
07-03-2013,13.07,13.4,13.62,12.83,,-2.46%
08-03-2013,13.34,12.85,13.58,12.85,,2.07%
11-03-2013,14.25,13.34,14.32,13.12,,6.82%
12-03-2013,15.13,14.25,15.67,13.7,,6.18%
13-03-2013,16.2,15.13,16.43,14.69,,7.07%
14-03-2013,14.66,16.2,17.16,14.58,,-9.51%
15-03-2013,15.16,14.66,15.29,14.19,,3.41%
18-03-2013,15.85,15.16,16.59,15.16,,4.55%
19-03-2013,16.71,15.85,17.84,14.83,,5.43%
20-03-2013,16.66,16.71,17.44,16.17,,-0.30%
21-03-2013,16.51,16.66,17.24,15.9,,-0.90%
22-03-2013,15.54,16.51,16.51,15.45,,-5.88%
25-03-2013,16.36,15.54,16.36,14.92,,5.28%
26-03-2013,15.8,16.36,16.84,15.64,,-3.42%
28-03-2013,15.22,15.8,16.2,15.22,,-3.67%
01-04-2013,14.85,15.22,15.85,14.8,,-2.43%
02-04-2013,14.1,14.85,15.09,14.1,,-5.05%
03-04-2013,14.87,14.1,15.06,13.84,,5.46%
04-04-2013,15.85,14.87,16.08,14.8,,6.59%
05-04-2013,16.16,15.85,16.47,15.23,,1.96%
08-04-2013,16.77,15.67,16.96,15.67,,3.77%
09-04-2013,16.82,15.82,17.26,15.82,,0.30%
10-04-2013,16.49,16.82,17.43,16.03,,-1.96%
11-04-2013,16.97,16.49,17.59,15.99,,2.91%
12-04-2013,16.45,16.97,17.26,16.33,,-3.06%
15-04-2013,16.61,16.45,17.07,16.24,,0.97%
16-04-2013,16.25,16.61,16.8,16.04,,-2.17%
17-04-2013,16.36,16.25,16.58,15.76,,0.68%
18-04-2013,15.36,16.36,16.49,15.21,,-6.11%
22-04-2013,16.22,15.36,17.25,15.36,,5.60%
23-04-2013,15.07,16.22,16.45,14.63,,-7.09%
25-04-2013,14.2,15.07,15.58,13.87,,-5.77%
26-04-2013,13.88,14.6,14.6,13.84,,-2.25%
29-04-2013,14.33,13.88,14.72,13.88,,3.24%
30-04-2013,15.1,14.33,15.64,13.81,,5.37%
02-05-2013,16.28,15.1,16.73,15.1,,7.81%
03-05-2013,15.55,16.28,16.55,15.43,,-4.48%
06-05-2013,15.84,15.55,16.59,15.53,,1.86%
07-05-2013,16.5,15.84,16.53,15.56,,4.17%
08-05-2013,16.76,16.5,17.22,16.01,,1.58%
09-05-2013,16.6,16.76,17.15,16.53,,-0.95%
10-05-2013,16.86,16.6,17.13,16.4,,1.57%
11-05-2013,16.84,16.86,16.89,15.85,,-0.12%
13-05-2013,17.51,16.84,17.79,16.77,,3.98%
14-05-2013,17.17,16.53,17.7,16.53,,-1.94%
15-05-2013,18.13,17.17,18.16,16.54,,5.59%
16-05-2013,17.74,18.13,18.52,17.46,,-2.15%
17-05-2013,17.57,17.74,17.83,16.76,,-0.96%
20-05-2013,17.71,17.57,17.99,17.3,,0.80%
21-05-2013,17.88,16.99,18.22,16.99,,0.96%
22-05-2013,17.72,17.88,18.03,16.95,,-0.89%
23-05-2013,18.73,17.72,19.36,16.96,,5.70%
24-05-2013,17.7,18.73,18.8,17.61,,-5.50%
27-05-2013,17.03,17.7,18.04,16.68,,-3.79%
28-05-2013,17.12,17.03,17.62,16.63,,0.53%
29-05-2013,17.86,16.79,17.87,16.79,,4.32%
30-05-2013,16.04,17.86,17.86,15.84,,-10.19%
31-05-2013,16.99,16.04,17.21,15.88,,5.92%
03-06-2013,17.29,16.99,17.92,16.99,,1.77%
04-06-2013,17.26,17.29,17.55,16.72,,-0.17%
05-06-2013,16.78,16.79,17.5,16.78,,-2.78%
06-06-2013,17.35,16.78,17.52,16.59,,3.40%
07-06-2013,17.35,17.35,17.51,16.78,,0.00%
10-06-2013,18.11,17.35,18.63,17.04,,4.38%
11-06-2013,19.49,17.41,19.59,17.41,,7.62%
12-06-2013,18.85,19.49,19.85,18.75,,-3.28%
13-06-2013,19.44,18.85,19.77,17.76,,3.13%
14-06-2013,18.35,19.44,19.44,17.65,,-5.61%
17-06-2013,18.18,18.28,19.35,18.13,,-0.93%
18-06-2013,18.29,17.89,18.85,17.89,,0.61%
19-06-2013,18.46,18.29,18.68,17.75,,0.93%
20-06-2013,19.19,18.46,19.74,17.85,,3.95%
21-06-2013,19.03,19.19,19.73,18.19,,-0.83%
24-06-2013,21.01,19.03,21.79,18.48,,10.40%
25-06-2013,21.14,21.01,22.11,20.33,,0.62%
26-06-2013,21.07,21.14,21.22,20.08,,-0.33%
27-06-2013,18.85,21.07,21.07,18.62,,-10.54%
28-06-2013,17.95,18.85,18.85,17.62,,-4.77%
01-07-2013,18.09,17.95,18.72,17.95,,0.78%
02-07-2013,18.21,18.09,18.55,17.98,,0.66%
03-07-2013,18.91,18.21,19.13,17.81,,3.84%
04-07-2013,18.58,18.91,19,18,,-1.75%
05-07-2013,18.67,18.58,19.01,17.75,,0.48%
08-07-2013,19.34,18.67,19.85,18.38,,3.59%
09-07-2013,19.32,19.34,19.53,18.41,,-0.10%
10-07-2013,19.98,19.32,20.11,18.33,,3.42%
11-07-2013,18.89,19.98,19.98,18.13,,-5.46%
12-07-2013,18.69,18.89,18.96,17.68,,-1.06%
15-07-2013,18.79,18.69,19.54,17.63,,0.54%
16-07-2013,18.99,18.79,19.82,17.79,,1.06%
17-07-2013,19.36,18.99,19.59,17.76,,1.95%
18-07-2013,18.27,19.36,19.4,18.07,,-5.63%
19-07-2013,18.13,18.27,18.28,17.71,,-0.77%
22-07-2013,17.63,18.03,18.66,17.62,,-2.76%
23-07-2013,16.72,17.63,17.63,16.43,,-5.16%
24-07-2013,16.91,16.72,18.05,16.6,,1.14%
25-07-2013,16.72,16.98,17.09,16.18,,-1.12%
26-07-2013,16.78,16.54,17.05,16.27,,0.36%
29-07-2013,18.25,16.78,18.42,16.78,,8.76%
30-07-2013,18.12,18.25,18.46,17.06,,-0.71%
31-07-2013,18.77,18.12,19.29,18.12,,3.59%
01-08-2013,19.81,18.77,20.9,17.72,,5.54%
02-08-2013,20.89,19.81,21.22,19,,5.45%
05-08-2013,20.8,20.89,21.62,20.56,,-0.43%
06-08-2013,22.73,20.8,22.75,20.32,,9.28%
07-08-2013,22.04,22.73,23.28,21.86,,-3.04%
08-08-2013,21.19,22.04,22.04,20.59,,-3.86%
12-08-2013,21.28,21.19,21.99,20.17,,0.42%
13-08-2013,19.26,20.26,21.11,19.07,,-9.49%
14-08-2013,18.7,19.26,19.62,18.27,,-2.91%
16-08-2013,23.64,18.7,24.76,18.07,,26.42%
19-08-2013,25.59,23.64,26.99,23.64,,8.25%
20-08-2013,27.23,25.59,27.43,24.86,,6.41%
21-08-2013,28.09,27.23,29.96,24.25,,3.16%
22-08-2013,29.06,28.09,29.86,27.99,,3.45%
23-08-2013,25.75,27.68,27.84,25.34,,-11.39%
26-08-2013,26.38,25.75,27.43,24.72,,2.45%
27-08-2013,29.42,26.38,30.04,25.97,,11.52%
28-08-2013,32.38,29.42,36.02,29.42,,10.06%
29-08-2013,29.41,32.38,32.44,28.83,,-9.17%
30-08-2013,27.81,29.41,30.31,27.11,,-5.44%
02-09-2013,27.55,27.81,28.55,26.97,,-0.93%
03-09-2013,32.49,27.55,32.66,26.76,,17.93%
04-09-2013,31.11,32.49,33.02,30.83,,-4.25%
05-09-2013,28.53,31.11,31.11,27.51,,-8.29%
06-09-2013,28.65,28.53,29.28,27.63,,0.42%
10-09-2013,29.44,28.65,29.52,27.09,,2.76%
11-09-2013,29.75,29.44,31.16,28.48,,1.05%
12-09-2013,29.71,29.75,30.8,26.7,,-0.13%
13-09-2013,28.29,29.71,29.71,28.17,,-4.78%
16-09-2013,28.82,28.29,29.67,25.9,,1.87%
17-09-2013,27.93,28.82,29.58,27.6,,-3.09%
18-09-2013,27.69,27.93,28.49,26.99,,-0.86%
19-09-2013,24.5,23.62,25.36,23.56,,-11.52%
20-09-2013,24.73,24.5,26.18,23.4,,0.94%
23-09-2013,27.02,24.73,27.24,24.73,,9.26%
24-09-2013,26.72,27.02,28.49,26.27,,-1.11%
25-09-2013,25.68,26.72,27.05,25.05,,-3.89%
26-09-2013,24,25.68,25.8,23.57,,-6.54%
27-09-2013,24.06,24,25.24,23.36,,0.25%
30-09-2013,26.65,25,26.65,24.91,,10.76%
01-10-2013,25.77,26.65,28.02,25.74,,-3.30%
03-10-2013,25.17,25.77,25.89,24.93,,-2.33%
04-10-2013,26.13,24.5,26.74,24.5,,3.81%
07-10-2013,26.83,26.13,27.93,26.13,,2.68%
08-10-2013,26.55,26.83,27.38,24.65,,-1.04%
09-10-2013,25.87,26.03,27.16,25.75,,-2.56%
10-10-2013,25.88,25.87,26.95,25.02,,0.04%
11-10-2013,23.59,23.08,25.42,23.08,,-8.85%
14-10-2013,22.85,23.59,24.42,22.72,,-3.14%
15-10-2013,23.24,22.85,23.99,20.91,,1.71%
17-10-2013,21.06,23.24,23.24,21.02,,-9.38%
18-10-2013,20.12,21.06,21.06,19.32,,-4.46%
21-10-2013,20.18,19.16,21.1,19.16,,0.30%
22-10-2013,19.96,20.18,20.43,19.21,,-1.09%
23-10-2013,20.35,19.96,20.79,18.76,,1.95%
24-10-2013,20.64,20.35,21.27,19.2,,1.43%
25-10-2013,20.42,20.64,21.04,19.87,,-1.07%
28-10-2013,21.29,20.42,21.56,20.11,,4.26%
29-10-2013,19.76,21.29,21.54,19.6,,-7.19%
30-10-2013,19.53,19.76,20.06,18.84,,-1.16%
31-10-2013,18.39,19.53,19.75,18.21,,-5.84%
01-11-2013,18.64,18.39,19.39,17.86,,1.36%
03-11-2013,19.34,18.64,19.39,18.24,,3.76%
05-11-2013,19.94,19.49,20.26,19.28,,3.10%
06-11-2013,20.25,19.94,20.46,18.55,,1.55%
07-11-2013,19.87,20.25,20.63,19.62,,-1.88%
08-11-2013,19.64,19.87,20.49,19.16,,-1.16%
11-11-2013,19.98,19.64,20.71,19.32,,1.73%
12-11-2013,20.86,19.98,20.86,18.73,,4.40%
13-11-2013,20.45,20.86,21.12,20.15,,-1.97%
14-11-2013,19.26,18.62,19.6,18.58,,-5.82%
18-11-2013,18.82,19.26,19.55,17.48,,-2.28%
19-11-2013,19.3,17.7,19.39,17.7,,2.55%
20-11-2013,20.83,19.3,20.88,18.24,,7.93%
21-11-2013,21.14,20.83,22.36,19.76,,1.49%
22-11-2013,20.04,21.14,21.32,19.97,,-5.20%
25-11-2013,21.05,20.04,21.27,19.49,,5.04%
26-11-2013,21.59,21.05,22.01,20.3,,2.57%
27-11-2013,21.14,21.59,22.01,20.54,,-2.08%
28-11-2013,20.71,20.18,20.91,20.18,,-2.03%
29-11-2013,21.38,20.37,21.53,20.25,,3.24%
02-12-2013,23.36,21.38,23.36,21.3,,9.26%
03-12-2013,24.72,23.36,25.09,22.96,,5.82%
04-12-2013,23.71,24.72,25.45,23.34,,-4.09%
05-12-2013,21.68,20.58,22.07,20.08,,-8.56%
06-12-2013,22.21,21.68,22.36,21.08,,2.44%
09-12-2013,19.16,22.21,22.21,18.09,,-13.73%
10-12-2013,17.98,19.16,19.16,17.96,,-6.16%
11-12-2013,17.54,17.98,18.53,17.08,,-2.45%
12-12-2013,17.74,17.03,17.93,17.03,,1.14%
13-12-2013,17.84,16.79,18,16.79,,0.56%
16-12-2013,18.36,17.84,18.76,17.54,,2.91%
17-12-2013,18.33,18.36,18.61,17.13,,-0.16%
18-12-2013,17.54,18.33,18.46,17.06,,-4.31%
19-12-2013,16.58,17.54,17.54,15.63,,-5.47%
20-12-2013,16.02,16.58,16.72,15.51,,-3.38%
23-12-2013,16.26,16.02,17.13,15.91,,1.50%
24-12-2013,15.58,16.26,16.94,15.52,,-4.18%
26-12-2013,14.88,15.58,16.27,14.62,,-4.49%
27-12-2013,14.66,14.88,15.51,14.62,,-1.48%
30-12-2013,15.08,14.66,15.52,14.66,,2.86%
31-12-2013,15.12,15.08,15.44,14.75,,0.27%
01-01-2014,15.58,15.12,15.58,15.1,,3.04%
02-01-2014,16.55,15.58,16.97,15.33,,6.23%
03-01-2014,15.87,16.55,17.32,15.79,,-4.11%
06-01-2014,16.5,15.87,16.91,15.87,,3.97%
07-01-2014,16.32,16.5,16.91,16.1,,-1.09%
08-01-2014,16.32,16.32,16.48,15.82,,0.00%
09-01-2014,16.18,16.32,16.64,15.9,,-0.86%
10-01-2014,15.58,16.18,16.37,15.02,,-3.71%
13-01-2014,15.95,15.58,16.03,14.61,,2.37%
14-01-2014,15.74,15.95,16.27,15.13,,-1.32%
15-01-2014,15.42,15.74,15.88,14.7,,-2.03%
16-01-2014,15.54,15.42,15.82,14.4,,0.78%
17-01-2014,15.41,15.54,15.83,14.1,,-0.84%
20-01-2014,15.35,15.41,16.07,14.77,,-0.39%
21-01-2014,15.55,15.35,15.71,13.88,,1.30%
22-01-2014,15.85,15.55,15.87,14.92,,1.93%
23-01-2014,15.58,15.85,16.03,15.14,,-1.70%
24-01-2014,15.83,15.58,16.18,15.24,,1.60%
27-01-2014,18.67,15.83,18.67,15.83,,17.94%
28-01-2014,17.72,18.67,18.72,17.61,,-5.09%
29-01-2014,18.04,17.72,18.15,16.73,,1.81%
30-01-2014,17.25,18.04,18.34,17.07,,-4.38%
31-01-2014,16.82,17.25,17.33,16.64,,-2.49%
03-02-2014,18.27,16.82,18.34,16.82,,8.62%
04-02-2014,18.69,18.27,19.82,18.05,,2.30%
05-02-2014,18.93,18.69,20.09,17.74,,1.28%
06-02-2014,18.94,18.93,20.23,18,,0.05%
07-02-2014,18.55,18.94,19.11,17.7,,-2.06%
10-02-2014,19.05,18.55,19.2,17.58,,2.70%
11-02-2014,18.63,19.05,19.05,17.4,,-2.20%
12-02-2014,17.43,18.63,18.63,16.12,,-6.44%
13-02-2014,17.8,17.43,17.96,15.22,,2.12%
14-02-2014,16.66,17.8,17.83,15.61,,-6.40%
17-02-2014,15.83,16.66,17.02,15.54,,-4.98%
18-02-2014,15.41,15.83,15.83,13.68,,-2.65%
19-02-2014,15.07,15.41,15.41,14.05,,-2.21%
20-02-2014,15.16,15.07,15.72,14.27,,0.60%
21-02-2014,14.04,15.16,15.16,13.88,,-7.39%
24-02-2014,14.3575,14.04,14.8275,13.685,,2.26%
25-02-2014,13.95,14.3575,14.3575,13.5325,,-2.84%
26-02-2014,13.955,13.95,14.195,13.2375,,0.04%
28-02-2014,14.1775,13.955,14.87,13.545,,1.59%
03-03-2014,15.2825,14.1775,15.7325,13.9425,,7.79%
04-03-2014,14.3925,15.2825,15.3675,13.9275,,-5.82%
05-03-2014,13.8425,14.3925,14.4325,13.335,,-3.82%
06-03-2014,14.475,13.8425,14.6425,12.5,,4.57%
07-03-2014,16.72,14.475,16.905,13.2625,,15.51%
10-03-2014,17.7775,16.72,17.9875,15.95,,6.32%
11-03-2014,17.325,17.7775,17.9225,14.2675,,-2.55%
12-03-2014,17.04,17.325,17.44,16.0875,,-1.65%
13-03-2014,16.82,17.04,17.0825,14.65,,-1.29%
14-03-2014,16.4475,16.82,17.2875,14.2875,,-2.21%
18-03-2014,17.1275,16.4475,17.555,15.73,,4.13%
19-03-2014,16.8825,17.1275,17.325,15.6675,,-1.43%
20-03-2014,16.91,16.8825,17.145,15.4125,,0.16%
21-03-2014,16.185,16.91,16.91,14.3875,,-4.29%
22-03-2014,15.875,16.185,16.185,13.135,,-1.92%
24-03-2014,16.5375,15.875,17.2,15.235,,4.17%
25-03-2014,16.92,16.5375,17.1275,15.415,,2.31%
26-03-2014,17.765,16.92,18.2525,15.72,,4.99%
27-03-2014,18.3725,17.765,18.725,17.235,,3.42%
28-03-2014,18.63,18.3725,19.15,17.095,,1.40%
31-03-2014,21.6225,18.63,21.8,17.49,,16.06%
01-04-2014,20.685,21.6225,21.6725,19.5425,,-4.34%
02-04-2014,21.2125,20.685,21.295,16.8575,,2.55%
03-04-2014,22.1075,21.2125,22.3125,17.3075,,4.22%
04-04-2014,22.6875,22.1075,22.83,16.6675,,2.62%
07-04-2014,24.9525,22.6875,25.49,17.6925,,9.98%
09-04-2014,26.9125,24.9525,27.0875,22.3925,,7.85%
10-04-2014,28.7175,26.9125,29.71,21.11,,6.71%
11-04-2014,29.185,28.7175,29.48,20.825,,1.63%
15-04-2014,31.875,29.185,32.62,22.8725,,9.22%
16-04-2014,31.16,31.875,32.0775,21.675,,-2.24%
17-04-2014,30.8525,31.16,31.33,21.645,,-0.99%
21-04-2014,34.385,30.8525,38.0425,30.8525,,11.45%
22-04-2014,33.355,34.385,37.23,32.94,,-3.00%
23-04-2014,31.1325,33.355,34.25,28.07,,-6.66%
25-04-2014,30.68,31.1325,32.98,30.115,,-1.45%
28-04-2014,31.385,30.68,31.925,30.5025,,2.30%
29-04-2014,31.05,31.385,32.435,30.4925,,-1.07%
30-04-2014,30.5925,31.05,31.4625,30.025,,-1.47%
02-05-2014,33.055,30.5925,33.4225,29.1825,,8.05%
05-05-2014,34.1875,33.055,35.305,30.9875,,3.43%
06-05-2014,33.2675,34.1875,34.3025,31.365,,-2.69%
07-05-2014,33.6125,33.2675,34.455,30.3125,,1.04%
08-05-2014,34.3,33.6125,35.01,29.61,,2.05%
09-05-2014,37.705,34.3,38.9575,32.6775,,9.93%
12-05-2014,37.105,37.705,39.3,33.815,,-1.59%
13-05-2014,32.0475,37.105,37.105,28.245,,-13.63%
14-05-2014,32.42,32.0475,32.995,28.61,,1.16%
15-05-2014,36.765,32.42,37.48,31.1375,,13.40%
16-05-2014,24.2925,36.765,36.765,21.7375,,-33.92%
19-05-2014,20.63,24.2925,24.2925,19.62,,-15.08%
20-05-2014,19.2325,20.63,21.13,16.17,,-6.77%
21-05-2014,17.91,19.2325,19.2325,14.5575,,-6.88%
22-05-2014,17.835,17.91,18.6825,14.7575,,-0.42%
23-05-2014,17.705,17.835,18.1025,13.9675,,-0.73%
26-05-2014,19.84,17.705,20.5975,14.59,,12.06%
27-05-2014,19.1,19.84,21.415,17.775,,-3.73%
28-05-2014,17.5575,19.1,19.5575,17.3375,,-8.08%
29-05-2014,16.69,17.5575,17.775,16.17,,-4.94%
30-05-2014,16.335,16.69,16.9475,15.8725,,-2.13%
02-06-2014,16.4975,16.335,17.1025,15.7125,,0.99%
03-06-2014,15.795,16.4975,16.895,15.1625,,-4.26%
04-06-2014,15.565,15.795,15.92,14.4425,,-1.46%
05-06-2014,15.4475,15.565,16.0425,14.125,,-0.75%
06-06-2014,15.9825,15.4475,16.455,13.7425,,3.46%
09-06-2014,17.095,15.9825,17.4225,14.6325,,6.96%
10-06-2014,16.6625,17.095,18.125,14.385,,-2.53%
11-06-2014,17.06,16.6625,17.5,14.0025,,2.39%
12-06-2014,16.9025,17.06,17.4825,15.69,,-0.92%
13-06-2014,17.7625,16.9025,17.9625,14.5175,,5.09%
16-06-2014,17.9825,17.7625,18.535,15.255,,1.24%
17-06-2014,17.695,17.9825,18.4775,16.605,,-1.60%
18-06-2014,18.58,17.695,19.135,14.55,,5.00%
19-06-2014,18.7425,18.58,19.375,16.9575,,0.87%
20-06-2014,18.8475,18.7425,19.245,15.5925,,0.56%
23-06-2014,18.9625,18.8475,19.535,17.815,,0.61%
24-06-2014,19.1875,18.9625,20.605,18.68,,1.19%
25-06-2014,18.3125,19.1875,20.1175,18.105,,-4.56%
26-06-2014,17.7025,18.3125,18.4975,17.1025,,-3.33%
27-06-2014,17.6275,17.7025,18.37,17.375,,-0.42%
30-06-2014,17.8725,17.6275,18.4525,17.5925,,1.39%
01-07-2014,17.6625,17.8725,18.15,17.24,,-1.17%
02-07-2014,17.57,17.6625,17.79,17.09,,-0.52%
03-07-2014,17.805,17.57,18.2625,17.2325,,1.34%
04-07-2014,18.155,17.805,18.685,17.06,,1.97%
07-07-2014,19.4075,18.155,19.575,17.5525,,6.90%
08-07-2014,19.18,19.4075,19.9475,18.155,,-1.17%
09-07-2014,18.1875,19.18,19.305,18.01,,-5.17%
10-07-2014,15.965,18.1875,18.1875,15.41,,-12.22%
11-07-2014,15.7225,15.965,16.0225,14.845,,-1.52%
14-07-2014,15.5625,15.7225,16.7075,14.9825,,-1.02%
15-07-2014,14.7675,15.5625,15.5625,13.8425,,-5.11%
16-07-2014,14.73,14.7675,15.0825,13.815,,-0.25%
17-07-2014,14.965,14.73,15.18,11.9425,,1.60%
18-07-2014,15.095,14.965,15.5275,12.9775,,0.87%
21-07-2014,14.8975,15.095,15.505,13.625,,-1.31%
22-07-2014,14.64,14.8975,14.8975,12.2475,,-1.73%
23-07-2014,14.69,14.64,15.095,12.465,,0.34%
24-07-2014,14.72,14.69,15.1475,12.4375,,0.20%
25-07-2014,14.22,14.72,14.9975,12.7775,,-3.40%
28-07-2014,14.3225,14.22,15.1,14.105,,0.72%
30-07-2014,13.8875,14.3225,14.76,13.6925,,-3.04%
31-07-2014,13.8225,13.8875,14.0675,13.125,,-0.47%
01-08-2014,15.22,13.8225,15.38,13.7125,,10.11%
04-08-2014,14.815,15.22,15.4725,14.3075,,-2.66%
05-08-2014,13.9475,14.815,14.815,13.6675,,-5.86%
06-08-2014,14.2975,13.9475,14.565,12.9175,,2.51%
07-08-2014,14.1375,14.2975,14.455,13.02,,-1.12%
08-08-2014,14.6175,14.1375,15.18,13.025,,3.40%
11-08-2014,13.9975,14.6175,14.7625,13.4825,,-4.24%
12-08-2014,13.4675,13.9975,14.4275,12.33,,-3.79%
13-08-2014,13.7625,13.4675,14.0875,12.72,,2.19%
14-08-2014,13.22,13.7625,13.7625,11.8375,,-3.94%
18-08-2014,13.5025,13.22,14.195,11.9775,,2.14%
19-08-2014,13.905,13.5025,14.2075,11.945,,2.98%
20-08-2014,13.66,13.905,14.33,12.4575,,-1.76%
21-08-2014,13.7325,13.66,14.36,12.0075,,0.53%
22-08-2014,13.62,13.7325,13.9725,12.2025,,-0.82%
25-08-2014,13.7875,13.62,14.165,12.0075,,1.23%
26-08-2014,13.9025,13.7875,14.52,13.28,,0.83%
27-08-2014,13.0625,13.9025,13.9025,12.7425,,-6.04%
28-08-2014,13.0675,13.0625,14.345,12.325,,0.04%
01-09-2014,13.53,13.0675,13.675,12.8575,,3.54%
02-09-2014,13.4475,13.53,13.91,12.485,,-0.61%
03-09-2014,13.3925,13.4475,13.9525,12.5675,,-0.41%
04-09-2014,13.0775,13.3925,13.615,12.3975,,-2.35%
05-09-2014,12.935,13.0775,13.3075,12.305,,-1.09%
08-09-2014,12.7925,12.935,13.0725,12.1775,,-1.10%
09-09-2014,12.7575,12.7925,13.0425,11.0125,,-0.27%
10-09-2014,12.93,12.7575,13.11,11.805,,1.35%
11-09-2014,12.5175,12.93,13.14,11.815,,-3.19%
12-09-2014,12.365,12.5175,12.62,11.3975,,-1.22%
15-09-2014,13.255,12.365,13.3625,12.0375,,7.20%
16-09-2014,13.2825,13.255,13.7325,12.0475,,0.21%
17-09-2014,12.9475,13.2825,13.2825,11.2625,,-2.52%
18-09-2014,12.325,12.9475,12.9475,11.05,,-4.81%
19-09-2014,11.8875,12.325,12.4025,11.3825,,-3.55%
22-09-2014,11.565,11.8875,12.4375,10.315,,-2.71%
23-09-2014,12.41,11.565,12.8725,11.08,,7.31%
24-09-2014,12.535,12.41,13.515,11.8875,,1.01%
25-09-2014,13.2975,12.535,13.8825,11.58,,6.08%
26-09-2014,12.9275,13.2975,14.8325,12.5375,,-2.78%
29-09-2014,13.385,12.9275,14.2275,12.7675,,3.54%
30-09-2014,13.145,13.385,13.5675,12.7225,,-1.79%
01-10-2014,13,13.145,13.4775,12.8325,,-1.10%
07-10-2014,14.4625,13,14.57,13,,11.25%
08-10-2014,14.1125,14.4625,14.8475,13.675,,-2.42%
09-10-2014,13.155,14.1125,14.1125,12.7475,,-6.78%
10-10-2014,14.33,13.155,14.455,12.445,,8.93%
13-10-2014,14.5,14.33,15.23,14.0725,,1.19%
14-10-2014,14.5925,14.5,15.3025,12.9325,,0.64%
16-10-2014,16.4325,14.5925,16.885,14.32,,12.61%
17-10-2014,16.4,16.4325,16.855,14.7375,,-0.20%
20-10-2014,14.19,16.4,16.4,12.94,,-13.48%
21-10-2014,13.33,14.19,14.19,11.98,,-6.06%
22-10-2014,13.03,13.33,13.33,12.04,,-2.25%
23-10-2014,12.8625,13.03,13.115,11.845,,-1.29%
27-10-2014,13.515,12.8625,13.795,11.9225,,5.07%
28-10-2014,13.3225,13.515,13.655,12.035,,-1.42%
29-10-2014,13.005,13.3225,13.595,12.54,,-2.38%
30-10-2014,13.265,13.005,13.4575,11.7625,,2.00%
31-10-2014,13.295,13.265,13.76,12.215,,0.23%
03-11-2014,13.7375,13.295,13.945,12.455,,3.33%
05-11-2014,13.755,13.7375,14.32,12.49,,0.13%
07-11-2014,14.11,13.755,14.7025,13.1225,,2.58%
10-11-2014,13.93,14.11,17.21,12.975,,-1.28%
11-11-2014,14.8,13.93,15.485,12.72,,6.25%
12-11-2014,14.435,14.8,14.8,12.5875,,-2.47%
13-11-2014,13.8,14.435,14.435,12.7125,,-4.40%
14-11-2014,13.9725,13.8,14.2,11.3825,,1.25%
17-11-2014,14.41,13.9725,14.91,11.48,,3.13%
18-11-2014,14.065,14.41,14.905,10.84,,-2.39%
19-11-2014,14.345,14.065,14.6325,10.245,,1.99%
20-11-2014,14.165,14.345,14.355,11.905,,-1.25%
21-11-2014,13.8525,14.165,15.145,11.05,,-2.21%
24-11-2014,13.0175,13.8525,13.8525,9.3475,,-6.03%
25-11-2014,13.525,13.0175,14.2475,11.4525,,3.90%
26-11-2014,12.985,13.525,13.5375,10.6075,,-3.99%
27-11-2014,12.7425,12.985,13.1175,11.65,,-1.87%
28-11-2014,12.8975,12.7425,13.125,11.595,,1.22%
01-12-2014,13.2025,12.8975,13.615,12.1975,,2.36%
02-12-2014,12.395,13.2025,13.3325,12.205,,-6.12%
03-12-2014,12.3675,12.395,12.6075,11.2875,,-0.22%
04-12-2014,12.445,12.3675,12.635,10.715,,0.63%
05-12-2014,11.95,12.445,12.445,11.325,,-3.98%
08-12-2014,12.2075,11.95,12.6525,11.2275,,2.15%
09-12-2014,12.495,12.2075,13.0825,10.8225,,2.36%
10-12-2014,12.2425,12.495,12.965,11.5725,,-2.02%
11-12-2014,12.7725,12.2425,12.9025,11.1875,,4.33%
12-12-2014,13.7525,12.7725,13.91,11.5325,,7.67%
15-12-2014,14.02,13.7525,14.3275,12.565,,1.95%
16-12-2014,16.3075,14.02,16.555,12.5725,,16.32%
17-12-2014,16.925,16.3075,19.0625,14.195,,3.79%
18-12-2014,14.5975,16.925,16.925,13.9725,,-13.75%
19-12-2014,14.51,14.5975,14.775,11.845,,-0.60%
22-12-2014,14.21,14.51,15.5775,14.0225,,-2.07%
23-12-2014,15.2975,14.21,16.115,13.5475,,7.65%
24-12-2014,15.07,15.2975,15.6125,14.3,,-1.49%
26-12-2014,14.645,15.07,16.355,14.3975,,-2.82%
29-12-2014,14.5825,14.645,15.0425,14.2175,,-0.43%
30-12-2014,14.8625,14.5825,15.2225,14.1425,,1.92%
31-12-2014,15.12,14.8625,15.4025,14.6025,,1.73%
01-01-2015,15.025,15.12,15.5075,14.755,,-0.63%
02-01-2015,13.795,15.025,15.025,13.4825,,-8.19%
05-01-2015,14.1525,13.795,14.405,13.1525,,2.59%
