Date,Price,Open,High,Low,Vol.,Change %
07-08-2018,12.5775,12.5625,12.82,10.5825,,0.12%
08-08-2018,12.54,12.5775,12.7825,10.48,,-0.30%
09-08-2018,12.6775,12.54,12.76,10.8775,,1.10%
10-08-2018,12.85,12.6775,12.985,10.0575,,1.36%
13-08-2018,13.4,12.85,13.5,11.29,,4.28%
14-08-2018,13.2825,13.4,13.42,10.755,,-0.88%
16-08-2018,13.645,13.2825,13.865,11.465,,2.73%
17-08-2018,13.16,13.645,13.645,10.3025,,-3.55%
20-08-2018,13.0325,13.16,13.55,11.345,,-0.97%
21-08-2018,12.9025,13.0325,13.635,9.9275,,-1.00%
23-08-2018,12.7575,12.9025,13.1175,9.53,,-1.12%
24-08-2018,12.4075,12.7575,12.8375,9.43,,-2.74%
27-08-2018,12.2375,12.4075,12.5325,9.515,,-1.37%
28-08-2018,12.425,12.2375,12.6,10.3775,,1.53%
29-08-2018,12.435,12.425,12.6725,10.725,,0.08%
30-08-2018,12.4125,12.435,12.625,10.6225,,-0.18%
31-08-2018,12.5975,12.4125,12.7975,11.6,,1.49%
03-09-2018,13.3925,12.5975,13.7175,11.17,,6.31%
04-09-2018,13.7825,13.3925,13.88,12.1975,,2.91%
05-09-2018,13.65,13.7825,14.1525,11.9525,,-0.96%
06-09-2018,13.7225,13.65,14.2,12.06,,0.53%
07-09-2018,13.89,13.7225,14.1425,11.085,,1.22%
10-09-2018,15.2025,13.89,15.315,12.61,,9.45%
11-09-2018,15.33,15.2025,15.4475,13.4425,,0.84%
12-09-2018,14.25,15.33,15.33,12.98,,-7.05%
14-09-2018,13.8425,14.25,14.25,12.3225,,-2.86%
17-09-2018,14.495,13.8425,14.635,11.73,,4.71%
18-09-2018,14.415,14.495,14.62,11.8725,,-0.55%
19-09-2018,14.005,14.415,14.4775,11.745,,-2.84%
21-09-2018,15.535,14.005,16.92,10.9825,,10.92%
24-09-2018,17.4275,15.535,17.855,13.8025,,12.18%
25-09-2018,16.6825,17.4275,18.31,16.2175,,-4.27%
26-09-2018,17.0875,16.6825,17.575,15.1,,2.43%
27-09-2018,16.9225,17.0875,17.37,15.6025,,-0.97%
28-09-2018,16.995,16.9225,17.6925,15.925,,0.43%
01-10-2018,16.835,16.995,18.8625,16.27,,-0.94%
03-10-2018,18.1175,16.835,18.6475,15.575,,7.62%
04-10-2018,18.915,18.1175,19.685,17.485,,4.40%
05-10-2018,19.7325,18.915,20.4825,18.4525,,4.32%
08-10-2018,20.1475,19.7325,21.765,18.4775,,2.10%
09-10-2018,19.755,20.1475,20.3575,17.47,,-1.95%
10-10-2018,17.9075,19.755,19.755,17.725,,-9.35%
11-10-2018,20.5475,17.9075,20.845,17.6275,,14.74%
12-10-2018,18.6275,20.5475,20.5475,16.6725,,-9.34%
15-10-2018,18.885,18.6275,19.8225,15.9825,,1.38%
16-10-2018,17.3725,18.885,18.885,14.28,,-8.01%
17-10-2018,17.98,17.3725,18.2025,14.8425,,3.50%
19-10-2018,19.7875,17.98,20.0525,17.4475,,10.05%
22-10-2018,21.3575,19.7875,21.6725,17.08,,7.93%
23-10-2018,19.0375,21.3575,22.3475,18.7625,,-10.86%
24-10-2018,18.88,19.0375,19.81,17.7125,,-0.83%
25-10-2018,18.9625,18.88,20.33,18.4975,,0.44%
26-10-2018,19.2325,18.9625,21.04,18.66,,1.42%
29-10-2018,19.825,19.2325,20.8125,19.2325,,3.08%
30-10-2018,20.5025,19.825,20.7725,19.55,,3.42%
31-10-2018,19.7975,20.5025,22.815,19.575,,-3.44%
01-11-2018,19.1925,19.7975,20.13,18.8975,,-3.06%
02-11-2018,18.23,19.1925,19.1925,17.485,,-5.01%
05-11-2018,19.4825,18.23,19.8225,17.735,,6.87%
06-11-2018,18.505,19.4825,19.4825,16.18,,-5.02%
07-11-2018,17.7225,18.505,18.505,16.81,,-4.23%
09-11-2018,17.765,17.8775,18.755,16.755,,0.24%
12-11-2018,19.3675,17.765,19.4625,16.475,,9.02%
13-11-2018,18.695,19.3675,19.685,17.1225,,-3.47%
14-11-2018,18.825,18.695,19.5075,14.77,,0.70%
15-11-2018,18.455,18.825,18.915,15.4975,,-1.97%
16-11-2018,18.35,18.455,18.8675,16.8975,,-0.57%
19-11-2018,19.255,18.35,19.65,13.515,,4.93%
20-11-2018,19.3275,19.255,19.6475,18.2525,,0.38%
21-11-2018,19.555,19.3275,20.0975,15.54,,1.18%
22-11-2018,19.16,19.555,20.0025,17.0875,,-2.02%
26-11-2018,20.4025,19.16,20.5275,15.0175,,6.48%
27-11-2018,18.315,20.4025,20.4025,16.605,,-10.23%
28-11-2018,17.96,18.315,19.355,16.6725,,-1.94%
29-11-2018,18.6975,17.96,18.85,14.93,,4.11%
30-11-2018,19.1625,18.6975,19.915,16.81,,2.49%
03-12-2018,18.2225,19.1625,19.605,16.31,,-4.91%
04-12-2018,18.1075,18.2225,19.62,16.905,,-0.63%
05-12-2018,18.39,18.1075,18.8275,16.62,,1.56%
06-12-2018,19.305,18.39,19.55,15.91,,4.98%
07-12-2018,18.59,19.305,19.6275,15.9825,,-3.70%
10-12-2018,20.4375,18.59,20.645,16.89,,9.94%
11-12-2018,17.945,20.4375,20.4375,17.2025,,-12.20%
12-12-2018,15.81,17.945,17.945,15.4175,,-11.90%
13-12-2018,15.55,15.81,15.905,11.9125,,-1.64%
14-12-2018,15.1575,15.55,15.5975,12.6725,,-2.52%
17-12-2018,14.54,15.1575,15.9125,13.8675,,-4.07%
18-12-2018,14.5775,14.54,15.3125,11.9825,,0.26%
19-12-2018,14.66,14.5775,14.865,11.87,,0.57%
20-12-2018,14.3325,14.66,14.9175,13.72,,-2.23%
21-12-2018,15.9925,14.3325,16.23,12.94,,11.58%
24-12-2018,15.75,15.9925,17.1325,14.8975,,-1.52%
26-12-2018,15.92,15.75,17.4775,14.8075,,1.08%
27-12-2018,16.0725,15.92,16.375,12.5625,,0.96%
28-12-2018,15.27,16.0725,16.0725,15.015,,-4.99%
31-12-2018,16,15.27,16.1525,14.65,,4.78%
01-01-2019,15.325,16,16.4,15.15,,-4.22%
02-01-2019,16.3875,15.325,16.9475,14.8375,,6.93%
03-01-2019,16.79,16.3875,17.1475,15.435,,2.46%
04-01-2019,16.1625,16.79,16.9725,15.485,,-3.74%
07-01-2019,16.3025,16.1625,16.455,15.3025,,0.87%
08-01-2019,15.7,16.3025,16.5725,14.735,,-3.70%
09-01-2019,15.27,15.7,16.3225,13.895,,-2.74%
10-01-2019,15.345,15.27,15.6075,14.1475,,0.49%
11-01-2019,15.3525,15.345,15.83,14.3625,,0.05%
14-01-2019,16.1575,15.3525,16.5525,15.3525,,5.24%
15-01-2019,15.5825,16.1575,16.1575,12.9925,,-3.56%
16-01-2019,16.0775,15.5825,16.3075,12.8,,3.18%
17-01-2019,16.2425,16.0775,16.4275,12.9925,,1.03%
18-01-2019,16.6175,16.2425,16.905,12.3075,,2.31%
21-01-2019,18.1475,16.6175,18.34,14.36,,9.21%
22-01-2019,17.985,18.1475,18.4725,15.51,,-0.90%
23-01-2019,18.085,17.985,18.2875,12.015,,0.56%
24-01-2019,17.435,18.085,18.3775,14.5425,,-3.59%
25-01-2019,17.69,17.435,18.14,14.365,,1.46%
28-01-2019,18.8975,17.69,19.28,14.5875,,6.83%
29-01-2019,18.4275,18.8975,19.795,18.04,,-2.49%
30-01-2019,17.85,18.4275,18.4275,15.9775,,-3.13%
31-01-2019,17.1225,17.85,17.85,16.445,,-4.08%
01-02-2019,15.72,17.1225,17.185,15.545,,-8.19%
04-02-2019,15.7225,15.72,16.4525,14.9675,,0.02%
05-02-2019,15.78,15.7225,15.9775,14.605,,0.37%
06-02-2019,15.63,15.78,15.9725,12.8325,,-0.95%
07-02-2019,15.435,15.63,16.2225,13.5975,,-1.25%
08-02-2019,15.5675,15.435,15.815,12.9675,,0.86%
11-02-2019,15.84,15.5675,16.355,13.46,,1.75%
12-02-2019,15.75,15.84,15.975,13.23,,-0.57%
13-02-2019,15.73,15.75,15.9025,11.81,,-0.13%
14-02-2019,15.7725,15.73,16.5775,12.09,,0.27%
15-02-2019,16.46,15.7725,17.535,12.4475,,4.36%
18-02-2019,18,16.46,18.1925,11.85,,9.36%
19-02-2019,18.4675,18,18.605,15.2575,,2.60%
20-02-2019,17.055,18.4675,18.4675,15.2375,,-7.65%
21-02-2019,16.0525,17.055,17.1725,12.1275,,-5.88%
22-02-2019,15.45,16.0525,16.0525,12.315,,-3.75%
25-02-2019,15.3575,15.45,16.035,11.7,,-0.60%
26-02-2019,17.115,15.3575,18.0975,13.12,,11.44%
27-02-2019,18.8975,17.115,19.9775,14.13,,10.41%
28-02-2019,18.2775,18.8975,18.8975,17.065,,-3.28%
01-03-2019,16.275,18.2775,18.2775,15.895,,-10.96%
05-03-2019,15.6575,16.275,16.86,15.45,,-3.79%
06-03-2019,15.61,15.6575,15.735,14.2875,,-0.30%
07-03-2019,15.2925,15.61,15.6875,14.3125,,-2.03%
08-03-2019,14.94,15.2925,15.4125,12.92,,-2.31%
11-03-2019,14.895,14.94,15.38,13.67,,-0.30%
12-03-2019,15.0975,14.895,15.1975,13.84,,1.36%
13-03-2019,15.2775,15.0975,15.595,12.3,,1.19%
14-03-2019,15.15,15.2775,15.5225,13.7625,,-0.83%
15-03-2019,15.865,15.15,16.3925,11.845,,4.72%
18-03-2019,16.9,15.865,17.1875,14.2675,,6.52%
19-03-2019,16.4925,16.9,17.1775,14.55,,-2.41%
20-03-2019,16.0325,16.4925,16.4925,14.485,,-2.79%
22-03-2019,16.275,16.0325,16.805,12.675,,1.51%
25-03-2019,16.6725,16.275,17.0275,14.2575,,2.44%
26-03-2019,16.485,16.6725,16.6725,15.5175,,-1.12%
27-03-2019,17.0475,16.485,17.4225,14.545,,3.41%
28-03-2019,16.6525,17.0475,17.3325,15.75,,-2.32%
29-03-2019,17.185,16.6525,17.43,16.2375,,3.20%
01-04-2019,18.005,17.185,18.22,17.185,,4.77%
02-04-2019,18.0825,18.005,18.5525,17.44,,0.43%
03-04-2019,18.7825,18.0825,18.8825,17.29,,3.87%
04-04-2019,18.65,18.7825,19.325,18.25,,-0.71%
05-04-2019,18.3925,18.65,19.075,16.7625,,-1.38%
08-04-2019,20.1525,18.3925,20.4575,18.3925,,9.57%
09-04-2019,20.28,20.1525,20.6625,16.55,,0.63%
10-04-2019,21.13,20.28,21.28,18.7,,4.19%
11-04-2019,20.9575,21.13,21.34,19.4125,,-0.82%
12-04-2019,20.9975,20.9575,21.3025,18.675,,0.19%
15-04-2019,21.3875,20.9975,22.24,18.76,,1.86%
16-04-2019,21.6925,21.3875,21.885,19.6725,,1.43%
18-04-2019,22.735,21.6925,23.045,18.5,,4.81%
22-04-2019,24.05,22.735,24.5625,20.4075,,5.78%
23-04-2019,24.645,24.05,26.3175,22.7775,,2.47%
24-04-2019,23.7125,24.645,25.125,23.445,,-3.78%
25-04-2019,23.2325,23.7125,25.535,22.7275,,-2.02%
26-04-2019,21.7175,23.2325,23.9625,21.4325,,-6.52%
30-04-2019,21.8275,21.7175,22.775,20.76,,0.51%
02-05-2019,22.9825,21.8275,23.265,21.7675,,5.29%
03-05-2019,24.0325,22.9825,24.1525,21.0975,,4.57%
06-05-2019,26.4325,24.0325,27.835,19.74,,9.99%
07-05-2019,26.4775,26.4325,26.81,23.0925,,0.17%
08-05-2019,26.365,26.4775,27.025,23.245,,-0.42%
09-05-2019,25.485,26.365,26.495,23.485,,-3.34%
10-05-2019,26.335,25.485,26.525,24.535,,3.34%
13-05-2019,27.3825,26.335,28.0625,23.7125,,3.98%
14-05-2019,27.1325,27.3825,27.76,22.39,,-0.91%
15-05-2019,28.6575,27.1325,29.0825,23.18,,5.62%
16-05-2019,28.37,28.6575,29.3275,23.7825,,-1.00%
17-05-2019,28.075,28.37,29.2325,25.4975,,-1.04%
20-05-2019,23.675,28.075,28.075,19.76,,-15.67%
21-05-2019,25.6525,23.675,28.1025,20.2425,,8.35%
22-05-2019,27.6325,25.6525,30.1825,19.04,,7.72%
23-05-2019,19.405,27.6325,27.6325,18.9575,,-29.77%
24-05-2019,16.4675,19.405,19.405,14.4925,,-15.14%
27-05-2019,16.19,16.4675,17.335,13.48,,-1.69%
28-05-2019,15.9225,16.19,16.54,15.38,,-1.65%
29-05-2019,16.4075,15.9225,16.5075,14.4775,,3.05%
30-05-2019,15.61,16.4075,16.4075,14.8525,,-4.86%
31-05-2019,16.0675,15.61,16.7875,14.19,,2.93%
03-06-2019,15.9675,16.0675,16.2325,14.075,,-0.62%
04-06-2019,15.6275,15.9675,15.9675,14.6675,,-2.13%
06-06-2019,15.525,15.6275,15.925,13.975,,-0.66%
07-06-2019,14.8575,15.525,15.73,13.6275,,-4.30%
10-06-2019,14.975,14.8575,15.4525,13.4475,,0.79%
11-06-2019,14.49,14.975,14.975,13.48,,-3.24%
12-06-2019,14.1225,14.49,14.71,13.31,,-2.54%
13-06-2019,13.66,14.1225,14.2925,13.2775,,-3.27%
14-06-2019,13.895,13.66,14.1175,12.6425,,1.72%
17-06-2019,14.65,13.895,14.96,13.52,,5.43%
18-06-2019,14.6,14.65,14.97,11.7375,,-0.34%
19-06-2019,14.73,14.6,15.3,10.79,,0.89%
20-06-2019,14,14.73,15.1875,12.835,,-4.96%
21-06-2019,14.61,14,14.8325,10.6025,,4.36%
24-06-2019,15.2225,14.61,15.665,11.855,,4.19%
25-06-2019,15.01,15.2225,15.585,14.9275,,-1.40%
26-06-2019,14.75,15.01,15.195,14.39,,-1.73%
27-06-2019,14.645,14.75,14.8875,13.6475,,-0.71%
28-06-2019,14.9525,14.645,15.0725,13.995,,2.10%
01-07-2019,14.6025,14.9525,15.02,14.4725,,-2.34%
02-07-2019,14.25,14.6025,14.8325,14.025,,-2.41%
03-07-2019,13.695,14.25,14.32,13.52,,-3.89%
04-07-2019,13.53,13.695,13.695,13.0125,,-1.20%
05-07-2019,13.065,13.53,13.965,12.665,,-3.44%
08-07-2019,13.8525,13.065,14.0425,12.1075,,6.03%
09-07-2019,13.6875,13.8525,14.22,13.3525,,-1.19%
10-07-2019,13.635,13.6875,13.9625,12.395,,-0.38%
11-07-2019,12.47,13.635,13.635,12.1775,,-8.54%
12-07-2019,11.9975,12.47,12.55,11.55,,-3.79%
15-07-2019,12.02,11.9975,12.5175,10.6425,,0.19%
16-07-2019,11.56,12.02,12.02,11.0625,,-3.83%
17-07-2019,11.8,11.56,11.91,9.1625,,2.08%
18-07-2019,11.75,11.8,11.9825,9.2225,,-0.42%
19-07-2019,12.515,11.75,12.675,10.5925,,6.51%
22-07-2019,13.01,12.515,13.4025,11.5625,,3.96%
23-07-2019,13.4275,13.01,13.78,11.59,,3.21%
24-07-2019,12.76,13.4275,14.4825,11.85,,-4.97%
25-07-2019,12.635,12.76,13.55,11.9975,,-0.98%
26-07-2019,12.1325,12.635,13.31,11.9225,,-3.98%
29-07-2019,13.0625,12.1325,13.5325,12.0375,,7.67%
30-07-2019,13.6125,13.0625,13.8675,12.5,,4.21%
31-07-2019,13.59,13.6125,14.545,13.415,,-0.17%
01-08-2019,14.5575,13.59,15.28,13.2725,,7.12%
02-08-2019,15.1875,14.5575,16.1575,14.435,,4.33%
05-08-2019,16.585,15.1875,17.82,15.1875,,9.20%
06-08-2019,16.12,16.585,16.785,15.5925,,-2.80%
07-08-2019,16.74,16.12,16.9125,15.7375,,3.85%
08-08-2019,16.0925,16.74,16.74,15.515,,-3.87%
09-08-2019,15.845,16.0925,16.1625,15.0275,,-1.54%
13-08-2019,17.7775,15.845,18.005,15.1175,,12.20%
14-08-2019,16.3575,17.7775,17.7775,16.11,,-7.99%
16-08-2019,16.6475,16.3575,17.4275,15.9925,,1.77%
19-08-2019,16.7475,16.6475,17.025,14.71,,0.60%
20-08-2019,16.6325,16.7475,17.095,15.105,,-0.69%
21-08-2019,17.0225,16.6325,17.3275,14,,2.34%
22-08-2019,17.8525,17.0225,18.1225,14.4925,,4.88%
23-08-2019,17.3475,17.8525,18.2625,13.7025,,-2.83%
26-08-2019,16.655,17.3475,19.145,13.7,,-3.99%
27-08-2019,16.01,16.655,16.8325,14.42,,-3.87%
28-08-2019,16.835,16.01,17.375,14.12,,5.15%
29-08-2019,16.425,16.835,17.445,13.8725,,-2.44%
30-08-2019,16.2825,16.425,17.375,15.19,,-0.87%
03-09-2019,18.055,16.2825,18.27,16.2825,,10.89%
04-09-2019,17.235,18.055,18.31,17.1275,,-4.54%
05-09-2019,17.2725,17.235,17.7025,16.0575,,0.22%
06-09-2019,16.275,17.2725,17.2725,15.885,,-5.78%
09-09-2019,15.8525,16.275,16.6425,13.665,,-2.60%
11-09-2019,15.3725,15.8525,15.8525,14.6475,,-3.03%
12-09-2019,14.9,15.3725,15.3725,14.6075,,-3.07%
13-09-2019,14.12,14.9,15.195,13.8875,,-5.23%
16-09-2019,14.9525,14.12,15.3075,14.1175,,5.90%
17-09-2019,16.0175,14.9525,16.3075,13.2775,,7.12%
18-09-2019,15.3525,16.0175,16.1875,13.905,,-4.15%
19-09-2019,15.55,15.3525,15.965,14.1775,,1.29%
20-09-2019,15.4,15.55,17.045,13.8275,,-0.96%
23-09-2019,16.7925,15.4,17.64,14.21,,9.04%
24-09-2019,16.7325,16.7925,18.5325,15.8975,,-0.36%
25-09-2019,16.17,16.7325,17.415,14.1025,,-3.36%
26-09-2019,16.3425,16.17,17.01,13.64,,1.07%
27-09-2019,16.115,16.3425,16.8175,15.9275,,-1.39%
30-09-2019,15.8725,16.115,16.51,15.8,,-1.50%
01-10-2019,16.7575,15.8725,18.2175,14.9475,,5.58%
03-10-2019,17.7025,16.7575,18.045,16.4175,,5.64%
04-10-2019,17.58,17.7025,17.945,16.3475,,-0.69%
07-10-2019,17.83,17.58,18.4275,16.9925,,1.42%
09-10-2019,17.155,17.83,18.3275,16.335,,-3.79%
10-10-2019,17.2275,17.155,17.54,15.7275,,0.42%
11-10-2019,17.14,17.2275,18.28,15.7775,,-0.51%
14-10-2019,17.43,17.14,17.9625,17.0625,,1.69%
15-10-2019,16.85,17.43,17.43,16.6925,,-3.33%
16-10-2019,16.36,16.85,16.9525,15.495,,-2.91%
17-10-2019,15.8775,16.36,16.36,15.5175,,-2.95%
18-10-2019,15.9275,15.8775,16.1525,14.99,,0.31%
22-10-2019,16.81,15.9275,17.1225,13.5725,,5.54%
23-10-2019,16.535,16.81,16.85,14.83,,-1.64%
24-10-2019,16.24,16.535,16.78,14.7125,,-1.78%
25-10-2019,15.315,16.24,16.24,15.195,,-5.70%
29-10-2019,16.42,15.585,16.5475,15.4975,,7.22%
30-10-2019,16.6575,16.42,16.845,16.2525,,1.45%
31-10-2019,16.28,16.6575,16.795,15.5025,,-2.27%
01-11-2019,15.7325,16.28,16.4725,15.1675,,-3.36%
04-11-2019,15.925,15.7325,16.365,13.495,,1.22%
05-11-2019,15.9175,15.925,16.34,13.5075,,-0.05%
06-11-2019,15.775,15.9175,16.1525,13.3825,,-0.90%
07-11-2019,15.2075,15.775,15.9225,13.525,,-3.60%
08-11-2019,15.855,15.2075,15.99,13.71,,4.26%
11-11-2019,16.25,15.855,16.765,15.195,,2.49%
13-11-2019,16.4625,16.25,16.67,14.4725,,1.31%
14-11-2019,15.65,16.4625,16.4625,14.0925,,-4.94%
15-11-2019,15.03,15.65,15.65,12.5225,,-3.96%
18-11-2019,15.755,15.03,16.065,12.665,,4.82%
19-11-2019,15.4125,15.755,15.755,12.61,,-2.17%
20-11-2019,15.16,15.4125,15.4125,11.6075,,-1.64%
21-11-2019,14.975,15.16,15.595,12.61,,-1.22%
22-11-2019,14.8725,14.975,15.8775,12.2375,,-0.68%
25-11-2019,15.0025,14.8725,15.2125,13,,0.87%
26-11-2019,14.8375,15.0025,15.1275,13.1075,,-1.10%
27-11-2019,14.6175,14.8375,14.8375,12.3575,,-1.48%
28-11-2019,13.9875,14.6175,14.6175,12.8875,,-4.31%
29-11-2019,13.8975,13.9875,14.2925,13.14,,-0.64%
02-12-2019,14.2025,13.8975,15.845,13.4975,,2.19%
03-12-2019,14.5625,14.2025,16.3425,12.07,,2.53%
04-12-2019,13.3225,14.5625,15.8725,12.2625,,-8.52%
05-12-2019,14.305,13.3225,15.12,12.8275,,7.37%
06-12-2019,13.64,14.305,14.7225,11.4075,,-4.65%
09-12-2019,14.5975,13.64,15.3625,12.465,,7.02%
10-12-2019,14.29,14.5975,15.6625,11.735,,-2.11%
11-12-2019,13.3775,14.29,14.4475,11.71,,-6.39%
12-12-2019,13.3475,13.3775,13.765,11.825,,-0.22%
13-12-2019,13.3,13.3475,14.67,12.185,,-0.36%
16-12-2019,13.415,13.3,14.11,12.5,,0.86%
17-12-2019,12.5175,13.415,13.425,11.955,,-6.69%
18-12-2019,12.3375,12.5175,12.715,11.39,,-1.44%
19-12-2019,12.1225,12.3375,12.415,11.325,,-1.74%
20-12-2019,12.325,12.1225,12.7325,11.9025,,1.67%
23-12-2019,11.9575,12.325,14.505,10.695,,-2.98%
24-12-2019,11.625,11.9575,13.31,10.8875,,-2.78%
26-12-2019,11.1225,11.625,12.3475,10.8425,,-4.32%
27-12-2019,10.525,11.1225,11.4675,10.425,,-5.37%
30-12-2019,11.0075,10.525,11.4525,9.6175,,4.58%
31-12-2019,11.6675,11.0075,11.7925,10.44,,6.00%
01-01-2020,11.5975,11.6675,11.73,11.085,,-0.60%
02-01-2020,11.49,11.5975,11.7,10.73,,-0.93%
03-01-2020,12.695,11.49,12.94,10.685,,10.49%
06-01-2020,14.7775,12.695,15.095,12.695,,16.40%
07-01-2020,14.61,14.7775,14.9125,14.4625,,-1.13%
08-01-2020,15.64,14.61,16.3875,13.7925,,7.05%
09-01-2020,13.9975,15.64,15.64,12.995,,-10.50%
10-01-2020,14.0775,13.9975,14.245,13.1775,,0.57%
13-01-2020,14.275,14.0775,14.495,13.5775,,1.40%
14-01-2020,13.9125,14.275,14.275,13.0625,,-2.54%
15-01-2020,14.12,13.9125,14.4575,13.585,,1.49%
16-01-2020,14.1825,14.12,14.365,12.5975,,0.44%
17-01-2020,14.1275,14.1825,14.53,12.5025,,-0.39%
20-01-2020,15.41,14.1275,15.495,12.465,,9.08%
21-01-2020,15.8625,15.41,16.04,15.0725,,2.94%
22-01-2020,16.36,15.8625,16.61,15.3575,,3.14%
23-01-2020,15.855,16.36,16.7075,15.7775,,-3.09%
24-01-2020,15.56,15.855,16.215,14.5925,,-1.86%
27-01-2020,17.175,15.56,17.34,14.6825,,10.38%
28-01-2020,17.2975,17.175,17.615,16.9575,,0.71%
29-01-2020,16.4975,17.2975,17.2975,15.6525,,-4.62%
30-01-2020,16.7975,16.4975,17.14,15.38,,1.82%
31-01-2020,17.3675,16.7975,17.59,14.9025,,3.39%
01-02-2020,16.835,16.86,17.915,16.035,,-3.07%
03-02-2020,15.7825,16.835,17.03,15.4825,,-6.25%
04-02-2020,14.38,15.7825,15.7825,14.31,,-8.89%
05-02-2020,14.1725,14.38,14.525,13.8175,,-1.44%
06-02-2020,13.78,14.1725,14.2425,12.645,,-2.77%
07-02-2020,13.7475,13.78,13.9925,12.975,,-0.24%
10-02-2020,14.21,13.7475,14.6,12.965,,3.36%
11-02-2020,13.88,14.21,14.21,11.375,,-2.32%
12-02-2020,13.6225,13.88,13.88,13.1475,,-1.86%
13-02-2020,13.37,13.6225,13.6725,11.8,,-1.85%
14-02-2020,13.615,13.37,13.9875,11.9025,,1.83%
17-02-2020,14.415,13.615,14.6175,13.38,,5.88%
18-02-2020,14.51,14.415,14.82,11.375,,0.66%
19-02-2020,14.0225,14.51,14.51,13.4825,,-3.36%
20-02-2020,13.7,14.0225,14.0275,10.165,,-2.30%
24-02-2020,16.9975,13.7,17.375,12.295,,24.07%
25-02-2020,16.8975,16.9975,17.3175,15.62,,-0.59%
26-02-2020,18.26,16.8975,18.865,16.5025,,8.06%
27-02-2020,17.765,18.26,19.155,16.8275,,-2.71%
28-02-2020,23.235,17.765,23.6975,17.4825,,30.79%
02-03-2020,25.2025,23.235,26.3425,19.92,,8.47%
03-03-2020,24.5425,25.2025,26.49,21.5425,,-2.62%
04-03-2020,24.225,24.5425,26.2875,22.425,,-1.29%
05-03-2020,23.2475,24.225,24.225,22.125,,-4.04%
06-03-2020,25.6425,23.2475,27.55,23.2475,,10.30%
09-03-2020,30.8,25.6425,34.355,21.425,,20.11%
11-03-2020,31.555,30.8,33.2375,29.65,,2.45%
12-03-2020,41.1625,31.555,42.3275,29.81,,30.45%
13-03-2020,51.4725,41.1625,59.4825,41.1625,,25.05%
16-03-2020,58.875,51.4725,59.865,51.4725,,14.38%
17-03-2020,62.925,58.875,63.44,57.25,,6.88%
18-03-2020,63.955,62.925,64.5775,61.1525,,1.64%
19-03-2020,72.1975,63.955,73.3425,63.095,,12.89%
20-03-2020,67.1,72.1975,72.965,65.38,,-7.06%
23-03-2020,71.985,67.1,73.3675,66.3175,,7.28%
24-03-2020,83.6075,71.985,86.635,71.985,,16.15%
25-03-2020,77.625,83.6075,84.5975,75.9725,,-7.16%
26-03-2020,71.5325,77.625,79.405,70.675,,-7.85%
27-03-2020,70.385,71.5325,73.03,65.6325,,-1.60%
30-03-2020,71.89,70.385,73.365,70.28,,2.14%
31-03-2020,64.4075,71.89,71.89,63.6075,,-10.41%
01-04-2020,60.0525,64.4075,64.4075,59.78,,-6.76%
03-04-2020,55.3025,60.0525,60.59,54.9,,-7.91%
07-04-2020,51.8,55.3025,55.3025,49.9425,,-6.33%
08-04-2020,52.2425,51.8,53.7325,46.975,,0.85%
09-04-2020,49.745,52.2425,52.2425,46.9025,,-4.78%
13-04-2020,51.4575,49.745,52.4925,43.635,,3.44%
15-04-2020,49.735,51.4575,51.4575,44.6475,,-3.35%
16-04-2020,46.095,49.735,49.735,42.255,,-7.32%
17-04-2020,42.5925,46.095,46.095,40.305,,-7.60%
20-04-2020,43.455,42.5925,44.0375,40.295,,2.03%
21-04-2020,45.1975,43.455,45.9625,36.215,,4.01%
22-04-2020,42.8225,45.1975,45.425,40.465,,-5.25%
23-04-2020,39.23,42.8225,42.8225,36.9975,,-8.39%
24-04-2020,39.1175,39.23,39.9475,34.9825,,-0.29%
27-04-2020,38.0425,39.1175,40.1675,35.2125,,-2.75%
28-04-2020,35.355,38.0425,41.9125,35.0675,,-7.06%
29-04-2020,33.8375,35.355,35.355,31.4825,,-4.29%
30-04-2020,33.9875,33.8375,34.2525,32.535,,0.44%
04-05-2020,43.67,33.9875,43.92,33.9875,,28.49%
05-05-2020,43.6075,43.67,43.865,38.1475,,-0.14%
06-05-2020,41.2475,43.6075,43.63,40.1975,,-5.41%
07-05-2020,39.93,41.2475,41.715,39.6575,,-3.19%
08-05-2020,38.4075,39.93,39.93,36.5475,,-3.81%
11-05-2020,38.0375,38.4075,38.495,36.9475,,-0.96%
12-05-2020,38.205,38.0375,38.8125,35.245,,0.44%
13-05-2020,38.835,38.205,39.0475,33.44,,1.65%
14-05-2020,38.1825,38.835,38.835,35.795,,-1.68%
15-05-2020,38.0175,38.1825,38.46,34.055,,-0.43%
18-05-2020,40.915,38.0175,41.245,27.935,,7.62%
19-05-2020,39.4525,40.915,40.915,37.9525,,-3.57%
20-05-2020,35.81,39.4525,39.4525,34.095,,-9.23%
21-05-2020,32.985,35.81,35.81,32.575,,-7.89%
22-05-2020,32.3775,32.985,34.36,26.335,,-1.84%
26-05-2020,31.47,32.3775,33.21,30.9725,,-2.80%
27-05-2020,31.2725,31.47,32.015,28.855,,-0.63%
28-05-2020,30.0175,31.2725,31.2725,29.195,,-4.01%
29-05-2020,30.22,30.0175,30.5675,27.41,,0.67%
01-06-2020,30.7425,30.22,32.1725,28.8325,,1.73%
02-06-2020,30.115,30.7425,30.9175,27.9025,,-2.04%
03-06-2020,30.0425,30.115,30.4025,29.335,,-0.24%
